Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MPN_M_R
426,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
427,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
428,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
429,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water
430,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest
431,NULL,Built-up,Bareland,Water,Non_Wetland,NULL
432,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
433,NULL,Built-up,Bareland,Water,Non_Wetland,Cropland
434,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
435,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
436,NULL,Built-up,Bareland,Water,Non_Wetland,Water
437,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
438,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
439,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
440,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
441,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
442,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
443,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
444,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
445,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
446,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
447,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
448,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
449,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
450,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
451,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
452,NULL,Built-up,Water,NULL,Water,NULL
453,NULL,Built-up,Water,NULL,Water,Grassland
454,NULL,Built-up,Water,NULL,Water,Bareland
455,NULL,Built-up,Water,NULL,Water,Built-up
456,NULL,Built-up,Water,NULL,Water,Water
457,NULL,Built-up,Water,NULL,Water,Forest
458,NULL,Built-up,Water,Non_Water,Water,NULL
459,NULL,Built-up,Water,Non_Water,Water,Grassland
460,NULL,Built-up,Water,Non_Water,Water,Wetland
461,NULL,Built-up,Water,Non_Water,Water,Bareland
462,NULL,Built-up,Water,Non_Water,Water,Water
463,NULL,Built-up,Water,Non_Water,Water,Forest
464,NULL,Built-up,Water,Water,Water,Grassland
465,NULL,Built-up,Water,Water,Water,Cropland
466,NULL,Built-up,Water,Water,Water,Bareland
467,NULL,Built-up,Water,Water,Water,Built-up
468,NULL,Built-up,Water,Water,Water,Water
469,NULL,Built-up,Water,Water,Water,Forest
470,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
471,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
472,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
473,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
474,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
475,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
476,NULL,Built-up,Forest,NULL,Non_Wetland,Water
477,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
478,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL
479,NULL,Built-up,Forest,Non_Water,Non_Wetland,Cropland
480,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland
481,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland
482,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
483,NULL,Built-up,Forest,Water,Non_Wetland,Water
484,NULL,Built-up,Forest,Water,Non_Wetland,Forest
485,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
486,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
487,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
488,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
489,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
490,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up
491,NULL,Water,Shrubland,NULL,Non_Wetland,Water
492,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
493,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL
494,NULL,Water,Shrubland,Non_Water,Non_Wetland,Cropland
495,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
496,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
497,NULL,Water,Shrubland,Water,Non_Wetland,NULL
498,NULL,Water,Shrubland,Water,Non_Wetland,Cropland
499,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
500,NULL,Water,Shrubland,Water,Non_Wetland,Water
501,NULL,Water,Shrubland,Water,Non_Wetland,Forest
502,NULL,Water,Grassland,NULL,Non_Wetland,NULL
503,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
504,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
505,NULL,Water,Grassland,NULL,Non_Wetland,Water
506,NULL,Water,Grassland,NULL,Non_Wetland,Forest
507,NULL,Water,Grassland,Non_Water,Non_Wetland,Forest
508,NULL,Water,Cropland,NULL,Non_Wetland,NULL
509,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
510,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
511,NULL,Water,Cropland,NULL,Non_Wetland,Wetland
512,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
513,NULL,Water,Cropland,NULL,Non_Wetland,Water
514,NULL,Water,Cropland,NULL,Non_Wetland,Forest
515,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL
516,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
517,NULL,Water,Cropland,Non_Water,Non_Wetland,Cropland
518,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland
519,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest
520,NULL,Water,Cropland,Water,Non_Wetland,Grassland
521,NULL,Water,Cropland,Water,Non_Wetland,Bareland
522,NULL,Water,Cropland,Water,Non_Wetland,Water
523,NULL,Water,Cropland,Water,Non_Wetland,Forest
524,NULL,Water,Wetland,NULL,Wetland,Cropland
525,NULL,Water,Wetland,NULL,Wetland,Wetland
526,NULL,Water,Wetland,Non_Water,Wetland,NULL
527,NULL,Water,Wetland,Non_Water,Wetland,Wetland
528,NULL,Water,Wetland,Non_Water,Wetland,Forest
529,NULL,Water,Wetland,Water,Wetland,NULL
530,NULL,Water,Wetland,Water,Wetland,Cropland
531,NULL,Water,Wetland,Water,Wetland,Water
532,NULL,Water,Bareland,NULL,Non_Wetland,NULL
533,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
534,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
535,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
536,NULL,Water,Bareland,NULL,Non_Wetland,Built-up
537,NULL,Water,Bareland,NULL,Non_Wetland,Water
538,NULL,Water,Bareland,NULL,Non_Wetland,Forest
539,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL
540,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
541,NULL,Water,Bareland,Non_Water,Non_Wetland,Cropland
542,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
543,NULL,Water,Bareland,Non_Water,Non_Wetland,Built-up
544,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
545,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
546,NULL,Water,Bareland,Water,Non_Wetland,Grassland
547,NULL,Water,Bareland,Water,Non_Wetland,Cropland
548,NULL,Water,Bareland,Water,Non_Wetland,Bareland
549,NULL,Water,Bareland,Water,Non_Wetland,Water
550,NULL,Water,Built-up,NULL,Non_Wetland,Cropland
551,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
552,NULL,Water,Built-up,NULL,Non_Wetland,Built-up
553,NULL,Water,Built-up,NULL,Non_Wetland,Water
554,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
555,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
556,NULL,Water,Water,NULL,Water,Water
557,NULL,Water,Water,NULL,Water,Forest
558,NULL,Water,Water,Non_Water,Water,NULL
559,NULL,Water,Water,Non_Water,Water,Water
560,NULL,Water,Water,Water,Water,Grassland
561,NULL,Water,Water,Water,Water,Cropland
562,NULL,Water,Water,Water,Water,Bareland
563,NULL,Water,Water,Water,Water,Water
564,NULL,Water,Forest,NULL,Non_Wetland,NULL
565,NULL,Water,Forest,NULL,Non_Wetland,Grassland
566,NULL,Water,Forest,NULL,Non_Wetland,Cropland
567,NULL,Water,Forest,NULL,Non_Wetland,Wetland
568,NULL,Water,Forest,NULL,Non_Wetland,Bareland
569,NULL,Water,Forest,NULL,Non_Wetland,Water
570,NULL,Water,Forest,NULL,Non_Wetland,Forest
571,NULL,Water,Forest,Non_Water,Non_Wetland,NULL
572,NULL,Water,Forest,Non_Water,Non_Wetland,Cropland
573,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
574,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
575,NULL,Water,Forest,Water,Non_Wetland,Water
576,NULL,Forest,NULL,NULL,Non_Wetland,NULL
577,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
578,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
579,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
580,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
581,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
582,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
583,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
584,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
585,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
586,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
587,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
588,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
589,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
590,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
591,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
592,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
593,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
594,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
595,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
596,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
597,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
598,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL
599,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
600,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
601,NULL,Forest,Cropland,Water,Non_Wetland,Bareland
602,NULL,Forest,Wetland,Water,Wetland,Water
603,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
604,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
605,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
606,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
607,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
608,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
609,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL
610,NULL,Forest,Bareland,Water,Non_Wetland,NULL
611,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
612,NULL,Forest,Bareland,Water,Non_Wetland,Water
613,NULL,Forest,Bareland,Water,Non_Wetland,Forest
614,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
615,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
616,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
617,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
618,NULL,Forest,Forest,NULL,Non_Wetland,NULL
619,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
620,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
621,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
622,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
623,NULL,Forest,Forest,NULL,Non_Wetland,Forest
624,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
625,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
626,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
627,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
628,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
629,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
630,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
631,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
632,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
633,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
634,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
635,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
636,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
637,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
638,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
639,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
640,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
641,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
642,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
643,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
644,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
645,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
646,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
647,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
648,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
649,Grassland,NULL,Wetland,Water,Wetland,Water
650,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
651,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
652,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
653,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
654,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
655,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
656,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
657,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland
658,Grassland,NULL,Water,Water,Water,Water
659,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
660,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
661,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
662,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
663,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
664,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
665,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
666,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
667,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
668,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
669,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
670,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
671,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
672,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
673,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
674,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
675,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
676,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
677,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
678,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
679,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
680,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
681,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
682,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
683,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
684,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
685,Grassland,Cropland,Wetland,Water,Wetland,Cropland
686,Grassland,Cropland,Wetland,Water,Wetland,Water
687,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
688,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
689,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
690,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
691,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
692,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
693,Grassland,Cropland,Water,Water,Water,Water
694,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
695,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
696,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
697,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
698,Grassland,Cropland,Forest,NULL,Non_Wetland,Water
699,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
700,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
701,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
702,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
703,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
704,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
705,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
706,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
707,Grassland,Bareland,Cropland,NULL,Non_Wetland,Built-up
708,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
709,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
710,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
711,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
712,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
713,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
714,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
715,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
716,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
717,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
718,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
719,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
720,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
721,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
722,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
723,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
724,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
725,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
726,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland
727,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
728,Grassland,Water,Wetland,NULL,Wetland,Wetland
729,Grassland,Water,Wetland,Non_Water,Wetland,Water
730,Grassland,Water,Wetland,Water,Wetland,Wetland
731,Grassland,Water,Wetland,Water,Wetland,Water
732,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
733,Grassland,Water,Forest,NULL,Non_Wetland,Forest
734,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
735,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
736,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
737,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
738,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
739,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
740,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
741,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
742,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
743,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
744,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
745,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
746,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
747,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
748,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL
749,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Forest
750,Grassland,Forest,Water,Non_Water,Water,NULL
751,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
752,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
753,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
754,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
755,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
756,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
757,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
758,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
759,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
760,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
761,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
762,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
763,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
764,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
765,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
766,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
767,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
768,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
769,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
770,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
771,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
772,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
773,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
774,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
775,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
776,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
777,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
778,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
779,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
780,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
781,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
782,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
783,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
784,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
785,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
786,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
787,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
788,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
789,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
790,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
791,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
792,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
793,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
794,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
795,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
796,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
797,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
798,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
799,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
800,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
801,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
802,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
803,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
804,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
805,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
806,Cropland,NULL,Cropland,Water,Non_Wetland,Water
807,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
808,Cropland,NULL,Wetland,NULL,Wetland,Cropland
809,Cropland,NULL,Wetland,NULL,Wetland,Forest
810,Cropland,NULL,Wetland,Water,Wetland,Grassland
811,Cropland,NULL,Wetland,Water,Wetland,Bareland
812,Cropland,NULL,Wetland,Water,Wetland,Water
813,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
814,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
815,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
816,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
817,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
818,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
819,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
820,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
821,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
822,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
823,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
824,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
825,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
826,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
827,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
828,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
829,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
830,Cropland,NULL,Bareland,Water,Non_Wetland,Water
831,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
832,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
833,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
834,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
835,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
836,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
837,Cropland,NULL,Built-up,NULL,Non_Wetland,Water
838,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
839,Cropland,NULL,Water,NULL,Water,NULL
840,Cropland,NULL,Water,NULL,Water,Bareland
841,Cropland,NULL,Water,NULL,Water,Forest
842,Cropland,NULL,Water,Water,Water,NULL
843,Cropland,NULL,Water,Water,Water,Cropland
844,Cropland,NULL,Water,Water,Water,Bareland
845,Cropland,NULL,Water,Water,Water,Water
846,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
847,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
848,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
849,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
850,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
851,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
852,Cropland,NULL,Forest,NULL,Non_Wetland,Water
853,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
854,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
855,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
856,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
857,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
858,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
859,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
860,Cropland,NULL,Forest,Water,Non_Wetland,Water
