Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRQ_M_R
2149,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2150,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2151,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2152,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2153,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2154,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
2155,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2156,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
2157,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
2158,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2159,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2160,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2161,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2162,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2163,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2164,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2165,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2166,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2167,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2168,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2169,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2170,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2171,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2172,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2173,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
2174,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2175,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
2176,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
2177,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2178,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2179,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2180,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2181,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2182,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2183,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2184,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2185,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2186,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2187,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2188,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2189,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2190,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2191,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2192,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2193,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2194,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2195,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2196,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2197,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2198,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2199,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2200,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2201,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2202,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2203,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2204,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2205,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2206,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2207,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2208,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2209,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2210,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2211,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2212,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2213,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
2214,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
2215,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2216,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2217,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2218,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2219,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2220,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2221,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2222,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2223,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2224,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2225,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2226,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2227,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2228,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2229,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2230,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2231,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
2232,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2233,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2234,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2235,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2236,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2237,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2238,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2239,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2240,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2241,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2242,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2243,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2244,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2245,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2246,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2247,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2248,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2249,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2250,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2251,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2252,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2253,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2254,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2255,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2256,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2257,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2258,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2259,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2260,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2261,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2262,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2263,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2264,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2265,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
2266,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2267,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2268,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2269,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2270,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2271,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2272,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2273,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2274,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2275,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2276,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2277,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2278,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2279,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2280,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2281,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2282,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2283,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2284,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2285,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2286,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2287,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2288,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2289,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2290,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2291,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2292,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2293,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2294,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2295,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2296,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2297,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2298,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2299,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2300,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2301,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2302,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2303,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2304,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2305,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
2306,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
2307,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2308,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2309,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2310,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2311,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2312,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2313,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2314,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2315,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
2316,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
2317,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2318,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2319,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2320,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2321,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2322,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2323,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
2324,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2325,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2326,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
2327,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2328,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2329,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2330,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2331,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2332,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2333,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2334,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2335,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2336,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2337,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2338,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2339,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2340,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2341,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2342,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
2343,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2344,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
2345,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
2346,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2347,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2348,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
2349,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
2350,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2351,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2352,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2353,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
2354,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
2355,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2356,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2357,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2358,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
2359,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2360,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2361,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2362,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2363,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2364,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2365,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2366,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2367,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2368,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
2369,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2370,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2371,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2372,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2373,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2374,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
2375,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
2376,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
2377,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2378,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2379,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
2380,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
2381,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
2382,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2383,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2384,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Built-up
2385,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
2386,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2387,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
2388,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
2389,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2390,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2391,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2392,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
2393,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2394,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2395,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2396,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
2397,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2398,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2399,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2400,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2401,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2402,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2403,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
2404,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2405,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2406,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2407,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2408,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2409,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2410,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2411,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2412,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2413,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2414,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2415,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
2416,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
2417,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2418,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2419,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
2420,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2421,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2422,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2423,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2424,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2425,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2426,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
2427,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
2428,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
2429,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
2430,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2431,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2432,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2433,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2434,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2435,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2436,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2437,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2438,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2439,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2440,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2441,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2442,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2443,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2444,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2445,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2446,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2447,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2448,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2449,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2450,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2451,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2452,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
2453,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2454,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
2455,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2456,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2457,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2458,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2459,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
2460,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
2461,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
2462,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
2463,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
2464,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
2465,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
2466,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
2467,Forest,NULL,Water,NULL,Water,Water,Water,Forest
2468,Forest,NULL,Water,Water,Water,Grassland,Grassland,Wetland
2469,Forest,NULL,Water,Water,Water,Grassland,Grassland,Bareland
2470,Forest,NULL,Water,Water,Water,Grassland,Grassland,Water
2471,Forest,NULL,Water,Water,Water,Water,Grassland,Grassland
2472,Forest,NULL,Water,Water,Water,Water,Grassland,Forest
2473,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2474,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2475,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2476,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2477,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2478,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2479,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2480,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2481,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
