Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWP_M_R
690,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
691,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
692,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
693,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
694,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Built-up
695,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
696,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
697,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
698,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
699,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
700,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
701,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
702,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
703,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
704,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
705,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
706,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
707,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
708,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
709,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
710,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
711,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
712,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
713,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
714,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
715,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
716,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
717,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
718,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
719,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
720,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
721,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
722,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
723,Grassland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
724,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
725,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
726,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
727,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
728,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
729,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
730,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
731,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
732,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
733,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
734,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
735,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
736,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
737,Grassland,Cropland,Water,Water,Water,NULL,NULL,Cropland
738,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
739,Grassland,Cropland,Water,Water,Water,NULL,NULL,Forest
740,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
741,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
742,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
743,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
744,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
745,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
746,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
747,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
748,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
749,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
750,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
751,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
752,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
753,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
754,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
755,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
756,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
757,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
758,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
759,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
760,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
761,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
762,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
763,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
764,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
765,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
766,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
767,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
768,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
769,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
770,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
771,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
772,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
773,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
774,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
775,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
776,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
777,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
778,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
779,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
780,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
781,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
782,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
783,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
784,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
785,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
786,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
787,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
788,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
789,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
790,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
791,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
792,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
793,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
794,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
795,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
796,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
797,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
798,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
799,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
800,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
801,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
802,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
803,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
804,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
805,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
806,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
807,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
808,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
809,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
810,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
811,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
812,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
813,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
814,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
815,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
816,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
817,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
818,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
819,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
820,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
821,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
822,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
823,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
824,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
825,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
826,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
827,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
828,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
829,Grassland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
830,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
831,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
832,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
833,Grassland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
834,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
835,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
836,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
837,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
838,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
839,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
840,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
842,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
843,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
844,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
845,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
846,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
847,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
848,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
849,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
850,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
851,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
852,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
853,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
854,Grassland,Water,Water,NULL,Water,NULL,NULL,Cropland
855,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
856,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
857,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
858,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
859,Grassland,Water,Water,Water,Water,NULL,NULL,Water
860,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
861,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
862,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
863,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
864,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
865,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
866,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
867,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
868,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
869,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
870,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
871,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
872,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
873,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
874,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
875,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
876,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
877,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
878,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
879,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
880,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
881,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
882,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
883,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
884,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
885,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
886,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
887,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
888,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
889,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
890,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
891,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
892,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
893,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
894,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
895,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
896,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
897,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
898,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
899,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
900,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
901,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
902,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
903,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
904,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
905,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
906,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
907,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
908,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
909,Grassland,Forest,Water,NULL,Water,NULL,NULL,Cropland
910,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
911,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
912,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
913,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
914,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
915,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
916,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
917,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
918,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
919,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
920,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
921,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
922,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
923,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
924,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
925,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
926,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
927,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
928,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
929,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
930,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
931,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
932,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
933,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
934,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
935,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
936,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
937,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
938,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
939,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
940,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
941,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
942,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
943,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
944,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
945,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
946,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
947,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
948,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
949,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
950,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
951,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
952,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
953,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
954,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
955,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
956,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
957,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
958,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
959,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
960,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
961,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
962,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
963,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
964,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
965,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
966,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
967,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
968,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
969,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
970,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
971,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
972,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
973,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
974,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
975,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
976,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
977,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
978,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
979,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
980,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
981,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
982,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
983,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
984,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
985,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
986,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
987,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
988,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
989,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
990,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
991,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
992,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
993,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
994,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
995,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
996,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
997,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
998,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
999,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1000,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1001,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1002,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1003,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1004,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1005,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1006,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1007,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1008,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1009,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1010,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1011,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1012,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1013,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1014,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1015,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1016,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1017,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1018,Cropland,NULL,Water,NULL,Water,NULL,NULL,Built-up
1019,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
1020,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
1021,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1022,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1023,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1024,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1025,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
1026,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
1027,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1028,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
1029,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1030,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1032,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1033,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1034,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1035,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1036,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1037,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
