Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTJ_M_R
1686,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
1687,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1688,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1689,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1690,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1691,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1692,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1693,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1694,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1695,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1696,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1697,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1698,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1699,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1700,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1701,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1702,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1703,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1704,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1705,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1706,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1707,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1708,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1709,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1710,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1711,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1712,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1713,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1714,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1715,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1716,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1717,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1718,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1719,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1720,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1721,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1722,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1723,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1724,Grassland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1725,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1726,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1727,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1728,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1729,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1730,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1731,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1732,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1733,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1734,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1735,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1736,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1737,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1738,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1739,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1740,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1741,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1742,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1743,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1744,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1745,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1746,Grassland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1747,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1748,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1749,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1750,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1751,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1752,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1753,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1754,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1755,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1756,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1757,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1758,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1759,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1760,Grassland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1761,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1762,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1763,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
1764,Grassland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1765,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1766,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Wetland
1767,Grassland,Water,Water,NULL,Water,Grassland,Water,Forest
1768,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1769,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1770,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1771,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1772,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1773,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1774,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1775,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1776,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1777,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1778,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1779,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1780,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1781,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1782,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1783,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1784,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1785,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1786,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1787,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1788,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1789,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1790,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1791,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1792,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1793,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1794,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1795,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1796,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1797,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1798,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1799,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1800,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1801,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1802,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1803,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1804,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1805,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1806,Grassland,Forest,Water,NULL,Water,Grassland,Grassland,Forest
1807,Grassland,Forest,Water,NULL,Water,Bareland,Water,Grassland
1808,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1809,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1810,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1811,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1812,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1813,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1814,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1815,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1816,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1817,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1818,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1819,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1820,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1821,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1822,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1823,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1824,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1825,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1826,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1827,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1828,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1829,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1830,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1831,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1832,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1833,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1834,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1835,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1836,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1837,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1838,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1839,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1840,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1841,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1842,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1843,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1844,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1845,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1846,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1847,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1848,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1849,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1850,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1851,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1852,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1853,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1854,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1855,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1856,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1857,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1858,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1859,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1860,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1861,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1862,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1863,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1864,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1865,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1866,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1867,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1868,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1869,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1870,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1871,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1872,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1873,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1874,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1875,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1876,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1877,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1878,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1879,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1880,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1881,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1882,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1883,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1884,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1885,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1886,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1887,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1888,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1889,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1890,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1891,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1892,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1893,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1894,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1895,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1896,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1897,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1898,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1899,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1900,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1901,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1902,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1903,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1904,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1905,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1906,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1907,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1908,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1909,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1910,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1911,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1912,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1913,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1914,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1915,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1916,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1917,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1918,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1919,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1920,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1921,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1922,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1923,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1924,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1925,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1926,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1927,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1928,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1929,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1930,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1931,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1932,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1933,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1934,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1935,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1936,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1937,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1938,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1939,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1940,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1941,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1942,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1943,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1944,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1945,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
1946,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1947,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1948,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1949,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1950,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1951,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1952,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1953,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1954,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1955,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1956,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1957,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1958,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1959,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1960,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1961,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1962,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1963,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1964,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1965,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1966,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1967,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1968,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1969,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1970,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1971,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1972,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1973,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1974,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1975,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1976,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1977,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1978,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1979,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1980,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1981,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1982,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1983,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1984,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1985,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1986,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1987,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1988,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1989,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1990,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
1991,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1992,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1993,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1994,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1995,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1996,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1997,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1998,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1999,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2000,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2001,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2002,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2003,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
