Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHA_M_R
14746,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
14747,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
14748,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14749,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
14750,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
14751,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
14752,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
14753,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
14754,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
14755,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14756,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
14757,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14758,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
14759,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
14760,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
14761,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
14762,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Water
14763,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Water,Water
14764,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
14765,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
14766,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
14767,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
14768,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
14769,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
14770,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
14771,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
14772,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
14773,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
14774,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Built-up,Water
14775,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Built-up,Forest
14776,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
14777,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
14778,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
14779,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
14780,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
14781,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
14782,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
14783,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
14784,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
14785,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
14786,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
14787,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Water
14788,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Cropland
14789,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
14790,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
14791,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
14792,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
14793,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
14794,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
14795,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
14796,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
14797,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
14798,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
14799,Water,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Cropland
14800,Water,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Water
14801,Water,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
14802,Water,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Bareland
14803,Water,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Built-up
14804,Water,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Forest
14805,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
14806,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Cropland
14807,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Wetland
14808,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
14809,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
14810,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
14811,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Cropland
14812,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Bareland
14813,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Water
14814,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Forest
14815,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
14816,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
14817,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Water
14818,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
14819,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
14820,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
14821,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
14822,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
14823,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
14824,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
14825,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
14826,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
14827,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
14828,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
14829,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
14830,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
14831,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
14832,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
14833,Water,Water,Cropland,Water,Non_Wetland,Built-up,NULL,Built-up
14834,Water,Water,Cropland,Water,Non_Wetland,Built-up,Water,Water
14835,Water,Water,Cropland,Water,Non_Wetland,Built-up,Water,Forest
14836,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
14837,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Cropland
14838,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Bareland
14839,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
14840,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
14841,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
14842,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Cropland
14843,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
14844,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Forest
14845,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
14846,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Forest
14847,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Water
14848,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Forest
14849,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
14850,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
14851,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
14852,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
14853,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
14854,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
14855,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Cropland
14856,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Bareland
14857,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
14858,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Forest
14859,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Bareland
14860,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Water
14861,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Forest
14862,Water,Water,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
14863,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Water
14864,Water,Water,Cropland,Water,Non_Wetland,Forest,Forest,Water
14865,Water,Water,Cropland,Water,Non_Wetland,Forest,Forest,Forest
14866,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
14867,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
14868,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
14869,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
14870,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
14871,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
14872,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
14873,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
14874,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Cropland
14875,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
14876,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
14877,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
14878,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Grassland
14879,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
14880,Water,Water,Wetland,NULL,Wetland,NULL,Built-up,Water
14881,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
14882,Water,Water,Wetland,NULL,Wetland,NULL,Water,Cropland
14883,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
14884,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
14885,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
14886,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
14887,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
14888,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
14889,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
14890,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
14891,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
14892,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Bareland
14893,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
14894,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
14895,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
14896,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
14897,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
14898,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
14899,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
14900,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
14901,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
14902,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
14903,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
14904,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
14905,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
14906,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
14907,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
14908,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
14909,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
14910,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
14911,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
14912,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
14913,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Forest
14914,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
14915,Water,Water,Wetland,NULL,Wetland,Water,NULL,Cropland
14916,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
14917,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
14918,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
14919,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
14920,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
14921,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
14922,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
14923,Water,Water,Wetland,NULL,Wetland,Water,Water,Cropland
14924,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
14925,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
14926,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
14927,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
14928,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
14929,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
14930,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
14931,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
14932,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
14933,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
14934,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
14935,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
14936,Water,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
14937,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
14938,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
14939,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
14940,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
14941,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
14942,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
14943,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
14944,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
14945,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
14946,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
14947,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
14948,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
14949,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
14950,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
14951,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
14952,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
14953,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
14954,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Water
14955,Water,Water,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
14956,Water,Water,Wetland,Non_Water,Wetland,NULL,Built-up,Water
14957,Water,Water,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
14958,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
14959,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
14960,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
14961,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
14962,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Built-up
14963,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
14964,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
14965,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
14966,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
14967,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Built-up,Water
14968,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
14969,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
14970,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
14971,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Water
14972,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Forest
14973,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
14974,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
14975,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Built-up
14976,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
14977,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
14978,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
14979,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
14980,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
14981,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
14982,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
14983,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
14984,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
14985,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
14986,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
14987,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
14988,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
14989,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
14990,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
14991,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
14992,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
14993,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
14994,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
14995,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
14996,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
14997,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,NULL
14998,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
14999,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Cropland
15000,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
15001,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
15002,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
15003,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
15004,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
15005,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
15006,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
15007,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
15008,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
15009,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Built-up
15010,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
15011,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Water
15012,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Forest
15013,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
15014,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
15015,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
15016,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
15017,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
15018,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
15019,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
15020,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
15021,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
15022,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
15023,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
15024,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
15025,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Water
15026,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
15027,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
15028,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
15029,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
15030,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
15031,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
15032,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
15033,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
15034,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
15035,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
15036,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
15037,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
15038,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
15039,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
15040,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
15041,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
15042,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
15043,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Water
15044,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
15045,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
15046,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
15047,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
15048,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
15049,Water,Water,Wetland,Water,Wetland,NULL,Water,Built-up
15050,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
15051,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
15052,Water,Water,Wetland,Water,Wetland,NULL,Forest,Grassland
15053,Water,Water,Wetland,Water,Wetland,Shrubland,Wetland,Water
15054,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Forest
15055,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
15056,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
15057,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
15058,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
15059,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
15060,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
15061,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
15062,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
15063,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
15064,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
15065,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
15066,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
15067,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
15068,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
15069,Water,Water,Wetland,Water,Wetland,Bareland,Water,Built-up
15070,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
15071,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
15072,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Water
15073,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
15074,Water,Water,Wetland,Water,Wetland,Built-up,Water,Built-up
15075,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
15076,Water,Water,Wetland,Water,Wetland,Water,NULL,Cropland
15077,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
15078,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
15079,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
15080,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
15081,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
15082,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
15083,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
15084,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
15085,Water,Water,Wetland,Water,Wetland,Water,Built-up,Forest
15086,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
15087,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
15088,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
15089,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
15090,Water,Water,Wetland,Water,Wetland,Water,Water,Built-up
15091,Water,Water,Wetland,Water,Wetland,Water,Water,Water
15092,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
15093,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
15094,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
15095,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
15096,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
15097,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
15098,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
15099,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
15100,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
15101,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
15102,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
15103,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
15104,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
15105,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
15106,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
15107,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
15108,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Cropland
15109,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
15110,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
15111,Water,Water,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
15112,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
15113,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
15114,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
15115,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
15116,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Built-up
15117,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
15118,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
