Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZP_M_R
1824,Water,NULL,Water,Water,Water,Bareland,Grassland,Water
1825,Water,NULL,Water,Water,Water,Bareland,Bareland,Bareland
1826,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
1827,Water,NULL,Water,Water,Water,Bareland,Bareland,Forest
1828,Water,NULL,Water,Water,Water,Bareland,Water,Forest
1829,Water,NULL,Water,Water,Water,Water,Grassland,Bareland
1830,Water,NULL,Water,Water,Water,Water,Grassland,Forest
1831,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
1832,Water,NULL,Water,Water,Water,Water,Bareland,Water
1833,Water,NULL,Water,Water,Water,Water,Water,Water
1834,Water,NULL,Water,Water,Water,Water,Water,Forest
1835,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1836,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1837,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1838,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1839,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1840,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1841,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1842,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1843,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1844,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1845,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1846,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1847,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1848,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1849,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1850,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1851,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1852,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1853,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1854,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1855,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1856,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1857,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1858,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1859,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1860,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1861,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1862,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1863,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
1864,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1865,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1866,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1867,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1868,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1869,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1870,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1871,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1872,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1873,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1874,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1875,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1876,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1877,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1878,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1879,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1880,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1881,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
1882,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1883,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1884,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1885,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1886,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1887,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
1888,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1889,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1890,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1891,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1892,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1893,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1894,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1895,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1896,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1897,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1898,Water,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1899,Water,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1900,Water,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1901,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Forest
1902,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1903,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1904,Water,Cropland,Water,NULL,Water,Bareland,Bareland,Forest
1905,Water,Cropland,Water,Water,Water,Bareland,Bareland,Grassland
1906,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1907,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1908,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1909,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Water
1910,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1911,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1912,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1913,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1914,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1915,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1916,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1917,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1918,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1919,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1920,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1921,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1922,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1923,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Water
1924,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1925,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1926,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1927,Water,Wetland,Wetland,Water,Wetland,Water,Bareland,Water
1928,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1929,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1930,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Bareland
1931,Water,Wetland,Water,Water,Water,NULL,Water,Water
1932,Water,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
1933,Water,Wetland,Water,Water,Water,Water,Water,Water
1934,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1935,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1936,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
1937,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1938,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1939,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1940,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1941,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1942,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1943,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
1944,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1945,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
1946,Water,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
1947,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
1948,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1949,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1950,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1951,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1952,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1953,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1954,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1955,Water,Bareland,Water,Water,Water,Wetland,Water,Water
1956,Water,Bareland,Water,Water,Water,Bareland,Bareland,Water
1957,Water,Bareland,Water,Water,Water,Water,Water,Water
1958,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1959,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1960,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1961,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1962,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1963,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1964,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1965,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1966,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1967,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
1968,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1969,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1970,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1971,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
1972,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1973,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1974,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1975,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1976,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
1977,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1978,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1979,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1980,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1981,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1982,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1983,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1984,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1985,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
1986,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1987,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
1988,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1989,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1990,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1991,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1992,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Wetland
1993,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
1994,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1995,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1996,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1997,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1998,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1999,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2000,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2001,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
2002,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2003,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
2004,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2005,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2006,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
2007,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2008,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2009,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2010,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Bareland
2011,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2012,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2013,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland,Water
2014,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
2015,Water,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Water
2016,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2017,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2018,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2019,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
2020,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
2021,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2022,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2023,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2024,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
2025,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2026,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
2027,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
2028,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2029,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
2030,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2031,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2032,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2033,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2034,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2035,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2036,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2037,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2038,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2039,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2040,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2041,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
2042,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2043,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2044,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2045,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2046,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2047,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2048,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2049,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2050,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2051,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2052,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2053,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2054,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2055,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
2056,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2057,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2058,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2059,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2060,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2061,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2062,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2063,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2064,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
2065,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
2066,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2067,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2068,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2069,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2070,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2071,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2072,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2073,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2074,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
2075,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2076,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2077,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
2078,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2079,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2080,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2081,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2082,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
2083,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2084,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
2085,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2086,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
2087,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2088,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
2089,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Water
2090,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2091,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2092,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2093,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
2094,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2095,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2096,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
2097,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
2098,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2099,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
2100,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2101,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2102,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
2103,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
2104,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
2105,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2106,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2107,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2108,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
2109,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2110,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2111,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2112,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2113,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2114,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2115,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2116,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2117,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2118,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Water
2119,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2120,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
2121,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2122,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2123,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2124,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2125,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2126,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2127,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
2128,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2129,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2130,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
2131,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2132,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
2133,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2134,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2135,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
2136,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
2137,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
2138,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
2139,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2140,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2141,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2142,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2143,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
2144,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
2145,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2146,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
2147,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2148,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2149,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2150,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2151,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Grassland
2152,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2153,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Forest
2154,Water,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
2155,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
2156,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
2157,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
2158,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
2159,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Bareland
2160,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
2161,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2162,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2163,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2164,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2165,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2166,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2167,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
2168,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
2169,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
2170,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2171,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Forest
2172,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
2173,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
2174,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
2175,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2176,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
