Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNU_M_R
1119,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1120,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1121,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1122,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1123,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
1124,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
1125,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1126,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1127,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1128,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
1129,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1130,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1131,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1132,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1133,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1134,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1135,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1136,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1137,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Water,Bareland
1138,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1139,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1140,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1141,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1142,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1143,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1144,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1145,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1146,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1147,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1148,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1149,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1150,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1151,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1152,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1153,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1154,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
1155,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1156,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1157,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1158,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1159,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1160,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1161,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1162,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1163,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1164,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1165,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1166,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1167,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Wetland
1168,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1169,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
1170,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1171,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1172,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1173,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1174,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1175,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1176,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1177,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1178,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
1179,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1180,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1181,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1182,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
1183,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Bareland
1184,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Built-up
1185,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1186,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
1187,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Bareland
1188,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1189,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1190,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
1191,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1192,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1193,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1194,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
1195,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
1196,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
1197,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Bareland,Built-up
1198,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Built-up
1199,NULL,Built-up,Wetland,NULL,NULL,Bareland,Built-up,Grassland
1200,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
1201,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1202,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1203,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1204,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1205,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
1206,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Built-up
1207,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
1208,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
1209,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Wetland
1210,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1211,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Wetland
1212,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1213,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
1214,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
1215,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1216,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1217,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1218,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
1219,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1220,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1221,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
1222,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1223,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
1224,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1225,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
1226,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
1227,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
1228,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
1229,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Wetland
1230,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Bareland
1231,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Built-up
1232,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
1233,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1234,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Bareland
1235,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
1236,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
1237,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
1238,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
1239,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Wetland
1240,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Bareland
1241,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Built-up
1242,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
1243,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
1244,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
1245,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
1246,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Grassland
1247,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
1248,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Grassland
1249,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
1250,NULL,Built-up,Wetland,NULL,Wetland,Water,Bareland,Grassland
1251,NULL,Built-up,Wetland,NULL,Wetland,Water,Bareland,Wetland
1252,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Wetland
1253,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Built-up
1254,NULL,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Wetland
1255,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1256,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
1257,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1258,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1259,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
1260,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
1261,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1262,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Bareland,Wetland
1263,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
1264,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Grassland
1265,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Wetland
1266,NULL,Built-up,Wetland,Water,NULL,Bareland,Bareland,Grassland
1267,NULL,Built-up,Wetland,Water,NULL,Bareland,Built-up,Grassland
1268,NULL,Built-up,Wetland,Water,Wetland,Cropland,Forest,Bareland
1269,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Wetland
1270,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Grassland
1271,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
1272,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Wetland
1273,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Built-up
1274,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Bareland
1275,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
1276,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Wetland
1277,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
1278,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1279,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
1280,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1281,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1282,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1283,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1284,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1285,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1286,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1287,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1288,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1289,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
1290,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1291,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1292,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1293,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1294,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1295,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1296,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
1297,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1298,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
1299,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
1300,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
1301,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Built-up
1302,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1303,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1304,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1305,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1306,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1307,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1308,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Bareland
1309,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
1310,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest,Built-up,Forest
1311,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1312,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1313,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1314,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1315,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1316,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1317,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1318,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Bareland,Bareland
1319,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1320,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Water,Bareland
1321,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water,Built-up,Bareland
1322,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
1323,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
1324,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1325,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Built-up,Grassland
1326,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1327,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Built-up
1328,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Forest
1329,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1330,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1331,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1332,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1333,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1334,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Water,Bareland
1335,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1336,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1337,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1338,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1339,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1340,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1341,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Wetland
1342,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1343,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1344,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1345,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
1346,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1347,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1348,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1349,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1350,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1351,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1352,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1353,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1354,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1355,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1356,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1357,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Wetland
1358,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1359,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1360,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1361,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1362,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1363,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
1364,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1365,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1366,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1367,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
1368,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1369,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
1370,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
1371,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1372,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
1373,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1374,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1375,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Built-up
1376,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1377,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
1378,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
1379,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
1380,NULL,Built-up,Water,Water,NULL,Bareland,Bareland,Grassland
1381,NULL,Built-up,Water,Water,NULL,Bareland,Water,Grassland
1382,NULL,Built-up,Water,Water,Water,Bareland,Water,Grassland
1383,NULL,Built-up,Water,Water,Water,Water,Water,Grassland
1384,NULL,Built-up,Water,Water,Water,Water,Water,Bareland
1385,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1386,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1387,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1388,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1389,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1390,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1391,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1392,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1393,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1394,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1395,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
1396,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1397,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1398,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1399,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1400,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1401,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1402,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1403,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1404,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1405,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Water,Bareland
1406,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Built-up,Grassland
1407,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Built-up
1408,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1409,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1410,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
1411,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
1412,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1413,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1414,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1415,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1416,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1417,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1418,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
1419,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1420,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1421,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1422,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1423,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1424,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1425,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1426,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1427,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1428,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
1429,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1430,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1431,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1432,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1433,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1434,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
1435,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Wetland
1436,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1437,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1438,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1439,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1440,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
1441,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1442,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
