Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMF_M_R
1627,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1628,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1629,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1630,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1631,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1632,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1633,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1634,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1635,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1636,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1637,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1638,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1639,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1640,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1641,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
1642,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1643,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1644,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1645,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1646,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
1647,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1648,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1649,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1650,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1651,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1652,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1653,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1654,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1655,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1656,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1657,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,NULL
1658,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1659,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1660,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1661,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1662,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1663,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
1664,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1665,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1666,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
1667,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1668,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1669,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1670,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1671,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1672,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1673,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1674,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1675,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1676,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1677,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1678,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1679,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1680,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1681,Grassland,NULL,Water,NULL,Water,Wetland,Water,Wetland
1682,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1683,Grassland,NULL,Water,NULL,Water,Water,Wetland,Wetland
1684,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
1685,Grassland,NULL,Water,NULL,Water,Water,Water,Wetland
1686,Grassland,NULL,Water,NULL,Water,Water,Water,Bareland
1687,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1688,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1689,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1690,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1691,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1692,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
1693,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1694,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1695,Grassland,NULL,Water,Water,Water,Wetland,Wetland,NULL
1696,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1697,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1698,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
1699,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
1700,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
1701,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
1702,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
1703,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
1704,Grassland,NULL,Water,Water,Water,Water,Water,Water
1705,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1706,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1707,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1708,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1709,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1710,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1711,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1712,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1713,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1714,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1715,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1716,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1717,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1718,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1719,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1720,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1721,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1722,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1723,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1724,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1725,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1726,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1727,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1728,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1729,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1730,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1731,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1732,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1733,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1734,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1735,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1736,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
1737,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1738,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1739,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1740,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1741,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1742,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1743,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
1744,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1745,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
1746,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1747,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1748,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1749,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1750,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1751,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1752,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1753,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1754,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1755,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1756,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1757,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1758,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1759,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1760,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1761,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1762,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1763,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1764,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1765,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1766,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1767,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1768,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1769,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1770,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1771,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1772,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1773,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1774,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
1775,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1776,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1777,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1778,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
1779,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1780,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1781,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1782,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1783,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1784,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
1785,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1786,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
1787,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1788,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1789,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1790,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1791,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
1792,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1793,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1794,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
1795,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1796,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
1797,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1798,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1799,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1800,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1801,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
1802,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1803,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1804,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1805,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1806,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1807,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
1808,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1809,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1810,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1811,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1812,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1813,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1814,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1815,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
1816,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1817,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1818,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
1819,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
1820,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1821,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1822,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1823,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1824,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1825,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1826,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1827,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1828,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
1829,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1830,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1831,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1832,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1833,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1834,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
1835,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1836,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1837,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1838,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1839,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
1840,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1841,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
1842,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1843,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1844,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1845,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1846,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
1847,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1848,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1849,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1850,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
1851,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1852,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1853,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1854,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
1855,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,NULL
1856,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1857,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1858,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1859,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1860,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
1861,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1862,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1863,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
1864,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1865,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1866,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1867,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1868,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
1869,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
1870,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1871,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1872,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
1873,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1874,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,NULL
1875,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1876,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1877,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
1878,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1879,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,NULL
1880,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1881,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1882,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
1883,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1884,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1885,Cropland,NULL,Wetland,Water,Wetland,Water,Water,NULL
1886,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1887,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1888,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1889,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1890,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1891,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
1892,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1893,Cropland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1894,Cropland,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
1895,Cropland,NULL,Water,NULL,Water,Grassland,Water,Grassland
1896,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1897,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1898,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1899,Cropland,NULL,Water,NULL,Water,Wetland,Water,Grassland
1900,Cropland,NULL,Water,NULL,Water,Wetland,Water,Wetland
1901,Cropland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1902,Cropland,NULL,Water,NULL,Water,Water,Wetland,Wetland
1903,Cropland,NULL,Water,NULL,Water,Water,Wetland,Forest
1904,Cropland,NULL,Water,NULL,Water,Water,Water,Grassland
1905,Cropland,NULL,Water,NULL,Water,Water,Water,Wetland
1906,Cropland,NULL,Water,NULL,Water,Water,Water,Forest
1907,Cropland,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
1908,Cropland,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
1909,Cropland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1910,Cropland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1911,Cropland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1912,Cropland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1913,Cropland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1914,Cropland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1915,Cropland,NULL,Water,Non_Water,Water,Water,Water,Wetland
1916,Cropland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1917,Cropland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1918,Cropland,NULL,Water,Water,Water,Grassland,Wetland,Bareland
1919,Cropland,NULL,Water,Water,Water,Grassland,Wetland,Forest
1920,Cropland,NULL,Water,Water,Water,Grassland,Water,Grassland
1921,Cropland,NULL,Water,Water,Water,Grassland,Water,Wetland
1922,Cropland,NULL,Water,Water,Water,Grassland,Water,Water
1923,Cropland,NULL,Water,Water,Water,Wetland,Wetland,NULL
1924,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1925,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1926,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Bareland
1927,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Forest
1928,Cropland,NULL,Water,Water,Water,Wetland,Water,Grassland
1929,Cropland,NULL,Water,Water,Water,Wetland,Water,Wetland
1930,Cropland,NULL,Water,Water,Water,Wetland,Water,Bareland
1931,Cropland,NULL,Water,Water,Water,Water,Wetland,NULL
1932,Cropland,NULL,Water,Water,Water,Water,Wetland,Grassland
1933,Cropland,NULL,Water,Water,Water,Water,Wetland,Wetland
1934,Cropland,NULL,Water,Water,Water,Water,Wetland,Bareland
1935,Cropland,NULL,Water,Water,Water,Water,Wetland,Water
1936,Cropland,NULL,Water,Water,Water,Water,Wetland,Forest
1937,Cropland,NULL,Water,Water,Water,Water,Water,Grassland
1938,Cropland,NULL,Water,Water,Water,Water,Water,Wetland
1939,Cropland,NULL,Water,Water,Water,Water,Water,Bareland
1940,Cropland,NULL,Water,Water,Water,Water,Water,Water
1941,Cropland,NULL,Water,Water,Water,Water,Water,Forest
1942,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1943,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1944,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1945,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1946,Cropland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1947,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1948,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1949,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1950,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1951,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1952,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
1953,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1954,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1955,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1956,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1957,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1958,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1959,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1960,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1961,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
1962,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1963,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1964,Cropland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1965,Cropland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1966,Cropland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1967,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1968,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1969,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1970,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
