Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MET_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MET_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MET_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MET_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MET_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MET_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MET_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MET_M_R
1047,Bareland,Water,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
1048,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1049,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1050,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1051,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1052,Bareland,Water,Water,NULL,Water,NULL,Bareland,Water
1053,Bareland,Water,Water,NULL,Water,NULL,Bareland,Forest
1054,Bareland,Water,Water,NULL,Water,Bareland,Wetland,Forest
1055,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
1056,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Water
1057,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Forest
1058,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
1059,Bareland,Water,Water,NULL,Water,Bareland,Water,Forest
1060,Bareland,Water,Water,NULL,Water,Bareland,Forest,Forest
1061,Bareland,Water,Water,NULL,Water,Water,Wetland,Forest
1062,Bareland,Water,Water,NULL,Water,Water,Bareland,Forest
1063,Bareland,Water,Water,NULL,Water,Water,Water,Water
1064,Bareland,Water,Water,NULL,Water,Water,Water,Forest
1065,Bareland,Water,Water,Non_Water,Water,Bareland,Wetland,Grassland
1066,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Water
1067,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
1068,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Water
1069,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Forest
1070,Bareland,Water,Water,Non_Water,Water,Water,Bareland,Water
1071,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
1072,Bareland,Water,Water,Water,Water,NULL,Wetland,Forest
1073,Bareland,Water,Water,Water,Water,NULL,Bareland,Water
1074,Bareland,Water,Water,Water,Water,NULL,Bareland,Forest
1075,Bareland,Water,Water,Water,Water,Bareland,Wetland,Water
1076,Bareland,Water,Water,Water,Water,Bareland,Wetland,Forest
1077,Bareland,Water,Water,Water,Water,Bareland,Bareland,Grassland
1078,Bareland,Water,Water,Water,Water,Bareland,Bareland,Bareland
1079,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
1080,Bareland,Water,Water,Water,Water,Bareland,Bareland,Forest
1081,Bareland,Water,Water,Water,Water,Bareland,Water,Grassland
1082,Bareland,Water,Water,Water,Water,Bareland,Water,Water
1083,Bareland,Water,Water,Water,Water,Bareland,Water,Forest
1084,Bareland,Water,Water,Water,Water,Water,Bareland,Water
1085,Bareland,Water,Water,Water,Water,Water,Bareland,Forest
1086,Bareland,Water,Water,Water,Water,Water,Water,Water
1087,Bareland,Water,Water,Water,Water,Water,Water,Forest
1088,Bareland,Water,Water,Water,Water,Forest,Bareland,Water
1089,Bareland,Water,Water,Water,Water,Forest,Bareland,Forest
1090,Bareland,Water,Water,Water,Water,Forest,Water,Water
1091,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1092,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1093,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1094,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1095,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1096,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1097,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1098,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1099,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1100,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1101,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1102,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
1103,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1104,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1105,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1106,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1107,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1108,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1109,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1110,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1111,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1112,Bareland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1113,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1114,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1115,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
1116,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1117,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1118,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1119,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1120,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1121,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1122,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
1123,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1124,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1125,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1126,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
1127,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1128,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1129,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1130,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1131,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1132,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1133,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1134,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
1135,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
1136,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1137,Bareland,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
1138,Bareland,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
1139,Bareland,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
1140,Bareland,Water,Forest,Water,Non_Wetland,Forest,Bareland,Forest
1141,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1142,Bareland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1143,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1144,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1145,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1146,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1147,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1148,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1149,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1150,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1151,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1152,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1153,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1154,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1155,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1156,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1157,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1158,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1159,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1160,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1161,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1162,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1163,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1164,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1165,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1166,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1167,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1168,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1169,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1170,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1171,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1172,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1173,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1174,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1175,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1176,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1177,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1178,Bareland,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1179,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1180,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
1181,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1182,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
1183,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1184,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
1185,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1186,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1187,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1188,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1189,Bareland,Forest,Wetland,NULL,Wetland,NULL,Bareland,Water
1190,Bareland,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
1191,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1192,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1193,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1194,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1195,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1196,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1197,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1198,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
1199,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1200,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
1201,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1202,Bareland,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
1203,Bareland,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
1204,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1205,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1206,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1207,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1208,Bareland,Forest,Wetland,Water,Wetland,Wetland,Bareland,Water
1209,Bareland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
1210,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1211,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1212,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
1213,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
1214,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Bareland
1215,Bareland,Forest,Wetland,Water,Wetland,Water,Bareland,Forest
1216,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
1217,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1218,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
1219,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1220,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1221,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1222,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1223,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1224,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1225,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1226,Bareland,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
1227,Bareland,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1228,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
1229,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1230,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1231,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1232,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1233,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1234,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1235,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1236,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1237,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1238,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1239,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1240,Bareland,Forest,Water,NULL,Water,NULL,Bareland,Forest
1241,Bareland,Forest,Water,NULL,Water,Grassland,Bareland,Forest
1242,Bareland,Forest,Water,NULL,Water,Bareland,Wetland,Forest
1243,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,NULL
1244,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
1245,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Bareland
1246,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Water
1247,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Forest
1248,Bareland,Forest,Water,NULL,Water,Water,Bareland,Forest
1249,Bareland,Forest,Water,Non_Water,Water,Bareland,Bareland,Forest
1250,Bareland,Forest,Water,Water,Water,NULL,Bareland,Bareland
1251,Bareland,Forest,Water,Water,Water,NULL,Bareland,Water
1252,Bareland,Forest,Water,Water,Water,Grassland,Bareland,Forest
1253,Bareland,Forest,Water,Water,Water,Bareland,Wetland,Water
1254,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Grassland
1255,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Bareland
1256,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Water
1257,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Forest
1258,Bareland,Forest,Water,Water,Water,Bareland,Water,Water
1259,Bareland,Forest,Water,Water,Water,Bareland,Water,Forest
1260,Bareland,Forest,Water,Water,Water,Water,Bareland,Forest
1261,Bareland,Forest,Water,Water,Water,Forest,Bareland,Forest
1262,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1263,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1264,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Water
1265,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1266,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1267,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1268,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1269,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1270,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1271,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1272,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1273,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1274,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1275,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1276,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1277,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1278,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1279,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1280,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Water
1281,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1282,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1283,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1284,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1285,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1286,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1287,Bareland,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
1288,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1289,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1290,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1291,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1292,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1293,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1294,Bareland,Forest,Forest,Water,Non_Wetland,Water,Bareland,Water
1295,Bareland,Forest,Forest,Water,Non_Wetland,Water,Bareland,Forest
1296,Bareland,Forest,Forest,Water,Non_Wetland,Forest,Bareland,Forest
1297,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1298,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1299,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Forest
1300,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1301,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
1302,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1303,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
1304,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1305,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
1306,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
1307,Water,NULL,Wetland,Water,Wetland,NULL,Bareland,Water
1308,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1309,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
1310,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
1311,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
1312,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Forest
1313,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
1314,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1315,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1316,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1317,Water,NULL,Bareland,Water,Non_Wetland,NULL,Bareland,Forest
1318,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1319,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1320,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1321,Water,NULL,Water,NULL,Water,NULL,Bareland,Forest
1322,Water,NULL,Water,NULL,Water,Bareland,Bareland,Forest
1323,Water,NULL,Water,NULL,Water,Water,Bareland,Forest
1324,Water,NULL,Water,Water,Water,Bareland,Bareland,Grassland
1325,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
1326,Water,NULL,Water,Water,Water,Bareland,Water,Water
1327,Water,NULL,Water,Water,Water,Water,Bareland,Grassland
1328,Water,NULL,Water,Water,Water,Water,Bareland,Water
1329,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1330,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1331,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1332,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1333,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1334,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1335,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1336,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1337,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1338,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1339,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1340,Water,NULL,Forest,Water,Non_Wetland,Water,Bareland,Grassland
1341,Water,NULL,Forest,Water,Non_Wetland,Water,Bareland,Water
1342,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1343,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1344,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1345,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Water
1346,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
1347,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
1348,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
1349,Water,Wetland,Wetland,Water,Wetland,Water,Bareland,Water
1350,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1351,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1352,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1353,Water,Wetland,Bareland,Water,Non_Wetland,Water,Bareland,Water
1354,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1355,Water,Wetland,Water,NULL,Water,Water,Bareland,Forest
1356,Water,Wetland,Water,Water,Water,Bareland,Bareland,Water
1357,Water,Wetland,Water,Water,Water,Bareland,Bareland,Forest
1358,Water,Wetland,Water,Water,Water,Water,Bareland,Water
1359,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1360,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1361,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1362,Water,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1363,Water,Wetland,Forest,Water,Non_Wetland,NULL,Bareland,Forest
1364,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1365,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1366,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1367,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1368,Water,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1369,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
1370,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1371,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1372,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1373,Water,Bareland,NULL,Water,Non_Wetland,Water,Bareland,Grassland
1374,Water,Bareland,NULL,Water,Non_Wetland,Water,Bareland,Forest
1375,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1376,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1377,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1378,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1379,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1380,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1381,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1382,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1383,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Bareland,Water
1384,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1385,Water,Bareland,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1386,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1387,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland,Water
1388,Water,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1389,Water,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1390,Water,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
1391,Water,Bareland,Wetland,NULL,Wetland,NULL,Bareland,Water
1392,Water,Bareland,Wetland,NULL,Wetland,NULL,Bareland,Forest
1393,Water,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Water
1394,Water,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1395,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
