Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUD_M_R
11929,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
11930,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
11931,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
11932,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Water
11933,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
11934,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
11935,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
11936,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
11937,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
11938,Wetland,Wetland,Wetland,Water,Wetland,NULL,Grassland,Water
11939,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
11940,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
11941,Wetland,Wetland,Wetland,Water,Wetland,NULL,Bareland,Wetland
11942,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
11943,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
11944,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Water
11945,Wetland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
11946,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
11947,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
11948,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
11949,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Forest,Wetland
11950,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
11951,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
11952,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
11953,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
11954,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
11955,Wetland,Wetland,Wetland,Water,Wetland,Forest,NULL,Wetland
11956,Wetland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Wetland
11957,Wetland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Water
11958,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
11959,Wetland,Wetland,Wetland,Water,Wetland,Forest,Forest,Wetland
11960,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
11961,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
11962,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11963,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest,NULL,Cropland
11964,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
11965,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
11966,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
11967,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
11968,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Grassland
11969,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
11970,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
11971,Wetland,Wetland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
11972,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11973,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
11974,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
11975,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Water
11976,Wetland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Grassland
11977,Wetland,Wetland,Water,Non_Water,Water,Water,Grassland,Water
11978,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
11979,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Water
11980,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
11981,Wetland,Wetland,Water,Water,NULL,NULL,Wetland,Water
11982,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
11983,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Wetland
11984,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Forest
11985,Wetland,Wetland,Water,Water,Water,NULL,Water,Wetland
11986,Wetland,Wetland,Water,Water,Water,NULL,Water,Water
11987,Wetland,Wetland,Water,Water,Water,Water,Grassland,Water
11988,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
11989,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
11990,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
11991,Wetland,Wetland,Water,Water,Water,Water,Water,Water
11992,Wetland,Wetland,Water,Water,Water,Forest,Wetland,Water
11993,Wetland,Wetland,Water,Water,Water,Forest,Water,Water
11994,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
11995,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11996,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
11997,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
11998,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11999,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
12000,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
12001,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12002,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12003,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
12004,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12005,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
12006,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
12007,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
12008,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12009,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
12010,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
12011,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
12012,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12013,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Grassland
12014,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12015,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12016,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
12017,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Water
12018,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12019,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
12020,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12021,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12022,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12023,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
12024,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
12025,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
12026,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
12027,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
12028,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
12029,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
12030,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
12031,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
12032,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
12033,Wetland,Wetland,Forest,Water,Non_Wetland,Forest,Water,Water
12034,Wetland,Bareland,Wetland,Water,Wetland,Bareland,Water,Wetland
12035,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12036,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
12037,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
12038,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12039,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12040,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
12041,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12042,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
12043,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12044,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
12045,Wetland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
12046,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12047,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12048,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
12049,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12050,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
12051,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
12052,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
12053,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Water
12054,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12055,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12056,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
12057,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
12058,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12059,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12060,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12061,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
12062,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
12063,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12064,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
12065,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
12066,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12067,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
12068,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
12069,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
12070,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
12071,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
12072,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
12073,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12074,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12075,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12076,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12077,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
12078,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12079,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
12080,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
12081,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
12082,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12083,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12084,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12085,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
12086,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12087,Wetland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
12088,Wetland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
12089,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12090,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12091,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12092,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
12093,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12094,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
12095,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
12096,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
12097,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
12098,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
12099,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
12100,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
12101,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
12102,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
12103,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Water
12104,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
12105,Wetland,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
12106,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
12107,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12108,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
12109,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
12110,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12111,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
12112,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12113,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
12114,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
12115,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
12116,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
12117,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
12118,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
12119,Wetland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
12120,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
12121,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
12122,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
12123,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
12124,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Grassland
12125,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Wetland
12126,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Water
12127,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
12128,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
12129,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
12130,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
12131,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
12132,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
12133,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
12134,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
12135,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
12136,Wetland,Water,Wetland,Water,Wetland,Water,Forest,Wetland
12137,Wetland,Water,Wetland,Water,Wetland,Water,Forest,Water
12138,Wetland,Water,Wetland,Water,Wetland,Forest,Wetland,Grassland
12139,Wetland,Water,Wetland,Water,Wetland,Forest,Wetland,Cropland
12140,Wetland,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
12141,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Water
12142,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
12143,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
12144,Wetland,Water,Bareland,Water,Non_Wetland,NULL,Water,Wetland
12145,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
12146,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
12147,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
12148,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
12149,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
12150,Wetland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
12151,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
12152,Wetland,Water,Water,NULL,Water,NULL,Grassland,Water
12153,Wetland,Water,Water,NULL,Water,Water,Wetland,Forest
12154,Wetland,Water,Water,NULL,Water,Water,Water,Water
12155,Wetland,Water,Water,NULL,Water,Forest,NULL,Forest
12156,Wetland,Water,Water,NULL,Water,Forest,Wetland,Forest
12157,Wetland,Water,Water,Non_Water,Water,NULL,Water,Wetland
12158,Wetland,Water,Water,Non_Water,Water,Water,Wetland,Water
12159,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
12160,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
12161,Wetland,Water,Water,Non_Water,Water,Water,Water,Forest
12162,Wetland,Water,Water,Water,Water,NULL,NULL,Water
12163,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
12164,Wetland,Water,Water,Water,Water,NULL,Wetland,Grassland
12165,Wetland,Water,Water,Water,Water,NULL,Wetland,Wetland
12166,Wetland,Water,Water,Water,Water,NULL,Wetland,Forest
12167,Wetland,Water,Water,Water,Water,NULL,Water,Grassland
12168,Wetland,Water,Water,Water,Water,NULL,Water,Wetland
12169,Wetland,Water,Water,Water,Water,NULL,Water,Water
12170,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
12171,Wetland,Water,Water,Water,Water,Bareland,Water,Water
12172,Wetland,Water,Water,Water,Water,Water,NULL,Wetland
12173,Wetland,Water,Water,Water,Water,Water,NULL,Water
12174,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
12175,Wetland,Water,Water,Water,Water,Water,Wetland,Water
12176,Wetland,Water,Water,Water,Water,Water,Wetland,Forest
12177,Wetland,Water,Water,Water,Water,Water,Water,Cropland
12178,Wetland,Water,Water,Water,Water,Water,Water,Wetland
12179,Wetland,Water,Water,Water,Water,Water,Water,Water
12180,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12181,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
12182,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12183,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12184,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
12185,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12186,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
12187,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
12188,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
12189,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Cropland
12190,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
12191,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12192,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
12193,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
12194,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
12195,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
12196,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
12197,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
12198,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
12199,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
12200,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
12201,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
12202,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
12203,Wetland,Water,Forest,Water,Non_Wetland,NULL,Wetland,Cropland
12204,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
12205,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water,Water
12206,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
12207,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12208,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12209,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12210,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12211,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
12212,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
12213,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
12214,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
12215,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12216,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12217,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
12218,Wetland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12219,Wetland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12220,Wetland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
12221,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12222,Wetland,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
12223,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12224,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12225,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
12226,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
12227,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
12228,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
12229,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12230,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
12231,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
12232,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12233,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
12234,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12235,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12236,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12237,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12238,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12239,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
12240,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
12241,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12242,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12243,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12244,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
12245,Wetland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
12246,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12247,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12248,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
12249,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
12250,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12251,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
12252,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12253,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12254,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12255,Wetland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12256,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12257,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12258,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12259,Wetland,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
12260,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12261,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12262,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland,Cropland
12263,Wetland,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
12264,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
12265,Wetland,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
12266,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
12267,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
12268,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
12269,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
12270,Wetland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
12271,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
