Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQP_M_R
889,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
890,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
891,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
892,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
893,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
894,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
895,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
896,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
897,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
898,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
899,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
900,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
901,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
902,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
903,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
904,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
905,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
906,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
907,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
908,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
909,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
910,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
911,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
912,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
913,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
914,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
915,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
916,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
917,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
918,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
919,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
920,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
921,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
922,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
923,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
924,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
925,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
926,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
927,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
928,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
929,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
930,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
931,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
932,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
933,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
934,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
935,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
936,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
937,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
938,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
939,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
940,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
941,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
942,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
943,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
944,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
945,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
946,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
947,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
948,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
949,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
950,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
951,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
952,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
953,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
954,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
955,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
956,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
957,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
958,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
959,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
960,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
961,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
962,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
963,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
964,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
965,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
966,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
967,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
968,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
969,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
970,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
971,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
972,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
973,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
974,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
975,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
976,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
977,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
978,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
979,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
980,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
981,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
982,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
983,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
984,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
985,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
986,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
987,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
988,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
989,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
990,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
991,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
992,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
993,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
994,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
995,Cropland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
996,Cropland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
997,Cropland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
998,Cropland,Bareland,Water,Water,Water,Water,Wetland,Water
999,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1000,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1001,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1002,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1003,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
1004,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1005,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1006,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1007,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1008,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1009,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1010,Cropland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1011,Cropland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1012,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1013,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1014,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1015,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1016,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1017,Cropland,Water,Wetland,Water,Wetland,Water,Water,Bareland
1018,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1019,Cropland,Water,Water,NULL,Water,Grassland,Water,Water
1020,Cropland,Water,Water,NULL,Water,Water,Water,Water
1021,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1022,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1023,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1024,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1025,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1026,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1027,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1028,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1029,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1030,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1031,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1032,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1033,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1034,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1035,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1036,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1037,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1038,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1039,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1040,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1041,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1042,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1043,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1044,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1045,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1046,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1047,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
1048,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1049,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1050,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1051,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1052,Wetland,NULL,Water,NULL,Water,Grassland,Water,Grassland
1053,Wetland,NULL,Water,NULL,Water,Water,Grassland,Forest
1054,Wetland,NULL,Water,Water,Water,Water,NULL,Water
1055,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1056,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1057,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1058,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1059,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
1060,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1061,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1062,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1063,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
1064,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1065,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1066,Wetland,Wetland,Water,NULL,Water,Water,Grassland,Water
1067,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
1068,Wetland,Wetland,Water,Water,Water,Grassland,Forest,Water
1069,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1070,Wetland,Wetland,Water,Water,Water,Water,Forest,Water
1071,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1072,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1073,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1074,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1075,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1076,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1077,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1078,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1079,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1080,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1081,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1082,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1083,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1084,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1085,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1086,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
1087,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1088,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1089,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1090,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Forest
1091,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1092,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1093,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1094,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
1095,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1096,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1097,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1098,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1099,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1100,Wetland,Water,Built-up,NULL,Non_Wetland,Water,Water,Wetland
1101,Wetland,Water,Water,NULL,Water,Grassland,Water,Water
1102,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
1103,Wetland,Water,Water,NULL,Water,Water,Water,Forest
1104,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
1105,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
1106,Wetland,Water,Water,Water,Water,Grassland,Grassland,Wetland
1107,Wetland,Water,Water,Water,Water,Grassland,Water,Wetland
1108,Wetland,Water,Water,Water,Water,Grassland,Water,Water
1109,Wetland,Water,Water,Water,Water,Grassland,Water,Forest
1110,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
1111,Wetland,Water,Water,Water,Water,Water,Water,Grassland
1112,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1113,Wetland,Water,Water,Water,Water,Water,Water,Water
1114,Wetland,Water,Water,Water,Water,Water,Water,Forest
1115,Wetland,Water,Water,Water,Water,Water,Forest,Water
1116,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1117,Wetland,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1118,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1119,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1120,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1121,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
1122,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1123,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1124,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1125,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
1126,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1127,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1128,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1129,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1130,Wetland,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1131,Wetland,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1132,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
1133,Wetland,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
1134,Wetland,Forest,Water,NULL,Water,Grassland,Wetland,Wetland
1135,Wetland,Forest,Water,Water,Water,Grassland,Water,Grassland
1136,Wetland,Forest,Water,Water,Water,Grassland,Water,Wetland
1137,Wetland,Forest,Water,Water,Water,Water,Water,Grassland
1138,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
1139,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1140,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1141,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1142,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1143,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1144,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1145,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1146,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1147,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1148,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1149,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1150,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1151,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1152,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1153,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1154,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1155,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1156,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1157,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1158,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1159,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1160,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1161,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1162,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1163,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1164,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
1165,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1166,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1167,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1168,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1169,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1170,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1171,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1172,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1173,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1174,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1175,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1176,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1177,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1178,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1179,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1180,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1181,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1182,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Bareland
1183,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1184,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1185,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1186,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1187,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1188,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1189,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1190,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1191,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1192,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1193,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1194,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
1195,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1196,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1197,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1198,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1199,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1200,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1201,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1202,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1203,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1204,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1205,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1206,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1207,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1208,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1209,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1210,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1211,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1212,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1213,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1214,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1215,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1216,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1217,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1218,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1219,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1220,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1221,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
