Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLR_M_R
7859,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
7860,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7861,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
7862,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7863,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7864,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7865,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7866,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
7867,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
7868,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7869,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7870,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7871,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
7872,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
7873,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
7874,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Cropland
7875,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7876,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
7877,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7878,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7879,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
7880,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7881,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
7882,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
7883,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
7884,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
7885,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
7886,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
7887,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
7888,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
7889,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
7890,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
7891,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7892,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
7893,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
7894,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
7895,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
7896,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7897,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
7898,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
7899,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
7900,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7901,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
7902,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
7903,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7904,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
7905,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
7906,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7907,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7908,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7909,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
7910,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7911,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
7912,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
7913,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
7914,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
7915,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7916,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
7917,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
7918,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
7919,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
7920,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
7921,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
7922,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
7923,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7924,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
7925,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
7926,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
7927,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7928,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
7929,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7930,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
7931,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
7932,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
7933,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
7934,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7935,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
7936,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7937,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7938,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
7939,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7940,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7941,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7942,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
7943,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7944,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7945,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
7946,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7947,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7948,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
7949,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
7950,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7951,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
7952,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7953,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
7954,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
7955,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
7956,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
7957,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
7958,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
7959,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7960,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7961,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7962,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Bareland
7963,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7964,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7965,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
7966,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7967,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7968,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
7969,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
7970,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7971,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
7972,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
7973,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
7974,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
7975,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
7976,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
7977,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Built-up
7978,Bareland,NULL,Water,Water,Water,NULL,Water,Water
7979,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
7980,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Built-up
7981,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Water
7982,Bareland,NULL,Water,Water,Water,Water,Water,Water
7983,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7984,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7985,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7986,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7987,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7988,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
7989,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
7990,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7991,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
7992,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7993,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7994,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7995,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7996,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7997,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
7998,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
7999,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8000,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8001,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8002,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8003,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8004,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8005,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8006,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8007,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
8008,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8009,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
8010,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8011,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8012,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8013,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
8014,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
8015,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8016,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8017,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
8018,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8019,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8020,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8021,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8022,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
8023,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8024,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8025,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8026,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
8027,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
8028,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
8029,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
8030,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
8031,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8032,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
8033,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8034,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8035,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8036,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8037,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8038,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8039,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
8040,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8041,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8042,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
8043,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8044,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8045,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
8046,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
8047,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
8048,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
8049,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
8050,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
8051,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8052,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
8053,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8054,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
8055,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8056,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
8057,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8058,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
8059,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
8060,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8061,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
8062,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8063,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
8064,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
8065,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8066,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
8067,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
8068,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
8069,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
8070,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8071,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
8072,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8073,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8074,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8075,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8076,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8077,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8078,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8079,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
8080,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8081,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8082,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
8083,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
8084,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8085,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
8086,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
8087,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
8088,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8089,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8090,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8091,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
8092,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8093,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8094,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8095,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8096,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8097,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8098,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8099,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8100,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8101,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8102,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8103,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8104,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8105,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
8106,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
8107,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8108,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8109,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8110,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8111,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8112,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8113,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8114,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8115,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8116,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8117,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8118,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8119,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
8120,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8121,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8122,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8123,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
8124,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
8125,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8126,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8127,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
8128,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8129,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8130,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8131,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8132,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8133,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8134,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
8135,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
8136,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8137,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
8138,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8139,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8140,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8141,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8142,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8143,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8144,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8145,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8146,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8147,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8148,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
8149,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
8150,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
8151,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8152,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8153,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
8154,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
8155,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
8156,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
8157,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8158,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
8159,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
8160,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
8161,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8162,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8163,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
8164,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8165,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8166,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8167,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
8168,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8169,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8170,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8171,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8172,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8173,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8174,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8175,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
