Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHB_M_R
10379,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Water
10380,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Water
10381,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
10382,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Bareland
10383,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10384,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10385,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
10386,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
10387,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
10388,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
10389,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
10390,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Water
10391,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
10392,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
10393,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
10394,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
10395,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Built-up
10396,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Water
10397,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
10398,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Water
10399,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10400,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
10401,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
10402,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10403,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Cropland
10404,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10405,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
10406,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
10407,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
10408,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
10409,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
10410,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
10411,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
10412,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
10413,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
10414,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
10415,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
10416,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
10417,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
10418,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Water
10419,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
10420,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
10421,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
10422,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
10423,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
10424,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
10425,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
10426,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
10427,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
10428,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
10429,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
10430,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10431,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
10432,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
10433,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
10434,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10435,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
10436,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10437,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
10438,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10439,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10440,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
10441,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
10442,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
10443,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
10444,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
10445,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
10446,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
10447,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
10448,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
10449,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
10450,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Water
10451,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
10452,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
10453,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
10454,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
10455,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
10456,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
10457,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
10458,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
10459,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10460,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
10461,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
10462,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10463,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
10464,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10465,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
10466,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
10467,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
10468,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
10469,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
10470,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Built-up
10471,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
10472,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10473,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10474,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
10475,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
10476,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
10477,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Grassland
10478,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
10479,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Water
10480,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Water
10481,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
10482,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
10483,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
10484,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Water
10485,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
10486,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Water
10487,Bareland,Built-up,Water,NULL,Water,NULL,Built-up,Grassland
10488,Bareland,Built-up,Water,NULL,Water,NULL,Built-up,Bareland
10489,Bareland,Built-up,Water,NULL,Water,NULL,Water,Bareland
10490,Bareland,Built-up,Water,NULL,Water,NULL,Water,Built-up
10491,Bareland,Built-up,Water,NULL,Water,NULL,Water,Water
10492,Bareland,Built-up,Water,NULL,Water,NULL,Water,Forest
10493,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
10494,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
10495,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
10496,Bareland,Built-up,Water,NULL,Water,Bareland,Water,Bareland
10497,Bareland,Built-up,Water,NULL,Water,Bareland,Water,Water
10498,Bareland,Built-up,Water,NULL,Water,Water,Built-up,Built-up
10499,Bareland,Built-up,Water,NULL,Water,Water,Built-up,Water
10500,Bareland,Built-up,Water,NULL,Water,Water,Water,Water
10501,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
10502,Bareland,Built-up,Water,Water,Water,NULL,Water,Water
10503,Bareland,Built-up,Water,Water,Water,Bareland,Bareland,Water
10504,Bareland,Built-up,Water,Water,Water,Bareland,Water,Water
10505,Bareland,Built-up,Water,Water,Water,Water,Bareland,Water
10506,Bareland,Built-up,Water,Water,Water,Water,Water,Bareland
10507,Bareland,Built-up,Water,Water,Water,Water,Water,Water
10508,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10509,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Built-up
10510,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
10511,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
10512,Bareland,Built-up,Forest,NULL,Non_Wetland,Water,Water,Bareland
10513,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
10514,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Water
10515,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland,NULL,Water
10516,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10517,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
10518,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland,Bareland
10519,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10520,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10521,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
10522,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
10523,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10524,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
10525,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10526,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10527,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10528,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
10529,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
10530,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
10531,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10532,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10533,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
10534,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
10535,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
10536,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
10537,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
10538,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
10539,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10540,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10541,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
10542,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
10543,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
10544,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
10545,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10546,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
10547,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
10548,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
10549,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
10550,Bareland,Water,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
10551,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
10552,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
10553,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
10554,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
10555,Bareland,Water,Wetland,NULL,Wetland,NULL,Water,Water
10556,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
10557,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Water
10558,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland,Water
10559,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Bareland
10560,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
10561,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
10562,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
10563,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
10564,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
10565,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
10566,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10567,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
10568,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
10569,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10570,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10571,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10572,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
10573,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
10574,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
10575,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
10576,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
10577,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
10578,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10579,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
10580,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
10581,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
10582,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
10583,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
10584,Bareland,Water,Water,NULL,Water,NULL,Water,Water
10585,Bareland,Water,Water,NULL,Water,Water,Water,Water
10586,Bareland,Water,Water,Water,Water,NULL,Water,Water
10587,Bareland,Water,Water,Water,Water,Bareland,Water,Water
10588,Bareland,Water,Water,Water,Water,Water,Water,Water
10589,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
10590,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
10591,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
10592,Bareland,Water,Forest,Non_Water,Non_Wetland,Built-up,Water,Grassland
10593,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10594,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
10595,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10596,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
10597,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
10598,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10599,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
10600,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10601,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
10602,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
10603,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10604,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10605,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
10606,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10607,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10608,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
10609,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10610,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
10611,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10612,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
10613,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
10614,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
10615,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
10616,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10617,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
10618,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
10619,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
10620,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Cropland
10621,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
10622,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10623,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
10624,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
10625,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10626,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
10627,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
10628,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
10629,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
10630,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
10631,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
10632,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
10633,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
10634,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Cropland
10635,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10636,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10637,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
10638,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
10639,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
10640,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10641,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10642,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10643,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
10644,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
10645,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
10646,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
10647,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
10648,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
10649,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
10650,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
10651,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
10652,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10653,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
10654,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
10655,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10656,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
10657,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10658,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
10659,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
10660,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10661,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10662,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10663,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10664,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
10665,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
10666,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10667,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10668,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10669,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
10670,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10671,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10672,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
10673,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
10674,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
10675,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
10676,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
10677,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
10678,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
10679,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
10680,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10681,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10682,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10683,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
10684,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
10685,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
10686,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
10687,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
10688,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
10689,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
10690,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
10691,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
10692,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
10693,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10694,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
10695,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
10696,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
10697,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
10698,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
10699,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
10700,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
10701,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
10702,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
10703,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
10704,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
10705,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10706,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10707,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
10708,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
10709,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10710,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10711,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
10712,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
