Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGQ_M_R
9744,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9745,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
9746,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
9747,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
9748,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9749,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
9750,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
9751,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9752,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9753,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
9754,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
9755,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
9756,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
9757,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
9758,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
9759,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
9760,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
9761,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
9762,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
9763,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9764,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9765,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9766,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
9767,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9768,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9769,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
9770,Water,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
9771,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9772,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
9773,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
9774,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
9775,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
9776,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
9777,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
9778,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9779,Water,Wetland,Water,NULL,Water,Wetland,Shrubland,Wetland
9780,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
9781,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
9782,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
9783,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
9784,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
9785,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
9786,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
9787,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
9788,Water,Wetland,Water,NULL,Water,Water,Water,Water
9789,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
9790,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
9791,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
9792,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
9793,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
9794,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
9795,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
9796,Water,Wetland,Water,Water,Water,Wetland,Water,Water
9797,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
9798,Water,Wetland,Water,Water,Water,Water,Water,Wetland
9799,Water,Wetland,Water,Water,Water,Water,Water,Water
9800,Water,Wetland,Water,Water,Water,Water,Water,Forest
9801,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9802,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9803,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9804,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9805,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
9806,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
9807,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
9808,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Grassland
9809,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
9810,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
9811,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
9812,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
9813,Water,Bareland,Wetland,Water,Wetland,Bareland,Forest,Grassland
9814,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
9815,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9816,Water,Built-up,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
9817,Water,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9818,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9819,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Water
9820,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9821,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9822,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
9823,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9824,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9825,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9826,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Water
9827,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
9828,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
9829,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9830,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9831,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9832,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9833,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
9834,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
9835,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9836,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
9837,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9838,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9839,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
9840,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
9841,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
9842,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
9843,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
9844,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9845,Water,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9846,Water,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
9847,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Water
9848,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
9849,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Water
9850,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
9851,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9852,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9853,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9854,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9855,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
9856,Water,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
9857,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9858,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
9859,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9860,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Grassland
9861,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Water
9862,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Forest
9863,Water,Built-up,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
9864,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
9865,Water,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Grassland
9866,Water,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,Water
9867,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
9868,Water,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
9869,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,Water
9870,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Water
9871,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
9872,Water,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Water
9873,Water,Built-up,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
9874,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9875,Water,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Forest
9876,Water,Built-up,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
9877,Water,Built-up,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
9878,Water,Built-up,Wetland,Water,Wetland,Shrubland,Water,Grassland
9879,Water,Built-up,Wetland,Water,Wetland,Shrubland,Water,Water
9880,Water,Built-up,Wetland,Water,Wetland,Shrubland,Water,Forest
9881,Water,Built-up,Wetland,Water,Wetland,Grassland,Water,Forest
9882,Water,Built-up,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
9883,Water,Built-up,Wetland,Water,Wetland,Bareland,Shrubland,Water
9884,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
9885,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
9886,Water,Built-up,Wetland,Water,Wetland,Water,Shrubland,Water
9887,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
9888,Water,Built-up,Wetland,Water,Wetland,Forest,Shrubland,Forest
9889,Water,Built-up,Wetland,Water,Wetland,Forest,Water,Forest
9890,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Built-up,Water
9891,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
9892,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Shrubland,Water
9893,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
9894,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Forest
9895,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
9896,Water,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Water
9897,Water,Built-up,Water,NULL,Water,Shrubland,Shrubland,Grassland
9898,Water,Built-up,Water,NULL,Water,Shrubland,Water,Water
9899,Water,Built-up,Water,NULL,Water,Shrubland,Water,Forest
9900,Water,Built-up,Water,NULL,Water,Shrubland,Forest,Grassland
9901,Water,Built-up,Water,NULL,Water,Wetland,Water,Water
9902,Water,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
9903,Water,Built-up,Water,NULL,Water,Built-up,NULL,Bareland
9904,Water,Built-up,Water,NULL,Water,Built-up,NULL,Water
9905,Water,Built-up,Water,NULL,Water,Water,Water,Water
9906,Water,Built-up,Water,Non_Water,Water,Water,Shrubland,Grassland
9907,Water,Built-up,Water,Water,Water,Shrubland,Water,Forest
9908,Water,Built-up,Water,Water,Water,Water,Water,Water
9909,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9910,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9911,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
9912,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
9913,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
9914,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
9915,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
9916,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9917,Water,Built-up,Forest,NULL,Non_Wetland,Water,Shrubland,Water
9918,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
9919,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Water
9920,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9921,Water,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Water
9922,Water,Built-up,Forest,Water,Non_Wetland,Bareland,Water,Water
9923,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9924,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
9925,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9926,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9927,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
9928,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9929,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
9930,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
9931,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
9932,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9933,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9934,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
9935,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9936,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9937,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9938,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
9939,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
9940,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9941,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9942,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
9943,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9944,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9945,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9946,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9947,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
9948,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
9949,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
9950,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
9951,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
9952,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9953,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9954,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
9955,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9956,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9957,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9958,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
9959,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
9960,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9961,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9962,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9963,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
9964,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
9965,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9966,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
9967,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9968,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
9969,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9970,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9971,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
9972,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9973,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9974,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
9975,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9976,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
9977,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9978,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
9979,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
9980,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
9981,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9982,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Cropland
9983,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
9984,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
9985,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
9986,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
9987,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
9988,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
9989,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9990,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
9991,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
9992,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9993,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
9994,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Cropland
9995,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
9996,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
9997,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
9998,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
9999,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
10000,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
10001,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
10002,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
10003,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
10004,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10005,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10006,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
10007,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
10008,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
10009,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10010,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
10011,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
10012,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10013,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Bareland
10014,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
10015,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
10016,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Water
10017,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
10018,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
10019,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10020,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
10021,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
10022,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
10023,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
10024,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
10025,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
10026,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
10027,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
10028,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
10029,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
10030,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
10031,Water,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
10032,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10033,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
10034,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
10035,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
10036,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
10037,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
10038,Water,Water,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
10039,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
10040,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
10041,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
10042,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
10043,Water,Water,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
10044,Water,Water,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
10045,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
10046,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
10047,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
10048,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
10049,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
10050,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
10051,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
10052,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
10053,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
10054,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Forest
10055,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
10056,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
10057,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
10058,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
10059,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
10060,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
10061,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
10062,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
10063,Water,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
10064,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
10065,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
10066,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10067,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
10068,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
10069,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10070,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10071,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
10072,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10073,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10074,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
10075,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10076,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
10077,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
10078,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
10079,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
10080,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
10081,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10082,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
10083,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10084,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10085,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10086,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10087,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10088,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10089,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10090,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10091,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10092,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10093,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
10094,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10095,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10096,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10097,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
10098,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10099,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
