Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KEA_M_R
661,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
662,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
663,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
664,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
665,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
666,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
667,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
668,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
669,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
670,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
671,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
672,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
673,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
674,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
675,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
676,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
677,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
678,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
679,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
680,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
681,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
682,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
683,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
684,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
685,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
686,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
687,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
688,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
689,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
690,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
691,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
692,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
693,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
694,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
695,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
696,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
697,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
698,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
699,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
700,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
701,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
702,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
703,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
704,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
705,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
706,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
707,Bareland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
708,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
709,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
710,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
711,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
712,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
713,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
714,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
715,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
716,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
717,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
718,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
719,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
720,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
721,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
722,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
723,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
724,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
725,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
726,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
727,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
728,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
729,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
730,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
731,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
732,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
733,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
734,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
735,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
736,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
737,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
738,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
739,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
740,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
741,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
742,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
743,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
744,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
745,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
746,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
747,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
748,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
749,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
750,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
751,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
752,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
753,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
754,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
755,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
756,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
757,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
758,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
759,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
760,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
761,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
762,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
763,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
764,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
765,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
766,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
767,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
768,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
769,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
770,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
771,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
772,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
773,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
774,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
775,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
776,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
777,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
778,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
779,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
780,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
781,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
782,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
783,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
784,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
785,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
786,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
787,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
788,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
789,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
790,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
791,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
792,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
793,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
794,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
795,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
796,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
797,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
798,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
799,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
800,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
801,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
802,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
803,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
804,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
805,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
806,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
807,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
808,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
809,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
810,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
811,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
812,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
813,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
814,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
815,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
816,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
817,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
818,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
819,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
820,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
821,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
822,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
823,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
824,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
825,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
826,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
827,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
828,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
829,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
830,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
831,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
832,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
833,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
834,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
835,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
836,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
837,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
838,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
839,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
840,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
841,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
842,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
843,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
844,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
845,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
846,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
847,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
848,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
849,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
850,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
851,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
852,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
853,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
854,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
855,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
856,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
857,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
858,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
859,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
860,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
861,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
862,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
863,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
864,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
865,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
866,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
867,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
868,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
869,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
870,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
871,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
872,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
873,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
874,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
875,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
876,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
877,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
878,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
879,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
880,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
881,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
882,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
883,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
884,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
885,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
886,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
887,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
888,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
889,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
890,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
891,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
892,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
893,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
894,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
895,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
896,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
897,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
898,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
899,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
900,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
901,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
902,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
903,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
904,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
905,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
906,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
907,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
908,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
909,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
910,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
911,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
912,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
913,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
914,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
915,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
916,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
917,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
918,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
919,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
920,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
921,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
922,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
923,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
924,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
925,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
926,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
927,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
928,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
929,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
930,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
931,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
932,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
933,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
934,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
935,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
936,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
937,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
938,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
939,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
940,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
941,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
942,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
943,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
944,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
945,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
946,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
947,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
948,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
949,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
950,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
951,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
952,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
953,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
954,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
955,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
956,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
957,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
958,Bareland,Water,Water,Water,Water,NULL,NULL,Water
959,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
960,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
961,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
962,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
963,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
964,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
965,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
966,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
967,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
968,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
969,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
970,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
971,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
972,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
973,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
974,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
975,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
976,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
977,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
978,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
979,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
980,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
981,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
982,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
983,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
984,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
985,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
986,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
987,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
988,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
989,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
990,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
991,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
992,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
993,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
994,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
995,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
996,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
997,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
