Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXS_M_R
334,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
335,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
336,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
337,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
338,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
339,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
340,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
341,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
342,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
343,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
344,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
345,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
346,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
347,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
348,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
349,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
350,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
351,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
352,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
353,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
354,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
355,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
356,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
357,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
358,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
359,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
360,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
361,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
362,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
363,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
364,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
365,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
366,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
367,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
368,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
369,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
370,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
371,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
372,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
373,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
374,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
375,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
376,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
377,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
378,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
379,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
380,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
381,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
382,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
383,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
384,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
385,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
386,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
387,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
388,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
389,Cropland,Water,Wetland,NULL,Wetland,Water,Forest,Water
390,Cropland,Water,Water,NULL,Water,Water,Forest,Water
391,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
392,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
393,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
394,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
395,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
396,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
397,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
398,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
399,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
400,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
401,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
402,Bareland,NULL,Water,Water,Water,Bareland,Wetland,Water
403,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
404,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
405,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
406,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
407,Bareland,Bareland,Water,NULL,Water,Grassland,Water,Grassland
408,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
409,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
410,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
411,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
412,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
413,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
414,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
415,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
416,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
417,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
418,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
419,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Bareland
420,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Water
421,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
422,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
423,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Water
424,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
425,Bareland,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
426,Bareland,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
427,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
428,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Water
429,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
430,Bareland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
431,Bareland,Water,Water,NULL,Water,Grassland,Water,Bareland
432,Bareland,Water,Water,NULL,Water,Grassland,Water,Water
433,Bareland,Water,Water,NULL,Water,Grassland,Water,Forest
434,Bareland,Water,Water,NULL,Water,Grassland,Forest,Bareland
435,Bareland,Water,Water,NULL,Water,Bareland,Wetland,Water
436,Bareland,Water,Water,NULL,Water,Bareland,Water,Bareland
437,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
438,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
439,Bareland,Water,Water,NULL,Water,Water,Water,Water
440,Bareland,Water,Water,NULL,Water,Water,Forest,Water
441,Bareland,Water,Water,Non_Water,Water,Grassland,Water,Water
442,Bareland,Water,Water,Non_Water,Water,Grassland,Forest,Water
443,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Water
444,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
445,Bareland,Water,Water,Water,Water,Grassland,Grassland,Water
446,Bareland,Water,Water,Water,Water,Grassland,Water,Water
447,Bareland,Water,Water,Water,Water,Grassland,Water,Forest
448,Bareland,Water,Water,Water,Water,Grassland,Forest,Water
449,Bareland,Water,Water,Water,Water,Bareland,Wetland,Water
450,Bareland,Water,Water,Water,Water,Bareland,Water,Water
451,Bareland,Water,Water,Water,Water,Water,Wetland,Water
452,Bareland,Water,Water,Water,Water,Water,Water,Water
453,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
454,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
455,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
456,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
457,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
458,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
459,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
460,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
461,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
462,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
463,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
464,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
465,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
466,Bareland,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
467,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
468,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
469,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
470,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
471,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
472,Bareland,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
473,Bareland,Forest,Water,NULL,Water,Bareland,Water,Grassland
474,Bareland,Forest,Water,Water,Water,Grassland,Grassland,Water
475,Bareland,Forest,Water,Water,Water,Water,Water,Water
476,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
477,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
478,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
479,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
480,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
481,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
482,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
483,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
484,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
485,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
486,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
487,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
488,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
489,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
490,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
491,Water,NULL,Water,Water,Water,Water,Grassland,Forest
492,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
493,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
494,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
495,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
496,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
497,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
498,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
499,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
500,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
501,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
502,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
503,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
504,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
505,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
506,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
507,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
508,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
509,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
510,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
511,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
512,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
513,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
514,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
515,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
516,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
517,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
518,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
519,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
520,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
521,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
522,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
523,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
524,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
525,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
526,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
527,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
528,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
529,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
530,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
531,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
532,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
533,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
534,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
535,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
536,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
537,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
538,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
539,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
540,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
541,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
542,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
543,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
544,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
545,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
546,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
547,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
548,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
549,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
550,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
551,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
552,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
553,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
554,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
555,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
556,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
557,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
558,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
559,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
560,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Forest
561,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
562,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
563,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
564,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
565,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
566,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
567,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
568,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
569,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
570,Water,Water,NULL,Water,Non_Wetland,Forest,Grassland,Water
571,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
572,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
573,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
574,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
575,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
576,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
577,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
578,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
579,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
580,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
581,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
582,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
583,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
584,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
585,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
586,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
587,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
588,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
589,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
590,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
591,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
592,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
593,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
594,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
595,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
596,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
597,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
598,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
599,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
600,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
601,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
602,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
603,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
604,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
605,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
606,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
607,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
608,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
609,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
610,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
611,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
612,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
613,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
614,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
615,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
616,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
617,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
618,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
619,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
620,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
621,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
622,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
623,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
624,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
625,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
626,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
627,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
628,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
629,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
630,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
631,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
632,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
633,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
634,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
635,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
636,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
637,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Water
638,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
639,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
640,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
641,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
642,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
643,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
644,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
645,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
646,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
647,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
648,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
649,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
650,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
651,Water,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Water
652,Water,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
653,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
654,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
655,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
656,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
657,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
658,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
659,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
660,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
661,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
662,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
663,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
664,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
665,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
666,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
667,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
668,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
669,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
670,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
671,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
672,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
673,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
674,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
675,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
676,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
677,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
678,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
679,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
680,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
681,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
682,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
683,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Bareland
684,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
685,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
686,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
687,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
688,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
689,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
690,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
691,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
692,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
693,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
694,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
695,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
696,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
697,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
698,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
699,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
