Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEA_M_R
328,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
329,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
330,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Built-up,Bareland
331,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
332,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
333,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
334,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
335,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
336,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
337,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
338,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
339,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
340,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
341,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
342,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
343,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
344,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
345,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Bareland
346,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
347,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
348,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
349,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
350,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
351,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
352,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
353,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
354,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
355,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
356,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
357,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
358,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
359,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
360,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
361,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
362,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
363,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
364,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
365,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
366,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
367,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
368,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
369,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
370,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
371,NULL,Built-up,Water,NULL,Water,Wetland,Built-up,Water
372,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
373,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
374,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
375,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
376,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
377,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
378,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
379,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
380,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
381,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Built-up
382,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Water
383,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
384,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
385,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
386,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
387,NULL,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
388,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
389,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
390,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Grassland
391,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
392,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
393,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
394,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
395,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
396,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
397,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
398,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
399,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
400,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
401,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
402,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
403,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
404,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
405,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
406,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
407,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
408,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
409,NULL,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
410,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
411,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
412,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
413,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
414,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
415,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
416,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
417,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
418,NULL,Water,Water,NULL,Water,Wetland,Water,Water
419,NULL,Water,Water,Water,Water,Wetland,Water,Water
420,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
421,NULL,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
422,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
423,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
424,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
425,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
426,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
427,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
428,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
429,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
430,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
431,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
432,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
433,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
434,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
435,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
436,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
437,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
438,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
439,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
440,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
441,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
442,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
443,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
444,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
445,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
446,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
447,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
448,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
449,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
450,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
451,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
452,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
453,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
454,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
455,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
456,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
457,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
458,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
459,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
460,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
461,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
462,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
463,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
464,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
465,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
466,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
467,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
468,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
469,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
470,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
471,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
472,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
473,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
474,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
475,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
476,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
477,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
478,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
479,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
480,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
481,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
482,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
483,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
484,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
485,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
486,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
487,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
488,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
489,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
490,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
491,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
492,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
493,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
494,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
495,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
496,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
497,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
498,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
499,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
500,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
501,Grassland,Water,Water,Water,Water,Wetland,Wetland,Water
502,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
503,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
504,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
505,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
506,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
507,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
508,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
509,Grassland,Forest,Water,NULL,Water,Wetland,Water,Wetland
510,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
511,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
512,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
513,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
514,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
515,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
516,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
517,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
518,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
519,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
520,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
521,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
522,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
523,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
524,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
525,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
526,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
527,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
528,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
529,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
530,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
531,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
532,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
533,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
534,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
535,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
536,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
537,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Water
538,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
539,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
540,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
541,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
542,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
543,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
544,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
545,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
546,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
547,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
548,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
549,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
550,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
551,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
552,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
553,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
554,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
555,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
556,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
557,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
558,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
559,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
560,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
561,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
562,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
563,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
564,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
565,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
566,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
567,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
568,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
569,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
570,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
571,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
572,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
573,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
574,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
575,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
576,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
577,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
578,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
579,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
580,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Water
581,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Water
582,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
583,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Water
584,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
585,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
586,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
587,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
588,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
589,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
590,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
591,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
592,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
593,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
594,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
595,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
596,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
597,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
598,Wetland,Forest,Water,NULL,Water,Wetland,Water,NULL
599,Wetland,Forest,Water,NULL,Water,Wetland,Water,Wetland
600,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
601,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
602,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
603,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
604,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
605,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
606,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
607,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
608,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
609,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
610,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
611,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Built-up,Grassland
612,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
613,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
614,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
615,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
616,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
617,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
618,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
619,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Water
620,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
621,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
622,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
623,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
624,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
625,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
626,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
627,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
628,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
629,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
630,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
631,Bareland,Bareland,Water,Water,Water,Water,Water,Water
632,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
633,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Water
634,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
635,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
636,Bareland,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Bareland
637,Bareland,Built-up,NULL,NULL,Non_Wetland,Water,Water,Bareland
638,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
639,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
640,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
641,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
642,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
643,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Bareland
644,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
645,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
646,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Bareland
647,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
648,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
649,Bareland,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Grassland
650,Bareland,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Bareland
651,Bareland,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
652,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
653,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
654,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
655,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
656,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
657,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
658,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest,Built-up,Grassland
659,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
660,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
661,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
662,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
663,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
664,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
665,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
666,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
667,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
668,Bareland,Water,Water,NULL,Water,Water,Water,Water
669,Bareland,Water,Water,NULL,Water,Water,Water,Forest
