Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDC_M_R
332,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
333,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
334,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
335,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
336,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
337,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
338,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
339,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
340,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
341,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
342,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
343,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
344,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
345,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
346,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
347,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
348,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
349,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
350,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
351,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
352,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
353,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
354,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
355,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
356,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
357,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
358,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
359,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
360,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
361,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
362,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
363,Wetland,Water,Water,Water,Water,NULL,NULL,Water
364,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
365,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
366,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
367,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
368,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
369,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
370,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
371,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
372,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
373,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
374,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Bareland
375,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
376,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
377,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
378,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
379,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
380,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
381,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
382,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
383,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
384,Bareland,Bareland,Water,Water,Water,Water,NULL,Water
385,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
386,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
387,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
388,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
389,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
390,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
391,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
392,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
393,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
394,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
395,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
396,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
397,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
398,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
399,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
400,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
401,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
402,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
403,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
404,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
405,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
406,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Bareland
407,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
408,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
409,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
410,Bareland,Built-up,Water,NULL,Water,Grassland,Wetland,Bareland
411,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
412,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
413,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
414,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
415,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Water
416,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
417,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Water
418,Bareland,Water,Water,Water,Water,Bareland,Water,Water
419,Bareland,Water,Water,Water,Water,Water,NULL,Water
420,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
421,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
422,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
423,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
424,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
425,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
426,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
427,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
428,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
429,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
430,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
431,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
432,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
433,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
434,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
435,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
436,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
437,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
438,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
439,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
440,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
441,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
442,Water,NULL,Water,Water,Water,NULL,NULL,Water
443,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
444,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
445,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
446,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
447,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
448,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
449,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
450,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
451,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
452,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
453,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
454,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
455,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
456,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
457,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
458,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
459,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
460,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
461,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
462,Water,Wetland,Water,Water,Water,NULL,NULL,Water
463,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
464,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
465,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
466,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
467,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
468,Water,Bareland,Water,Water,Water,NULL,NULL,Water
469,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
470,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
471,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
472,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
473,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
474,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
475,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
476,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
477,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
478,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
479,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
480,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
481,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
482,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
483,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
484,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
485,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
486,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
487,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
488,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
489,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
490,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
491,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
492,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
493,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
494,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
495,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
496,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
497,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
498,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
499,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
500,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
501,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
502,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
503,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
504,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
505,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
506,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
507,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
508,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
509,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
510,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
511,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
512,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
513,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
514,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
515,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
516,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
517,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
518,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
519,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
520,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
521,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
522,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
523,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
524,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
525,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
526,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
527,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
528,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
529,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
530,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
531,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
532,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
533,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
534,Water,Water,Wetland,Water,Wetland,Water,Water,Water
535,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
536,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
537,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
538,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
539,Water,Water,Water,NULL,Water,NULL,NULL,Water
540,Water,Water,Water,NULL,Water,NULL,NULL,Forest
541,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
542,Water,Water,Water,NULL,Water,NULL,Water,Water
543,Water,Water,Water,NULL,Water,NULL,Water,Forest
544,Water,Water,Water,NULL,Water,Water,NULL,Water
545,Water,Water,Water,NULL,Water,Water,NULL,Forest
546,Water,Water,Water,NULL,Water,Water,Wetland,Water
547,Water,Water,Water,NULL,Water,Water,Wetland,Forest
548,Water,Water,Water,NULL,Water,Water,Water,Water
549,Water,Water,Water,NULL,Water,Water,Water,Forest
550,Water,Water,Water,NULL,Water,Water,Forest,Water
551,Water,Water,Water,NULL,Water,Forest,NULL,Forest
552,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
553,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
554,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
555,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
556,Water,Water,Water,Non_Water,Water,Water,NULL,Water
557,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
558,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
559,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
560,Water,Water,Water,Non_Water,Water,Water,Water,Water
561,Water,Water,Water,Non_Water,Water,Water,Forest,Water
562,Water,Water,Water,Water,Water,NULL,NULL,Grassland
563,Water,Water,Water,Water,Water,NULL,NULL,Wetland
564,Water,Water,Water,Water,Water,NULL,NULL,Water
565,Water,Water,Water,Water,Water,NULL,NULL,Forest
566,Water,Water,Water,Water,Water,NULL,Wetland,Water
567,Water,Water,Water,Water,Water,NULL,Wetland,Forest
568,Water,Water,Water,Water,Water,NULL,Water,Water
569,Water,Water,Water,Water,Water,NULL,Water,Forest
570,Water,Water,Water,Water,Water,Grassland,NULL,Water
571,Water,Water,Water,Water,Water,Grassland,Water,Water
572,Water,Water,Water,Water,Water,Water,NULL,Grassland
573,Water,Water,Water,Water,Water,Water,NULL,Water
574,Water,Water,Water,Water,Water,Water,NULL,Forest
575,Water,Water,Water,Water,Water,Water,Grassland,Water
576,Water,Water,Water,Water,Water,Water,Wetland,Water
577,Water,Water,Water,Water,Water,Water,Wetland,Forest
578,Water,Water,Water,Water,Water,Water,Water,Water
579,Water,Water,Water,Water,Water,Water,Water,Forest
580,Water,Water,Water,Water,Water,Water,Forest,Water
581,Water,Water,Water,Water,Water,Forest,NULL,Water
582,Water,Water,Water,Water,Water,Forest,NULL,Forest
583,Water,Water,Water,Water,Water,Forest,Wetland,Water
584,Water,Water,Water,Water,Water,Forest,Water,Water
585,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
586,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
587,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
588,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
589,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
590,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
591,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
592,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
593,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
594,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
595,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
596,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
597,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
598,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
599,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
600,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
601,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
602,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
603,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
604,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
605,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
606,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
607,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
608,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
609,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
610,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
611,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
612,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
613,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
614,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
615,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
616,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
617,Water,Forest,Water,NULL,Water,NULL,NULL,Water
618,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
619,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
620,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
621,Water,Forest,Water,Water,Water,NULL,NULL,Water
622,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
623,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
624,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
625,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
626,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
627,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
628,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
629,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
630,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
631,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
632,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
633,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
634,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
635,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
636,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
637,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
638,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
639,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
640,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
641,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
642,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
643,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
644,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
645,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
646,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
647,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
648,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
649,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
650,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
651,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
652,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
653,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
654,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
655,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
656,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
657,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
658,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
659,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
660,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
661,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
662,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
663,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
664,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
665,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
666,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
667,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
668,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
669,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
670,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
671,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
672,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
673,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
674,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
675,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
676,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
677,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
678,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
679,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
680,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
681,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
682,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
683,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
684,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
685,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
686,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
687,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
688,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
689,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
690,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
691,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
692,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
693,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
694,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
695,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
696,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
697,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
698,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
699,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
700,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
701,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
