Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGB_M_R
673,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
674,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
675,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
676,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
677,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
678,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
679,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
680,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
681,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
682,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
683,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
684,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
685,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
686,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
687,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
688,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
689,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
690,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
691,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
692,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
693,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
694,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
695,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
696,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
697,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
698,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
699,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
700,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
701,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
702,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
703,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
704,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
705,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
706,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
707,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
708,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
709,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
710,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
711,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
712,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
713,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
714,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
715,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
716,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
717,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
718,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
719,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
720,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
721,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
722,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
723,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
724,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
725,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
726,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
727,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
728,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
729,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
730,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
731,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
732,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
733,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
734,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
735,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
736,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
737,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
738,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
739,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
740,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
741,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
742,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
743,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
744,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
745,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
746,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
747,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
748,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
749,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
750,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
751,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
752,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
753,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
754,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
755,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
756,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
757,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
758,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
759,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
760,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
761,Wetland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
762,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
763,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
764,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
765,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
766,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
767,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
768,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
769,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
770,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
771,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
772,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
773,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
774,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
775,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
776,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
777,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
778,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
779,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
780,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
781,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
782,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
783,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
784,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
785,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
786,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
787,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
788,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
789,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
790,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
791,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
792,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
793,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
794,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
795,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
796,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
797,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
798,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
799,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
800,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
801,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
802,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
803,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
804,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
805,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
806,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
807,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
808,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
809,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
810,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
811,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
812,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
813,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
814,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
815,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
816,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
817,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
818,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
819,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
820,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
821,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
822,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
823,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
824,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
825,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
826,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
827,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
828,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
829,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
830,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
831,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
832,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
833,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
834,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
835,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
836,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
837,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
838,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
839,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
840,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
841,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
842,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
843,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
844,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
845,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
846,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
847,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
848,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
849,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
850,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
851,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
852,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
853,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
854,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
855,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
856,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
857,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
858,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
859,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
860,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
861,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
862,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
863,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
864,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
865,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
866,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
867,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
868,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
869,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
870,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
871,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
872,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
873,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
874,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
875,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
876,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
877,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
878,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
879,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
880,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
881,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
882,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
883,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
884,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
885,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
886,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
887,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
888,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
889,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
890,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
891,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
892,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
893,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
894,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
895,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
896,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
897,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
898,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
899,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
900,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
901,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
902,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
903,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
904,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
905,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
906,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
907,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
908,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
909,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
910,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
911,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
912,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
913,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
914,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
915,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
916,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
917,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
918,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
919,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
920,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
921,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
922,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
923,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
924,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
925,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
926,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
927,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
928,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
929,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
930,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
931,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
932,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
933,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
934,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
935,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
936,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
937,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
938,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
939,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
940,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
941,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
942,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
943,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
944,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
945,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
946,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
947,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
948,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
949,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
950,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
951,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
952,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
953,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
954,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
955,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
956,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
957,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
958,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
959,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
960,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
961,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
962,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
963,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
964,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
965,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
966,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
967,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
968,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
969,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
970,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
971,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
972,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
973,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
974,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
975,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
976,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
977,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
978,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
979,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
980,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
981,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
982,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
983,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
984,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
985,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
986,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
987,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
988,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
989,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
990,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
991,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
992,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
993,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
994,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
995,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
996,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
997,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
998,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
999,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1000,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1001,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1002,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1003,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1004,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1005,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1006,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1007,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1008,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
