Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHT_M_R
7951,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,NULL
7952,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
7953,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
7954,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
7955,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7956,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7957,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
7958,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
7959,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
7960,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
7961,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
7962,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
7963,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
7964,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
7965,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7966,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
7967,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
7968,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
7969,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
7970,Wetland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
7971,Wetland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
7972,Wetland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
7973,Wetland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
7974,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
7975,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
7976,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
7977,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
7978,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
7979,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
7980,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7981,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
7982,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7983,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
7984,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
7985,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
7986,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
7987,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
7988,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
7989,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
7990,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7991,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest,Wetland
7992,Wetland,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
7993,Wetland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
7994,Wetland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Bareland
7995,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
7996,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
7997,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
7998,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
7999,Wetland,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
8000,Wetland,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
8001,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
8002,Wetland,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
8003,Wetland,NULL,Wetland,Water,Wetland,Forest,Forest,Wetland
8004,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
8005,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Water
8006,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
8007,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
8008,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
8009,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
8010,Wetland,NULL,Water,Non_Water,Water,Wetland,Forest,Wetland
8011,Wetland,NULL,Water,Non_Water,Water,Wetland,Forest,Forest
8012,Wetland,NULL,Water,Water,Water,Wetland,NULL,Water
8013,Wetland,NULL,Water,Water,Water,Wetland,Shrubland,Wetland
8014,Wetland,NULL,Water,Water,Water,Wetland,Shrubland,Forest
8015,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
8016,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
8017,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
8018,Wetland,NULL,Water,Water,Water,Wetland,Forest,Grassland
8019,Wetland,NULL,Water,Water,Water,Wetland,Forest,Wetland
8020,Wetland,NULL,Water,Water,Water,Wetland,Forest,Water
8021,Wetland,NULL,Water,Water,Water,Bareland,Water,Grassland
8022,Wetland,NULL,Water,Water,Water,Bareland,Water,Water
8023,Wetland,NULL,Water,Water,Water,Water,Water,Water
8024,Wetland,NULL,Water,Water,Water,Forest,Forest,Water
8025,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8026,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8027,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8028,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
8029,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8030,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8031,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8032,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8033,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8034,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8035,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8036,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8037,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8038,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8039,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8040,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8041,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
8042,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8043,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8044,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8045,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8046,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8047,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8048,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8049,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8050,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
8051,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8052,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
8053,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
8054,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
8055,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8056,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8057,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
8058,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
8059,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
8060,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
8061,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
8062,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
8063,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
8064,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
8065,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
8066,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
8067,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8068,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
8069,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
8070,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
8071,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8072,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
8073,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8074,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
8075,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8076,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8077,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8078,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8079,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8080,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8081,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
8082,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8083,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Forest
8084,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
8085,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8086,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
8087,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8088,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
8089,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
8090,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
8091,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
8092,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
8093,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
8094,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
8095,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
8096,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
8097,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Forest,Wetland
8098,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
8099,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
8100,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8101,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8102,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
8103,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8104,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8105,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8106,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8107,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Water
8108,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
8109,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
8110,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8111,Wetland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
8112,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
8113,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
8114,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
8115,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8116,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
8117,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
8118,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
8119,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
8120,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
8121,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
8122,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
8123,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
8124,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
8125,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
8126,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
8127,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
8128,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
8129,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
8130,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
8131,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
8132,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
8133,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
8134,Wetland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
8135,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
8136,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
8137,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
8138,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
8139,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
8140,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
8141,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
8142,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
8143,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
8144,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
8145,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
8146,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
8147,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
8148,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
8149,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
8150,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
8151,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
8152,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
8153,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8154,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Water
8155,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8156,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8157,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
8158,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8159,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
8160,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Water
8161,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8162,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
8163,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
8164,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
8165,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
8166,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8167,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
8168,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
8169,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
8170,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
8171,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
8172,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
8173,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
8174,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
8175,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
8176,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
8177,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
8178,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,NULL
8179,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
8180,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Water
8181,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8182,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Forest
8183,Wetland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
8184,Wetland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
8185,Wetland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Water
8186,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
8187,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
8188,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
8189,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
8190,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
8191,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
8192,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Forest,Wetland
8193,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Forest,Water
8194,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
8195,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
8196,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
8197,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Water
8198,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
8199,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
8200,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
8201,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
8202,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
8203,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Water
8204,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
8205,Wetland,Wetland,Wetland,Water,Wetland,Forest,Forest,Grassland
8206,Wetland,Wetland,Wetland,Water,Wetland,Forest,Forest,Wetland
8207,Wetland,Wetland,Wetland,Water,Wetland,Forest,Forest,Water
8208,Wetland,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
8209,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
8210,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
8211,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
8212,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8213,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
8214,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8215,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Wetland
8216,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
8217,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
8218,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Water
8219,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
8220,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Wetland
8221,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Water
8222,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Forest
8223,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
8224,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
8225,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
8226,Wetland,Wetland,Water,NULL,Water,Forest,Forest,Forest
8227,Wetland,Wetland,Water,Non_Water,Water,Wetland,NULL,Wetland
8228,Wetland,Wetland,Water,Non_Water,Water,Wetland,Shrubland,Wetland
8229,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
8230,Wetland,Wetland,Water,Non_Water,Water,Wetland,Bareland,Wetland
8231,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
8232,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
8233,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
8234,Wetland,Wetland,Water,Non_Water,Water,Wetland,Forest,NULL
8235,Wetland,Wetland,Water,Non_Water,Water,Wetland,Forest,Wetland
8236,Wetland,Wetland,Water,Non_Water,Water,Wetland,Forest,Water
8237,Wetland,Wetland,Water,Non_Water,Water,Wetland,Forest,Forest
8238,Wetland,Wetland,Water,Non_Water,Water,Water,Shrubland,Grassland
8239,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
8240,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
8241,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
8242,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
8243,Wetland,Wetland,Water,Non_Water,Water,Water,Forest,Wetland
8244,Wetland,Wetland,Water,Non_Water,Water,Forest,NULL,Forest
8245,Wetland,Wetland,Water,Non_Water,Water,Forest,Water,Wetland
8246,Wetland,Wetland,Water,Non_Water,Water,Forest,Water,Forest
8247,Wetland,Wetland,Water,Non_Water,Water,Forest,Forest,Wetland
8248,Wetland,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
8249,Wetland,Wetland,Water,Water,Water,NULL,Forest,Wetland
8250,Wetland,Wetland,Water,Water,Water,NULL,Forest,Forest
8251,Wetland,Wetland,Water,Water,Water,Shrubland,NULL,Water
8252,Wetland,Wetland,Water,Water,Water,Shrubland,NULL,Forest
8253,Wetland,Wetland,Water,Water,Water,Shrubland,Forest,Wetland
8254,Wetland,Wetland,Water,Water,Water,Shrubland,Forest,Forest
8255,Wetland,Wetland,Water,Water,Water,Wetland,NULL,Wetland
8256,Wetland,Wetland,Water,Water,Water,Wetland,Shrubland,Wetland
8257,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,NULL
8258,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
8259,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
8260,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
8261,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
8262,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
8263,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
8264,Wetland,Wetland,Water,Water,Water,Wetland,Forest,Grassland
8265,Wetland,Wetland,Water,Water,Water,Wetland,Forest,Wetland
8266,Wetland,Wetland,Water,Water,Water,Wetland,Forest,Water
8267,Wetland,Wetland,Water,Water,Water,Bareland,Water,Water
8268,Wetland,Wetland,Water,Water,Water,Water,NULL,Wetland
8269,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
8270,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
8271,Wetland,Wetland,Water,Water,Water,Water,Water,Water
8272,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
8273,Wetland,Wetland,Water,Water,Water,Forest,Water,Wetland
8274,Wetland,Wetland,Water,Water,Water,Forest,Water,Water
8275,Wetland,Wetland,Water,Water,Water,Forest,Water,Forest
8276,Wetland,Wetland,Water,Water,Water,Forest,Forest,Wetland
8277,Wetland,Wetland,Water,Water,Water,Forest,Forest,Water
8278,Wetland,Wetland,Water,Water,Water,Forest,Forest,Forest
8279,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8280,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8281,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8282,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8283,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8284,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8285,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8286,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
8287,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8288,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8289,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8290,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8291,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8292,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
