Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRM_M_R
5200,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5201,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5202,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5203,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5204,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
5205,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5206,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5207,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5208,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
5209,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
5210,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5211,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5212,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5213,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5214,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5215,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5216,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5217,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5218,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5219,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5220,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5221,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5222,Bareland,Cropland,Water,NULL,Water,Grassland,NULL,Forest
5223,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
5224,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Bareland
5225,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Forest
5226,Bareland,Cropland,Water,NULL,Water,Cropland,Grassland,Forest
5227,Bareland,Cropland,Water,NULL,Water,Cropland,Bareland,Bareland
5228,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
5229,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Forest
5230,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5231,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5232,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5233,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5234,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5235,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5236,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5237,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5238,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5239,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5240,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5241,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5242,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5243,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5244,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5245,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5246,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5247,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5248,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5249,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5250,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5251,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5252,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5253,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5254,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5255,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5256,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5257,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5258,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5259,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5260,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5261,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5262,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5263,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5264,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5265,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5266,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
5267,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5268,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5269,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5270,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5271,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5272,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5273,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5274,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
5275,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5276,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
5277,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5278,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5279,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5280,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5281,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5282,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
5283,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5284,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5285,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5286,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
5287,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5288,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5289,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5290,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5291,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
5292,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5293,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5294,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5295,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5296,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5297,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5298,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5299,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5300,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5301,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Bareland
5302,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5303,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
5304,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5305,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
5306,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
5307,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
5308,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
5309,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5310,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5311,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5312,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5313,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5314,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5315,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5316,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5317,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5318,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
5319,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
5320,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Bareland
5321,Bareland,Bareland,Water,NULL,Water,Bareland,Forest,Bareland
5322,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5323,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5324,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
5325,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
5326,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5327,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5328,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5329,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5330,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5331,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5332,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5333,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
5334,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
5335,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
5336,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5337,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5338,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5339,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5340,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5341,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5342,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5343,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5344,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5345,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5346,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5347,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5348,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5349,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5350,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
5351,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5352,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5353,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5354,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5355,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5356,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5357,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5358,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5359,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5360,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
5361,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5362,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5363,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5364,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5365,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5366,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5367,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5368,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5369,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5370,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5371,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5372,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5373,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5374,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
5375,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
5376,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5377,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5378,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
5379,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5380,Bareland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5381,Bareland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
5382,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5383,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5384,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
5385,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5386,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
5387,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5388,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5389,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5390,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5391,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5392,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5393,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5394,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5395,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5396,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5397,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5398,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5399,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5400,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5401,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5402,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5403,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5404,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5405,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5406,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5407,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5408,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
5409,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
5410,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5411,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5412,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5413,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5414,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5415,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5416,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5417,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5418,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
5419,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
5420,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5421,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
5422,Bareland,Water,Water,NULL,Water,Bareland,Water,Bareland
5423,Bareland,Water,Water,NULL,Water,Bareland,Water,Forest
5424,Bareland,Water,Water,NULL,Water,Bareland,Forest,Bareland
5425,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5426,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5427,Bareland,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5428,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
5429,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
5430,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5431,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5432,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5433,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5434,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5435,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5436,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5437,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5438,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
5439,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5440,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
5441,Bareland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5442,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5443,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5444,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5445,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5446,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5447,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5448,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5449,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5450,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5451,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5452,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5453,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5454,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5455,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5456,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5457,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5458,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5459,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5460,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5461,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5462,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5463,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5464,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5465,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5466,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5467,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5468,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5469,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5470,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5471,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5472,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5473,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5474,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5475,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5476,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5477,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5478,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5479,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5480,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5481,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5482,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5483,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
5484,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5485,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5486,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5487,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
5488,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5489,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
5490,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5491,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5492,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
5493,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
5494,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
5495,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
5496,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
5497,Water,NULL,Water,Water,Water,Water,Water,Water
5498,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5499,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5500,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5501,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5502,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5503,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5504,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
5505,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5506,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5507,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5508,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
5509,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5510,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5511,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Bareland
5512,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5513,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5514,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
5515,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5516,Water,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
5517,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5518,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
