Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFG_M_R
15398,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
15399,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
15400,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
15401,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
15402,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
15403,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
15404,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
15405,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15406,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
15407,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15408,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15409,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
15410,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
15411,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
15412,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
15413,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
15414,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15415,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
15416,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
15417,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
15418,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
15419,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
15420,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
15421,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
15422,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15423,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15424,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
15425,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
15426,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
15427,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
15428,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
15429,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
15430,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
15431,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
15432,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
15433,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
15434,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
15435,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
15436,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
15437,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
15438,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
15439,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
15440,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
15441,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
15442,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
15443,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Water
15444,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Water
15445,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15446,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
15447,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
15448,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
15449,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Bareland
15450,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
15451,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
15452,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
15453,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
15454,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
15455,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
15456,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
15457,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
15458,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
15459,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
15460,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
15461,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
15462,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
15463,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
15464,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
15465,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
15466,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
15467,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
15468,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
15469,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
15470,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
15471,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
15472,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
15473,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
15474,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
15475,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
15476,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
15477,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
15478,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
15479,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Cropland
15480,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
15481,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
15482,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
15483,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
15484,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
15485,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
15486,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
15487,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
15488,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
15489,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
15490,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
15491,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Water
15492,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
15493,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
15494,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
15495,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
15496,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
15497,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
15498,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
15499,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
15500,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
15501,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15502,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
15503,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
15504,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
15505,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15506,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
15507,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
15508,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
15509,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
15510,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
15511,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15512,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
15513,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
15514,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
15515,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15516,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
15517,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
15518,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
15519,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15520,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
15521,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
15522,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
15523,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
15524,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
15525,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
15526,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
15527,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
15528,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
15529,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
15530,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Water
15531,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
15532,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
15533,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
15534,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
15535,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
15536,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
15537,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
15538,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
15539,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
15540,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
15541,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
15542,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
15543,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
15544,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
15545,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
15546,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
15547,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
15548,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
15549,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
15550,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
15551,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
15552,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
15553,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
15554,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Water
15555,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
15556,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
15557,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
15558,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
15559,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
15560,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
15561,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
15562,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
15563,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
15564,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
15565,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
15566,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
15567,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
15568,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
15569,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
15570,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
15571,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
15572,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
15573,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
15574,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
15575,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
15576,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
15577,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
15578,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
15579,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
15580,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
15581,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
15582,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15583,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
15584,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Water
15585,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
15586,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
15587,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
15588,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
15589,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
15590,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
15591,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
15592,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
15593,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
15594,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
15595,Water,Water,Shrubland,Water,Non_Wetland,Cropland,NULL,Water
15596,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
15597,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
15598,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
15599,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
15600,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
15601,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
15602,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
15603,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
15604,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
15605,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
15606,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
15607,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
15608,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
15609,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
15610,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
15611,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
15612,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
15613,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
15614,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
15615,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
15616,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
15617,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
15618,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
15619,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
15620,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
15621,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Built-up,Water
15622,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
15623,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Cropland
15624,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
15625,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
15626,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
15627,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
15628,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
15629,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
15630,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
15631,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
15632,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
15633,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Water
15634,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
15635,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
15636,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
15637,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
15638,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
15639,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
15640,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
15641,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
15642,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
15643,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
15644,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
15645,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
15646,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Water
15647,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
15648,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
15649,Water,Water,Shrubland,Water,Non_Wetland,Forest,Grassland,Water
15650,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
15651,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Cropland
15652,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
15653,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
15654,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
15655,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
15656,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
15657,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
15658,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
15659,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
15660,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
15661,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
15662,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
15663,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
15664,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
15665,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
15666,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15667,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
15668,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
15669,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
15670,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
15671,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
15672,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
15673,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
15674,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
15675,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
15676,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
15677,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
15678,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
15679,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
15680,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
15681,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
15682,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
15683,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
15684,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
15685,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
15686,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
15687,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
15688,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
15689,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
15690,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
15691,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
15692,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
15693,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
15694,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
15695,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
15696,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
15697,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15698,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
15699,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
15700,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
15701,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
15702,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
15703,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15704,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15705,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
15706,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
15707,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
15708,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
15709,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
15710,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
15711,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
15712,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
15713,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
15714,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
15715,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
15716,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
15717,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
15718,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
15719,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15720,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15721,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
15722,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
15723,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15724,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
15725,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
15726,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
15727,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15728,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Built-up,Water
15729,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
15730,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
15731,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
15732,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
15733,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
15734,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
15735,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
15736,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
15737,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
15738,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
15739,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
15740,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
15741,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
