Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRJ_M_R
6243,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6244,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
6245,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
6246,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
6247,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
6248,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6249,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6250,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6251,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6252,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6253,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6254,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6255,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6256,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6257,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
6258,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6259,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
6260,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
6261,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6262,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6263,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6264,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6265,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6266,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6267,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6268,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6269,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6270,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6271,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6272,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6273,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6274,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
6275,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6276,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
6277,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6278,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
6279,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
6280,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
6281,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6282,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
6283,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
6284,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Built-up
6285,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
6286,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
6287,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
6288,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Built-up
6289,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
6290,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
6291,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
6292,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Built-up
6293,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
6294,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6295,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
6296,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
6297,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
6298,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6299,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
6300,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6301,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
6302,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
6303,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6304,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6305,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6306,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6307,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
6308,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6309,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6310,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6311,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
6312,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
6313,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
6314,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
6315,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
6316,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6317,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
6318,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
6319,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
6320,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
6321,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
6322,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
6323,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
6324,Bareland,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
6325,Bareland,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
6326,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
6327,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
6328,Bareland,NULL,NULL,Water,Non_Wetland,Forest,NULL,Wetland
6329,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6330,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6331,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6332,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6333,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6334,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6335,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6336,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6337,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6338,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
6339,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6340,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6341,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6342,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6343,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6344,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6345,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
6346,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
6347,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6348,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
6349,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6350,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
6351,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
6352,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
6353,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6354,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
6355,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
6356,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
6357,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
6358,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
6359,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6360,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6361,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6362,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
6363,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6364,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6365,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6366,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6367,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6368,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6369,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6370,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6371,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6372,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6373,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6374,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6375,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
6376,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
6377,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
6378,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
6379,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
6380,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
6381,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6382,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6383,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6384,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6385,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6386,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6387,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6388,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6389,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6390,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6391,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6392,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6393,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6394,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6395,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6396,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6397,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6398,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6399,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6400,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6401,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
6402,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6403,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6404,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6405,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6406,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6407,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6408,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6409,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6410,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6411,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6412,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6413,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6414,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6415,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6416,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6417,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6418,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6419,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6420,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6421,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6422,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6423,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6424,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6425,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
6426,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
6427,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6428,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6429,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
6430,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6431,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
6432,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6433,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6434,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6435,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
6436,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
6437,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
6438,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6439,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
6440,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
6441,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
6442,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
6443,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
6444,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
6445,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6446,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6447,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
6448,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
6449,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6450,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
6451,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6452,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6453,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6454,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6455,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6456,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
6457,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
6458,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6459,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6460,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6461,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6462,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6463,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
6464,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6465,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
6466,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6467,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
6468,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
6469,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
6470,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
6471,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
6472,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
6473,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
6474,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
6475,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
6476,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
6477,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
6478,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
6479,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
6480,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
6481,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
6482,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Bareland
6483,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6484,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
6485,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Bareland
6486,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6487,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6488,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
6489,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6490,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6491,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
6492,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
6493,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
6494,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
6495,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Bareland
6496,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6497,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6498,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6499,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6500,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6501,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6502,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6503,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6504,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6505,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6506,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6507,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6508,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6509,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6510,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6511,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
6512,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6513,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
6514,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6515,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6516,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6517,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
6518,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6519,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
6520,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
6521,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
6522,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6523,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
6524,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
6525,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
6526,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6527,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6528,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6529,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
6530,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6531,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6532,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6533,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6534,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6535,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6536,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6537,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6538,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6539,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6540,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6541,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6542,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
6543,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6544,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
6545,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
6546,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6547,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6548,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6549,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6550,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6551,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6552,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6553,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6554,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6555,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6556,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6557,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6558,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
