Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKR_M_R
4790,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
4791,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Built-up
4792,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
4793,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
4794,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
4795,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
4796,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
4797,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Water
4798,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Forest
4799,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
4800,Cropland,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
4801,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
4802,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
4803,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
4804,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
4805,Cropland,NULL,Water,NULL,Water,NULL,NULL,Built-up
4806,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
4807,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
4808,Cropland,NULL,Water,NULL,Water,NULL,Wetland,Grassland
4809,Cropland,NULL,Water,NULL,Water,NULL,Wetland,Forest
4810,Cropland,NULL,Water,NULL,Water,NULL,Bareland,Cropland
4811,Cropland,NULL,Water,NULL,Water,NULL,Bareland,Bareland
4812,Cropland,NULL,Water,NULL,Water,NULL,Built-up,Water
4813,Cropland,NULL,Water,NULL,Water,NULL,Water,Grassland
4814,Cropland,NULL,Water,NULL,Water,NULL,Water,Cropland
4815,Cropland,NULL,Water,NULL,Water,NULL,Water,Bareland
4816,Cropland,NULL,Water,NULL,Water,NULL,Water,Water
4817,Cropland,NULL,Water,NULL,Water,NULL,Water,Forest
4818,Cropland,NULL,Water,NULL,Water,Cropland,NULL,Forest
4819,Cropland,NULL,Water,NULL,Water,Cropland,Built-up,Cropland
4820,Cropland,NULL,Water,NULL,Water,Cropland,Water,Grassland
4821,Cropland,NULL,Water,NULL,Water,Cropland,Water,Forest
4822,Cropland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
4823,Cropland,NULL,Water,NULL,Water,Bareland,NULL,Water
4824,Cropland,NULL,Water,NULL,Water,Bareland,Built-up,Bareland
4825,Cropland,NULL,Water,NULL,Water,Built-up,Built-up,Grassland
4826,Cropland,NULL,Water,NULL,Water,Built-up,Built-up,Water
4827,Cropland,NULL,Water,NULL,Water,Water,NULL,Bareland
4828,Cropland,NULL,Water,NULL,Water,Water,NULL,Forest
4829,Cropland,NULL,Water,NULL,Water,Water,Bareland,Bareland
4830,Cropland,NULL,Water,NULL,Water,Water,Built-up,Cropland
4831,Cropland,NULL,Water,NULL,Water,Water,Built-up,Water
4832,Cropland,NULL,Water,NULL,Water,Water,Water,Water
4833,Cropland,NULL,Water,NULL,Water,Water,Water,Forest
4834,Cropland,NULL,Water,NULL,Water,Forest,Wetland,Wetland
4835,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
4836,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
4837,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
4838,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
4839,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
4840,Cropland,NULL,Water,Non_Water,Water,NULL,Wetland,Water
4841,Cropland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
4842,Cropland,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
4843,Cropland,NULL,Water,Non_Water,Water,Grassland,NULL,Water
4844,Cropland,NULL,Water,Non_Water,Water,Cropland,Bareland,Grassland
4845,Cropland,NULL,Water,Non_Water,Water,Bareland,NULL,Forest
4846,Cropland,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
4847,Cropland,NULL,Water,Non_Water,Water,Water,Water,Grassland
4848,Cropland,NULL,Water,Non_Water,Water,Water,Water,Bareland
4849,Cropland,NULL,Water,Non_Water,Water,Forest,NULL,Wetland
4850,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
4851,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
4852,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
4853,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
4854,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
4855,Cropland,NULL,Water,Water,Water,NULL,Wetland,Forest
4856,Cropland,NULL,Water,Water,Water,NULL,Built-up,Grassland
4857,Cropland,NULL,Water,Water,Water,NULL,Water,Grassland
4858,Cropland,NULL,Water,Water,Water,NULL,Water,Water
4859,Cropland,NULL,Water,Water,Water,NULL,Water,Forest
4860,Cropland,NULL,Water,Water,Water,Grassland,NULL,Grassland
4861,Cropland,NULL,Water,Water,Water,Cropland,Water,Water
4862,Cropland,NULL,Water,Water,Water,Wetland,Water,Water
4863,Cropland,NULL,Water,Water,Water,Bareland,NULL,Water
4864,Cropland,NULL,Water,Water,Water,Bareland,Water,Grassland
4865,Cropland,NULL,Water,Water,Water,Bareland,Water,Water
4866,Cropland,NULL,Water,Water,Water,Bareland,Forest,Grassland
4867,Cropland,NULL,Water,Water,Water,Bareland,Forest,Bareland
4868,Cropland,NULL,Water,Water,Water,Water,NULL,Water
4869,Cropland,NULL,Water,Water,Water,Water,NULL,Forest
4870,Cropland,NULL,Water,Water,Water,Water,Water,Bareland
4871,Cropland,NULL,Water,Water,Water,Water,Water,Water
4872,Cropland,NULL,Water,Water,Water,Water,Forest,Water
4873,Cropland,NULL,Water,Water,Water,Forest,Water,Water
4874,Cropland,NULL,Water,Water,Water,Forest,Water,Forest
4875,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4876,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4877,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4878,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4879,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4880,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4881,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
4882,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4883,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4884,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4885,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4886,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4887,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4888,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4889,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4890,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4891,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
4892,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4893,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
4894,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
4895,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
4896,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Water
4897,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4898,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
4899,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
4900,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
4901,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
4902,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
4903,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Cropland
4904,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
4905,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
4906,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4907,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4908,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
4909,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
4910,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
4911,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
4912,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4913,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4914,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
4915,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4916,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4917,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4918,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4919,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Cropland
4920,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4921,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4922,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4923,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4924,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4925,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4926,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4927,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4928,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4929,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4930,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4931,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4932,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
4933,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4934,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
4935,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4936,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4937,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4938,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4939,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4940,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4941,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4942,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4943,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
4944,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
4945,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
4946,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Forest
4947,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
4948,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4949,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
4950,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Bareland
4951,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4952,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
4953,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4954,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
4955,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4956,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
4957,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
4958,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4959,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4960,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4961,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4962,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4963,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4964,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4965,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
4966,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4967,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4968,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4969,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4970,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4971,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
4972,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
4973,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4974,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4975,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4976,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4977,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4978,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
4979,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4980,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
4981,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
4982,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4983,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
4984,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4985,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
4986,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
4987,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
4988,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
4989,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
4990,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
4991,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
4992,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
4993,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
4994,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Cropland
4995,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
4996,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
4997,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
4998,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4999,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5000,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
5001,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
5002,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
5003,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5004,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5005,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5006,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5007,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5008,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5009,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5010,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Cropland
5011,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Bareland
5012,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
5013,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
5014,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5015,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5016,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5017,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
5018,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
5019,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5020,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5021,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
5022,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5023,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
5024,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
5025,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5026,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5027,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5028,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5029,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Water
5030,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5031,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
5032,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
5033,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5034,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5035,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
5036,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Forest,Forest
5037,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5038,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
5039,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Built-up,Forest
5040,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
5041,Cropland,NULL,Forest,Non_Water,Non_Wetland,Built-up,NULL,Forest
5042,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
5043,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
5044,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5045,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5046,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
5047,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
5048,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
5049,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Built-up,Water
5050,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
5051,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
5052,Cropland,NULL,Forest,Water,Non_Wetland,Water,Built-up,Water
5053,Cropland,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
5054,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5055,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5056,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
5057,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5058,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5059,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
5060,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5061,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5062,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
5063,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
5064,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
5065,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
5066,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5067,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5068,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
5069,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
5070,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5071,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5072,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5073,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
5074,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5075,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5076,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
5077,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5078,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5079,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5080,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5081,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
5082,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5083,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
5084,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5085,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
5086,Wetland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
5087,Wetland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
5088,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5089,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
5090,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5091,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
5092,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5093,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
5094,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5095,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
5096,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
5097,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5098,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5099,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5100,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
5101,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5102,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
5103,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5104,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5105,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5106,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
5107,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
5108,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5109,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
5110,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5111,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
5112,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5113,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
5114,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
5115,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
5116,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
5117,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
5118,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
5119,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
5120,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
5121,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
5122,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
5123,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
5124,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5125,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
5126,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
5127,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
5128,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5129,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5130,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
