Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTA_M_R
448,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
449,Bareland,NULL,Forest,Water,Non_Wetland,Water
450,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
451,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
452,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
453,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
454,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
455,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
456,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
457,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
458,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
459,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
460,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
461,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
462,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
463,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
464,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
465,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
466,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
467,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
468,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
469,Bareland,Bareland,Wetland,NULL,Wetland,Water
470,Bareland,Bareland,Wetland,NULL,Wetland,Forest
471,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
472,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
473,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
474,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
475,Bareland,Bareland,Wetland,Water,Wetland,Grassland
476,Bareland,Bareland,Wetland,Water,Wetland,Cropland
477,Bareland,Bareland,Wetland,Water,Wetland,Bareland
478,Bareland,Bareland,Wetland,Water,Wetland,Water
479,Bareland,Bareland,Wetland,Water,Wetland,Forest
480,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
481,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
482,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
483,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
484,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
485,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
486,Bareland,Bareland,Water,NULL,Water,Water
487,Bareland,Bareland,Water,NULL,Water,Forest
488,Bareland,Bareland,Water,Non_Water,Water,Water
489,Bareland,Bareland,Water,Non_Water,Water,Forest
490,Bareland,Bareland,Water,Water,Water,Grassland
491,Bareland,Bareland,Water,Water,Water,Bareland
492,Bareland,Bareland,Water,Water,Water,Water
493,Bareland,Bareland,Water,Water,Water,Forest
494,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
495,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
496,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
497,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
498,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
499,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
500,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
501,Bareland,Bareland,Forest,Water,Non_Wetland,Water
502,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
503,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
504,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
505,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
506,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
507,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
508,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
509,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
510,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
511,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
512,Bareland,Water,Shrubland,Water,Non_Wetland,Water
513,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
514,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
515,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up
516,Bareland,Water,Cropland,NULL,Non_Wetland,Water
517,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
518,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
519,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
520,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
521,Bareland,Water,Cropland,Water,Non_Wetland,Water
522,Bareland,Water,Wetland,NULL,Wetland,Bareland
523,Bareland,Water,Wetland,NULL,Wetland,Water
524,Bareland,Water,Wetland,NULL,Wetland,Forest
525,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
526,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
527,Bareland,Water,Wetland,Non_Water,Wetland,Water
528,Bareland,Water,Wetland,Non_Water,Wetland,Forest
529,Bareland,Water,Wetland,Water,Wetland,Grassland
530,Bareland,Water,Wetland,Water,Wetland,Bareland
531,Bareland,Water,Wetland,Water,Wetland,Water
532,Bareland,Water,Wetland,Water,Wetland,Forest
533,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
534,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
535,Bareland,Water,Bareland,Water,Non_Wetland,Water
536,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
537,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
538,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
539,Bareland,Water,Built-up,Water,Non_Wetland,Water
540,Bareland,Water,Water,NULL,Water,Bareland
541,Bareland,Water,Water,NULL,Water,Water
542,Bareland,Water,Water,Non_Water,Water,Water
543,Bareland,Water,Water,Non_Water,Water,Forest
544,Bareland,Water,Water,Water,Water,Water
545,Bareland,Water,Water,Water,Water,Forest
546,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
547,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
548,Bareland,Water,Forest,NULL,Non_Wetland,Water
549,Bareland,Water,Forest,NULL,Non_Wetland,Forest
550,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
551,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
552,Bareland,Water,Forest,Water,Non_Wetland,Grassland
553,Bareland,Water,Forest,Water,Non_Wetland,Water
554,Bareland,Water,Forest,Water,Non_Wetland,Forest
555,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
556,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
557,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
558,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
559,Bareland,Forest,Cropland,Water,Non_Wetland,Forest
560,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland
561,Bareland,Forest,Wetland,Non_Water,Wetland,Water
562,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
563,Bareland,Forest,Wetland,Water,Wetland,Water
564,Bareland,Forest,Wetland,Water,Wetland,Forest
565,Bareland,Forest,Bareland,Water,Non_Wetland,Water
566,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
567,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
568,Bareland,Forest,Built-up,Water,Non_Wetland,Water
569,Bareland,Forest,Water,Water,Water,Grassland
570,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
571,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
572,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
573,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
574,Bareland,Forest,Forest,Water,Non_Wetland,Water
575,Bareland,Forest,Forest,Water,Non_Wetland,Forest
576,Water,NULL,NULL,NULL,Non_Wetland,Grassland
577,Water,NULL,NULL,NULL,Non_Wetland,Bareland
578,Water,NULL,NULL,NULL,Non_Wetland,Forest
579,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
580,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
581,Water,NULL,Shrubland,NULL,Non_Wetland,Water
582,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
583,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
584,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
585,Water,NULL,Shrubland,Water,Non_Wetland,Water
586,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
587,Water,NULL,Grassland,NULL,Non_Wetland,Forest
588,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
589,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
590,Water,NULL,Cropland,NULL,Non_Wetland,Forest
591,Water,NULL,Wetland,NULL,Wetland,Wetland
592,Water,NULL,Wetland,NULL,Wetland,Water
593,Water,NULL,Wetland,NULL,Wetland,Forest
594,Water,NULL,Wetland,Non_Water,Wetland,Grassland
595,Water,NULL,Wetland,Non_Water,Wetland,Bareland
596,Water,NULL,Wetland,Non_Water,Wetland,Water
597,Water,NULL,Wetland,Non_Water,Wetland,Forest
598,Water,NULL,Wetland,Water,Wetland,Grassland
599,Water,NULL,Wetland,Water,Wetland,Wetland
600,Water,NULL,Wetland,Water,Wetland,Water
601,Water,NULL,Wetland,Water,Wetland,Forest
602,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
603,Water,NULL,Bareland,NULL,Non_Wetland,Forest
604,Water,NULL,Bareland,Water,Non_Wetland,Water
605,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
606,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
607,Water,NULL,Built-up,NULL,Non_Wetland,Forest
608,Water,NULL,Water,NULL,Water,Grassland
609,Water,NULL,Water,NULL,Water,Water
610,Water,NULL,Water,Non_Water,Water,Water
611,Water,NULL,Water,Water,Water,Grassland
612,Water,NULL,Water,Water,Water,Wetland
613,Water,NULL,Water,Water,Water,Water
614,Water,NULL,Water,Water,Water,Forest
615,Water,NULL,Forest,NULL,Non_Wetland,Grassland
616,Water,NULL,Forest,NULL,Non_Wetland,Bareland
617,Water,NULL,Forest,NULL,Non_Wetland,Water
618,Water,NULL,Forest,NULL,Non_Wetland,Forest
619,Water,NULL,Forest,Non_Water,Non_Wetland,Water
620,Water,NULL,Forest,Water,Non_Wetland,Wetland
621,Water,NULL,Forest,Water,Non_Wetland,Water
622,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
623,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
624,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
625,Water,Wetland,Wetland,NULL,Wetland,Grassland
626,Water,Wetland,Wetland,NULL,Wetland,Wetland
627,Water,Wetland,Wetland,NULL,Wetland,Water
628,Water,Wetland,Wetland,NULL,Wetland,Forest
629,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
630,Water,Wetland,Wetland,Non_Water,Wetland,Water
631,Water,Wetland,Wetland,Non_Water,Wetland,Forest
632,Water,Wetland,Wetland,Water,Wetland,Grassland
633,Water,Wetland,Wetland,Water,Wetland,Wetland
634,Water,Wetland,Wetland,Water,Wetland,Water
635,Water,Wetland,Wetland,Water,Wetland,Forest
636,Water,Wetland,Water,NULL,Water,Grassland
637,Water,Wetland,Water,NULL,Water,Water
638,Water,Wetland,Water,NULL,Water,Forest
639,Water,Wetland,Water,Non_Water,Water,Water
640,Water,Wetland,Water,Non_Water,Water,Forest
641,Water,Wetland,Water,Water,Water,Grassland
642,Water,Wetland,Water,Water,Water,Wetland
643,Water,Wetland,Water,Water,Water,Water
644,Water,Wetland,Water,Water,Water,Forest
645,Water,Wetland,Forest,NULL,Non_Wetland,Water
646,Water,Wetland,Forest,NULL,Non_Wetland,Forest
647,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
648,Water,Wetland,Forest,Water,Non_Wetland,Forest
649,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
650,Water,Bareland,NULL,NULL,Non_Wetland,Forest
651,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
652,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
653,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
654,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
655,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
656,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
657,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
658,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
659,Water,Bareland,Grassland,Water,Non_Wetland,Water
660,Water,Bareland,Grassland,Water,Non_Wetland,Forest
661,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
662,Water,Bareland,Cropland,NULL,Non_Wetland,Water
663,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
664,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
665,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
666,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
667,Water,Bareland,Cropland,Water,Non_Wetland,Water
668,Water,Bareland,Cropland,Water,Non_Wetland,Forest
669,Water,Bareland,Wetland,NULL,Wetland,Water
670,Water,Bareland,Wetland,NULL,Wetland,Forest
671,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
672,Water,Bareland,Wetland,Non_Water,Wetland,Water
673,Water,Bareland,Wetland,Non_Water,Wetland,Forest
674,Water,Bareland,Wetland,Water,Wetland,Bareland
675,Water,Bareland,Wetland,Water,Wetland,Water
676,Water,Bareland,Wetland,Water,Wetland,Forest
677,Water,Bareland,Bareland,Water,Non_Wetland,Water
678,Water,Bareland,Bareland,Water,Non_Wetland,Forest
679,Water,Bareland,Built-up,NULL,Non_Wetland,Forest
680,Water,Bareland,Water,NULL,Water,Water
681,Water,Bareland,Water,NULL,Water,Forest
682,Water,Bareland,Water,Non_Water,Water,Water
683,Water,Bareland,Water,Non_Water,Water,Forest
684,Water,Bareland,Water,Water,Water,Grassland
685,Water,Bareland,Water,Water,Water,Bareland
686,Water,Bareland,Water,Water,Water,Water
687,Water,Bareland,Water,Water,Water,Forest
688,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
689,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
690,Water,Bareland,Forest,NULL,Non_Wetland,Water
691,Water,Bareland,Forest,NULL,Non_Wetland,Forest
692,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
693,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
694,Water,Bareland,Forest,Water,Non_Wetland,Bareland
695,Water,Bareland,Forest,Water,Non_Wetland,Water
696,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
697,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
698,Water,Built-up,Shrubland,Water,Non_Wetland,Water
699,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
700,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
701,Water,Built-up,Cropland,NULL,Non_Wetland,Water
702,Water,Built-up,Cropland,Water,Non_Wetland,Water
703,Water,Built-up,Wetland,NULL,Wetland,Forest
704,Water,Built-up,Wetland,Water,Wetland,Grassland
705,Water,Built-up,Bareland,NULL,Non_Wetland,Water
706,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water
707,Water,Built-up,Bareland,Water,Non_Wetland,Water
708,Water,Built-up,Built-up,NULL,Non_Wetland,Water
709,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
710,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water
711,Water,Built-up,Built-up,Water,Non_Wetland,Water
712,Water,Built-up,Water,Water,Water,Water
713,Water,Built-up,Water,Water,Water,Forest
714,Water,Built-up,Forest,NULL,Non_Wetland,Water
715,Water,Built-up,Forest,NULL,Non_Wetland,Forest
716,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
717,Water,Built-up,Forest,Water,Non_Wetland,Water
718,Water,Water,NULL,NULL,Non_Wetland,Grassland
719,Water,Water,NULL,NULL,Non_Wetland,Water
720,Water,Water,NULL,NULL,Non_Wetland,Forest
721,Water,Water,NULL,Non_Water,Non_Wetland,Water
722,Water,Water,NULL,Non_Water,Non_Wetland,Forest
723,Water,Water,NULL,Water,Non_Wetland,Grassland
724,Water,Water,NULL,Water,Non_Wetland,Water
725,Water,Water,NULL,Water,Non_Wetland,Forest
726,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
727,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
728,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
729,Water,Water,Shrubland,NULL,Non_Wetland,Water
730,Water,Water,Shrubland,NULL,Non_Wetland,Forest
731,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
732,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
733,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
734,Water,Water,Shrubland,Water,Non_Wetland,Grassland
735,Water,Water,Shrubland,Water,Non_Wetland,Water
736,Water,Water,Shrubland,Water,Non_Wetland,Forest
737,Water,Water,Grassland,NULL,Non_Wetland,Grassland
738,Water,Water,Grassland,NULL,Non_Wetland,Water
739,Water,Water,Grassland,NULL,Non_Wetland,Forest
740,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
741,Water,Water,Grassland,Non_Water,Non_Wetland,Water
742,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
743,Water,Water,Grassland,Water,Non_Wetland,Water
744,Water,Water,Cropland,NULL,Non_Wetland,Grassland
745,Water,Water,Cropland,NULL,Non_Wetland,Bareland
746,Water,Water,Cropland,NULL,Non_Wetland,Water
747,Water,Water,Cropland,NULL,Non_Wetland,Forest
748,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
749,Water,Water,Cropland,Non_Water,Non_Wetland,Water
750,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
751,Water,Water,Cropland,Water,Non_Wetland,Grassland
752,Water,Water,Cropland,Water,Non_Wetland,Water
753,Water,Water,Cropland,Water,Non_Wetland,Forest
754,Water,Water,Wetland,NULL,Wetland,NULL
755,Water,Water,Wetland,NULL,Wetland,Grassland
756,Water,Water,Wetland,NULL,Wetland,Wetland
757,Water,Water,Wetland,NULL,Wetland,Bareland
758,Water,Water,Wetland,NULL,Wetland,Water
759,Water,Water,Wetland,NULL,Wetland,Forest
760,Water,Water,Wetland,Non_Water,Wetland,Grassland
761,Water,Water,Wetland,Non_Water,Wetland,Cropland
762,Water,Water,Wetland,Non_Water,Wetland,Wetland
763,Water,Water,Wetland,Non_Water,Wetland,Bareland
764,Water,Water,Wetland,Non_Water,Wetland,Water
765,Water,Water,Wetland,Non_Water,Wetland,Forest
766,Water,Water,Wetland,Water,Wetland,Grassland
767,Water,Water,Wetland,Water,Wetland,Cropland
768,Water,Water,Wetland,Water,Wetland,Wetland
769,Water,Water,Wetland,Water,Wetland,Bareland
770,Water,Water,Wetland,Water,Wetland,Water
771,Water,Water,Wetland,Water,Wetland,Forest
772,Water,Water,Bareland,NULL,Non_Wetland,Bareland
773,Water,Water,Bareland,NULL,Non_Wetland,Water
774,Water,Water,Bareland,NULL,Non_Wetland,Forest
775,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
776,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
777,Water,Water,Bareland,Water,Non_Wetland,Grassland
778,Water,Water,Bareland,Water,Non_Wetland,Wetland
779,Water,Water,Bareland,Water,Non_Wetland,Water
780,Water,Water,Bareland,Water,Non_Wetland,Forest
781,Water,Water,Built-up,NULL,Non_Wetland,Grassland
782,Water,Water,Built-up,NULL,Non_Wetland,Water
783,Water,Water,Built-up,NULL,Non_Wetland,Forest
784,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
785,Water,Water,Built-up,Non_Water,Non_Wetland,Water
786,Water,Water,Built-up,Water,Non_Wetland,Bareland
787,Water,Water,Built-up,Water,Non_Wetland,Water
788,Water,Water,Built-up,Water,Non_Wetland,Forest
789,Water,Water,Water,NULL,Water,Grassland
790,Water,Water,Water,NULL,Water,Wetland
791,Water,Water,Water,NULL,Water,Bareland
792,Water,Water,Water,NULL,Water,Water
793,Water,Water,Water,NULL,Water,Forest
794,Water,Water,Water,Non_Water,Water,Grassland
795,Water,Water,Water,Non_Water,Water,Bareland
796,Water,Water,Water,Non_Water,Water,Water
797,Water,Water,Water,Non_Water,Water,Forest
798,Water,Water,Water,Water,Water,Grassland
799,Water,Water,Water,Water,Water,Wetland
800,Water,Water,Water,Water,Water,Bareland
801,Water,Water,Water,Water,Water,Water
802,Water,Water,Water,Water,Water,Forest
803,Water,Water,Forest,NULL,Non_Wetland,Grassland
804,Water,Water,Forest,NULL,Non_Wetland,Cropland
805,Water,Water,Forest,NULL,Non_Wetland,Bareland
806,Water,Water,Forest,NULL,Non_Wetland,Water
807,Water,Water,Forest,NULL,Non_Wetland,Forest
808,Water,Water,Forest,Non_Water,Non_Wetland,NULL
809,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
810,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
811,Water,Water,Forest,Non_Water,Non_Wetland,Water
812,Water,Water,Forest,Non_Water,Non_Wetland,Forest
813,Water,Water,Forest,Water,Non_Wetland,Grassland
814,Water,Water,Forest,Water,Non_Wetland,Bareland
815,Water,Water,Forest,Water,Non_Wetland,Water
816,Water,Water,Forest,Water,Non_Wetland,Forest
817,Water,Forest,NULL,NULL,Non_Wetland,Grassland
818,Water,Forest,NULL,NULL,Non_Wetland,Bareland
819,Water,Forest,NULL,NULL,Non_Wetland,Forest
820,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
821,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
822,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
823,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
824,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
825,Water,Forest,Shrubland,Water,Non_Wetland,Water
826,Water,Forest,Shrubland,Water,Non_Wetland,Forest
827,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
828,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
829,Water,Forest,Cropland,NULL,Non_Wetland,Forest
830,Water,Forest,Cropland,Non_Water,Non_Wetland,Water
831,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
832,Water,Forest,Wetland,NULL,Wetland,Wetland
833,Water,Forest,Wetland,NULL,Wetland,Water
834,Water,Forest,Wetland,NULL,Wetland,Forest
835,Water,Forest,Wetland,Non_Water,Wetland,Grassland
836,Water,Forest,Wetland,Non_Water,Wetland,Bareland
837,Water,Forest,Wetland,Non_Water,Wetland,Water
838,Water,Forest,Wetland,Non_Water,Wetland,Forest
839,Water,Forest,Wetland,Water,Wetland,Grassland
840,Water,Forest,Wetland,Water,Wetland,Water
841,Water,Forest,Wetland,Water,Wetland,Forest
842,Water,Forest,Bareland,NULL,Non_Wetland,Forest
843,Water,Forest,Bareland,Water,Non_Wetland,Water
844,Water,Forest,Built-up,NULL,Non_Wetland,Forest
845,Water,Forest,Water,NULL,Water,Forest
846,Water,Forest,Water,Non_Water,Water,Water
847,Water,Forest,Water,Non_Water,Water,Forest
848,Water,Forest,Water,Water,Water,Grassland
849,Water,Forest,Water,Water,Water,Water
850,Water,Forest,Water,Water,Water,Forest
851,Water,Forest,Forest,NULL,Non_Wetland,Grassland
852,Water,Forest,Forest,NULL,Non_Wetland,Bareland
853,Water,Forest,Forest,NULL,Non_Wetland,Water
854,Water,Forest,Forest,NULL,Non_Wetland,Forest
855,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
856,Water,Forest,Forest,Water,Non_Wetland,Grassland
857,Water,Forest,Forest,Water,Non_Wetland,Water
858,Water,Forest,Forest,Water,Non_Wetland,Forest
859,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
860,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
861,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Forest
862,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
863,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
864,Permanent_ice_and_snow,Built-up,Forest,Water,Non_Wetland,Forest
865,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
866,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
867,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
868,Forest,NULL,NULL,NULL,Non_Wetland,Forest
869,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
870,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
871,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
872,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
873,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
874,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
875,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
876,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
877,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
878,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
879,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
880,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
881,Forest,NULL,Shrubland,Water,Non_Wetland,Water
882,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
883,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
884,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
885,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
886,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
887,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
888,Forest,NULL,Grassland,Water,Non_Wetland,Water
889,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
890,Forest,NULL,Cropland,NULL,Non_Wetland,Water
891,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
892,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
893,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
894,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
895,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
896,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
897,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
898,Forest,NULL,Cropland,Water,Non_Wetland,Water
899,Forest,NULL,Cropland,Water,Non_Wetland,Forest
900,Forest,NULL,Wetland,NULL,Wetland,NULL
901,Forest,NULL,Wetland,NULL,Wetland,Grassland
902,Forest,NULL,Wetland,NULL,Wetland,Wetland
903,Forest,NULL,Wetland,NULL,Wetland,Bareland
904,Forest,NULL,Wetland,NULL,Wetland,Water
905,Forest,NULL,Wetland,NULL,Wetland,Forest
906,Forest,NULL,Wetland,Non_Water,Wetland,NULL
907,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
908,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
909,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
910,Forest,NULL,Wetland,Non_Water,Wetland,Water
911,Forest,NULL,Wetland,Non_Water,Wetland,Forest
912,Forest,NULL,Wetland,Water,Wetland,NULL
913,Forest,NULL,Wetland,Water,Wetland,Grassland
914,Forest,NULL,Wetland,Water,Wetland,Wetland
