Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTU_M_R
1522,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1523,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
1524,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1525,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1526,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1527,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1528,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1529,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
1530,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1531,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
1532,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1533,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
1534,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1535,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1536,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
1537,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1538,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1539,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1540,Bareland,Bareland,Wetland,Water,Wetland,Water,Forest,Grassland
1541,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1542,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1543,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1544,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1545,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1546,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1547,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1548,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1549,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Water
1550,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
1551,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1552,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Bareland
1553,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
1554,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1555,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1556,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Forest
1557,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1558,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1559,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
1560,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Grassland
1561,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Bareland
1562,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
1563,Bareland,Bareland,Water,NULL,Water,Wetland,Water,Grassland
1564,Bareland,Bareland,Water,NULL,Water,Water,Water,Grassland
1565,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
1566,Bareland,Bareland,Water,Non_Water,Water,Wetland,Water,Grassland
1567,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Grassland
1568,Bareland,Bareland,Water,Water,Water,Grassland,Water,Grassland
1569,Bareland,Bareland,Water,Water,Water,Wetland,Water,Grassland
1570,Bareland,Bareland,Water,Water,Water,Water,Wetland,Grassland
1571,Bareland,Bareland,Water,Water,Water,Water,Wetland,Wetland
1572,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
1573,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
1574,Bareland,Bareland,Water,Water,Water,Water,Water,Wetland
1575,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
1576,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1577,Bareland,Bareland,Water,Water,Water,Water,Forest,Grassland
1578,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1579,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1580,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1581,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1582,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1583,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Grassland
1584,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1585,Bareland,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
1586,Bareland,Built-up,Water,Water,Water,Water,Wetland,Grassland
1587,Bareland,Built-up,Water,Water,Water,Water,Water,Grassland
1588,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1589,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1590,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1591,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1592,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1593,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1594,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1595,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1596,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1597,Bareland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1598,Bareland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1599,Bareland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1600,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1601,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1602,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1603,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1604,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1605,Bareland,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1606,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1607,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
1608,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
1609,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1610,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1611,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1612,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1613,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1614,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1615,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1616,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1617,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1618,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1619,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1620,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1621,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1622,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1623,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1624,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1625,Bareland,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1626,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1627,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1628,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1629,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1630,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1631,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1632,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
1633,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
1634,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1635,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1636,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1637,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1638,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1639,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1640,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1641,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1642,Bareland,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
1643,Bareland,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
1644,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1645,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1646,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
1647,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1648,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
1649,Bareland,Water,Wetland,Water,Wetland,Water,Forest,Grassland
1650,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1651,Bareland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1652,Bareland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1653,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1654,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1655,Bareland,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1656,Bareland,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1657,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
1658,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
1659,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1660,Bareland,Water,Water,NULL,Water,Wetland,Water,Grassland
1661,Bareland,Water,Water,NULL,Water,Wetland,Water,Forest
1662,Bareland,Water,Water,NULL,Water,Water,Wetland,Grassland
1663,Bareland,Water,Water,NULL,Water,Water,Water,Grassland
1664,Bareland,Water,Water,NULL,Water,Water,Water,Water
1665,Bareland,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
1666,Bareland,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1667,Bareland,Water,Water,Non_Water,Water,Water,Water,Grassland
1668,Bareland,Water,Water,Water,Water,Grassland,Water,Grassland
1669,Bareland,Water,Water,Water,Water,Wetland,Water,Grassland
1670,Bareland,Water,Water,Water,Water,Wetland,Water,Water
1671,Bareland,Water,Water,Water,Water,Wetland,Water,Forest
1672,Bareland,Water,Water,Water,Water,Water,Wetland,Grassland
1673,Bareland,Water,Water,Water,Water,Water,Wetland,Water
1674,Bareland,Water,Water,Water,Water,Water,Water,Grassland
1675,Bareland,Water,Water,Water,Water,Water,Water,Wetland
1676,Bareland,Water,Water,Water,Water,Water,Water,Bareland
1677,Bareland,Water,Water,Water,Water,Water,Water,Water
1678,Bareland,Water,Water,Water,Water,Water,Water,Forest
1679,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1680,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1681,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1682,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1683,Bareland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1684,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1685,Bareland,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
1686,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1687,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1688,Bareland,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1689,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1690,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1691,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1692,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1693,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1694,Bareland,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1695,Bareland,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1696,Bareland,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1697,Bareland,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1698,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
1699,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1700,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1701,Bareland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1702,Bareland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1703,Bareland,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
1704,Bareland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1705,Bareland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1706,Bareland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1707,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1708,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1709,Bareland,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1710,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1711,Bareland,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1712,Bareland,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1713,Bareland,Forest,Built-up,Water,Non_Wetland,Water,Water,Grassland
1714,Bareland,Forest,Water,NULL,Water,Water,Water,Forest
1715,Bareland,Forest,Water,Non_Water,Water,Water,Water,Forest
1716,Bareland,Forest,Water,Water,Water,Wetland,Water,Grassland
1717,Bareland,Forest,Water,Water,Water,Water,Water,Grassland
1718,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1719,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1720,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1721,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1722,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1723,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1724,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
1725,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1726,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1727,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
1728,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1729,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1730,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1731,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
1732,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1733,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
1734,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1735,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1736,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1737,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1738,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1739,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1740,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1741,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1742,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
1743,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1744,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1745,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1746,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
1747,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
1748,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1749,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1750,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1751,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1752,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1753,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1754,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1755,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1756,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1757,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
1758,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Water
1759,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1760,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1761,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1762,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1763,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1764,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1765,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1766,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1767,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1768,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1769,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
1770,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1771,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1772,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1773,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1774,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1775,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1776,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1777,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1778,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
1779,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1780,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1781,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
1782,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
1783,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
1784,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
1785,Water,NULL,Water,NULL,Water,Water,Water,Grassland
1786,Water,NULL,Water,NULL,Water,Water,Water,Water
1787,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
1788,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1789,Water,NULL,Water,Non_Water,Water,Wetland,Forest,Grassland
1790,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1791,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
1792,Water,NULL,Water,Non_Water,Water,Water,Water,Water
1793,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
1794,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1795,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1796,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
1797,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
1798,Water,NULL,Water,Water,Water,Wetland,Water,Water
1799,Water,NULL,Water,Water,Water,Wetland,Water,Forest
1800,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
1801,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
1802,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
1803,Water,NULL,Water,Water,Water,Water,Wetland,Water
1804,Water,NULL,Water,Water,Water,Water,Bareland,Grassland
1805,Water,NULL,Water,Water,Water,Water,Water,Grassland
1806,Water,NULL,Water,Water,Water,Water,Water,Wetland
1807,Water,NULL,Water,Water,Water,Water,Water,Water
1808,Water,NULL,Water,Water,Water,Water,Water,Forest
1809,Water,NULL,Water,Water,Water,Water,Forest,Grassland
1810,Water,NULL,Water,Water,Water,Water,Forest,Wetland
1811,Water,NULL,Water,Water,Water,Water,Forest,Forest
1812,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1813,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1814,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1815,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1816,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1817,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1818,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Water
1819,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
1820,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1821,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1822,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1823,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1824,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
1825,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1826,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Water
1827,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1828,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1829,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1830,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
1831,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1832,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1833,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
1834,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1835,Water,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1836,Water,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Water
1837,Water,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
1838,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1839,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
1840,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Water
1841,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1842,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1843,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1844,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1845,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1846,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1847,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1848,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1849,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1850,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1851,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1852,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
1853,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1854,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
1855,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1856,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1857,Water,Wetland,NULL,Water,Non_Wetland,NULL,Water,Forest
1858,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1859,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1860,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
1861,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
1862,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1863,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
1864,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
1865,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
1866,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
1867,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
1868,Water,Wetland,NULL,Water,Non_Wetland,Water,Forest,Water
1869,Water,Wetland,NULL,Water,Non_Wetland,Water,Forest,Forest
1870,Water,Wetland,NULL,Water,Non_Wetland,Forest,Water,Forest
1871,Water,Wetland,NULL,Water,Non_Wetland,Forest,Forest,Forest
1872,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1873,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
1874,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1875,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1876,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1877,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1878,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1879,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
1880,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
