Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFQ_M_R
333,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
334,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
335,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
336,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
337,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
338,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
339,Wetland,Water,Water,Water,Water,NULL,NULL,Water
340,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
341,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Grassland
342,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
343,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
344,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
345,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
346,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
347,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
348,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
349,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
350,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
351,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
352,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
353,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
354,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
355,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
356,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
357,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
358,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
359,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
360,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
361,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
362,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
363,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
364,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
365,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
366,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
367,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
368,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
369,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
370,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
371,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
372,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
373,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
374,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
375,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
376,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
377,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
378,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
379,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
380,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
381,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
382,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
383,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
384,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
385,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
386,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
387,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
388,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
389,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
390,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
391,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
392,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
393,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
394,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
395,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
396,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
397,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
398,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
399,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
400,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
401,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
402,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
403,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
404,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
405,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
406,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
407,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
408,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
409,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
410,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
411,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
412,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
413,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
414,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
415,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
416,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
417,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
418,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
419,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
420,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
421,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
422,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
423,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
424,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
425,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
426,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
427,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
428,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
429,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
430,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
431,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
432,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
433,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
434,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
435,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
436,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
437,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
438,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
439,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
440,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
441,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
442,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
443,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
444,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
445,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
446,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
447,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
448,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
449,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
450,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
451,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
452,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
453,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
454,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
455,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
456,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
457,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
458,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
459,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
460,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
461,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
462,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
463,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
464,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
465,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
466,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
467,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
468,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
469,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
470,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
471,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
472,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
473,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
474,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
475,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
476,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
477,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
478,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
479,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
480,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
481,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
482,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
483,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
484,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
485,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
486,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
487,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
488,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
489,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
490,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
491,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
492,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
493,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
494,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
495,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
496,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
497,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
498,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
499,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
500,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
501,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
502,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
503,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
504,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
505,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
506,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
507,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
508,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
509,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
510,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
511,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
512,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
513,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
514,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
515,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
516,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
517,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
518,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
519,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
520,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
521,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
522,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
523,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
524,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
525,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
526,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
527,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
528,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
529,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
530,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
531,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
532,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
533,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
534,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
535,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
536,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
537,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
538,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
539,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
540,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
541,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
542,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
543,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
544,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
545,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
546,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
547,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
548,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
549,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
550,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
551,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
552,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
553,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
554,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
555,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
556,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
557,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
558,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
559,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
560,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
561,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
562,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
563,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
564,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
565,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
566,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
567,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
568,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
569,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
570,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
571,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
572,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
573,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
574,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
575,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
576,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
577,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
578,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
579,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
580,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
581,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
582,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
583,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
584,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
585,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
586,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
587,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
588,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
589,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
590,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
591,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
592,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
593,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
594,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
595,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
596,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
597,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
598,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
599,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
600,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
601,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
602,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
603,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
604,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
605,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
606,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
607,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
608,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
609,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
610,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
611,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
612,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
613,Bareland,Water,Water,Water,Water,NULL,NULL,Water
614,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
615,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
616,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Water
617,Bareland,Permanent_ice_and_snow,NULL,Water,Non_Wetland,NULL,NULL,Bareland
618,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
619,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
620,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Grassland
621,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
622,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Water
623,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
624,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL,NULL,Water
625,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Grassland
626,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
627,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
628,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
629,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
630,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Water
631,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
632,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
633,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
634,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,NULL,NULL,Water
635,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
636,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
637,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Grassland
638,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
639,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Water
640,Bareland,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Bareland
641,Bareland,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Water
642,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
643,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
645,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
646,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
647,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
648,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
649,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
650,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
651,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
652,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
653,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
654,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
655,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
656,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
657,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
658,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
659,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
660,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
661,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
662,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
663,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
664,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
665,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
666,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
667,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
668,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
