Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDJ_M_R
9055,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9056,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
9057,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Wetland
9058,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9059,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Forest,Wetland
9060,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9061,Wetland,Cropland,Water,NULL,Water,Shrubland,Shrubland,Water
9062,Wetland,Cropland,Water,NULL,Water,Shrubland,Wetland,Grassland
9063,Wetland,Cropland,Water,NULL,Water,Shrubland,Wetland,Wetland
9064,Wetland,Cropland,Water,NULL,Water,Shrubland,Water,Wetland
9065,Wetland,Cropland,Water,NULL,Water,Wetland,Shrubland,Grassland
9066,Wetland,Cropland,Water,NULL,Water,Wetland,Forest,Wetland
9067,Wetland,Cropland,Water,NULL,Water,Bareland,Water,Grassland
9068,Wetland,Cropland,Water,NULL,Water,Bareland,Water,Wetland
9069,Wetland,Cropland,Water,NULL,Water,Bareland,Water,Water
9070,Wetland,Cropland,Water,Non_Water,Water,Shrubland,Water,Wetland
9071,Wetland,Cropland,Water,Water,Water,Bareland,Wetland,Grassland
9072,Wetland,Cropland,Water,Water,Water,Bareland,Water,Wetland
9073,Wetland,Cropland,Water,Water,Water,Bareland,Water,Water
9074,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9075,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9076,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9077,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9078,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
9079,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9080,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9081,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9082,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9083,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9084,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9085,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
9086,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
9087,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9088,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9089,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
9090,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
9091,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
9092,Wetland,Cropland,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
9093,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
9094,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9095,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9096,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9097,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9098,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
9099,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
9100,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Water
9101,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
9102,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9103,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9104,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9105,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9106,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
9107,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9108,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9109,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9110,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9111,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
9112,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
9113,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
9114,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
9115,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
9116,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9117,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
9118,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Water
9119,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9120,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
9121,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9122,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
9123,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
9124,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
9125,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9126,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9127,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
9128,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
9129,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9130,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9131,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9132,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9133,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
9134,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
9135,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
9136,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9137,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
9138,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
9139,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
9140,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
9141,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
9142,Wetland,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9143,Wetland,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
9144,Wetland,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Water
9145,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
9146,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
9147,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
9148,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Shrubland,Forest
9149,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Wetland
9150,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Forest
9151,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9152,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9153,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9154,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9155,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9156,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9157,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9158,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9159,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9160,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9161,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9162,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9163,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9164,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
9165,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9166,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9167,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9168,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
9169,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9170,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
9171,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9172,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9173,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9174,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
9175,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9176,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9177,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9178,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9179,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9180,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
9181,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
9182,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
9183,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
9184,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9185,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
9186,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
9187,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
9188,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
9189,Wetland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9190,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9191,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9192,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9193,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9194,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9195,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
9196,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9197,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9198,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9199,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9200,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9201,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9202,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9203,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9204,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9205,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9206,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9207,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
9208,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
9209,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9210,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
9211,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
9212,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9213,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9214,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9215,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9216,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
9217,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9218,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9219,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
9220,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9221,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9222,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
9223,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9224,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
9225,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
9226,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
9227,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Water
9228,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
9229,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
9230,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Water
9231,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
9232,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
9233,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Water
9234,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
9235,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9236,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9237,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
9238,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
9239,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
9240,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Water
9241,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
9242,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9243,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9244,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9245,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
9246,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
9247,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Water
9248,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
9249,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
9250,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
9251,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
9252,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
9253,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
9254,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
9255,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
9256,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
9257,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Water
9258,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9259,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
9260,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
9261,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
9262,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
9263,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
9264,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
9265,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
9266,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
9267,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
9268,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
9269,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
9270,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
9271,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
9272,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
9273,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
9274,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
9275,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
9276,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9277,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9278,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9279,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
9280,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
9281,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
9282,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9283,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
9284,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9285,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9286,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9287,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
9288,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
9289,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
9290,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
9291,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
9292,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
9293,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
9294,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
9295,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9296,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
9297,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
9298,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
9299,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
9300,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
9301,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9302,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
9303,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9304,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
9305,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
9306,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
9307,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Water
9308,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
9309,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
9310,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
9311,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Water
9312,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Wetland
9313,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Shrubland,NULL
9314,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
9315,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9316,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
9317,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
9318,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
9319,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Shrubland,Wetland
9320,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
9321,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
9322,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
9323,Wetland,Wetland,Wetland,Water,Wetland,Water,Shrubland,Forest
9324,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
9325,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
9326,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
9327,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
9328,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
9329,Wetland,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9330,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9331,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
9332,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
9333,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
9334,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
9335,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Water
9336,Wetland,Wetland,Water,NULL,Water,NULL,Wetland,Wetland
9337,Wetland,Wetland,Water,NULL,Water,Shrubland,NULL,NULL
9338,Wetland,Wetland,Water,NULL,Water,Shrubland,Shrubland,Wetland
9339,Wetland,Wetland,Water,NULL,Water,Shrubland,Shrubland,Water
9340,Wetland,Wetland,Water,NULL,Water,Shrubland,Shrubland,Forest
9341,Wetland,Wetland,Water,NULL,Water,Shrubland,Wetland,Grassland
9342,Wetland,Wetland,Water,NULL,Water,Shrubland,Wetland,Wetland
9343,Wetland,Wetland,Water,NULL,Water,Shrubland,Wetland,Water
9344,Wetland,Wetland,Water,NULL,Water,Shrubland,Water,Wetland
9345,Wetland,Wetland,Water,NULL,Water,Shrubland,Water,Water
9346,Wetland,Wetland,Water,NULL,Water,Shrubland,Forest,Wetland
9347,Wetland,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
9348,Wetland,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
9349,Wetland,Wetland,Water,NULL,Water,Wetland,Shrubland,Wetland
9350,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
9351,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
9352,Wetland,Wetland,Water,NULL,Water,Bareland,NULL,Wetland
9353,Wetland,Wetland,Water,NULL,Water,Bareland,Shrubland,Grassland
9354,Wetland,Wetland,Water,NULL,Water,Bareland,Shrubland,Wetland
9355,Wetland,Wetland,Water,NULL,Water,Bareland,Wetland,Grassland
9356,Wetland,Wetland,Water,NULL,Water,Bareland,Wetland,Wetland
9357,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Grassland
9358,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Wetland
9359,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Water
9360,Wetland,Wetland,Water,NULL,Water,Water,NULL,Wetland
9361,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
9362,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Water
9363,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
9364,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
9365,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
9366,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
9367,Wetland,Wetland,Water,NULL,Water,Forest,Shrubland,Water
9368,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland,Grassland
9369,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Forest
9370,Wetland,Wetland,Water,Non_Water,Water,Shrubland,NULL,Grassland
9371,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
9372,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
9373,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Wetland,Grassland
9374,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Wetland,Wetland
9375,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Wetland,Water
9376,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Water,Wetland
