Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEF_M_R
687,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
688,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
689,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
690,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
691,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
692,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
693,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
694,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
695,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
696,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
697,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
698,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
699,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
700,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
701,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
702,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
703,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
704,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
705,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
706,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
707,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
708,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
709,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
710,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
711,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
712,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
713,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
714,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
715,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
716,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
717,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
718,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
719,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
720,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
721,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
722,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
723,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
724,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
725,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
726,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
727,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
728,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
729,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
730,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
731,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
732,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
733,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
734,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
735,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
736,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
737,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
738,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
739,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
740,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
741,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
742,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
743,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
744,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
745,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
746,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
747,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
748,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
749,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
750,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
751,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
752,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
753,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
754,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
755,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
756,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
757,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
758,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
759,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
760,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
761,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
762,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
763,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
764,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
765,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
766,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
767,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
768,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
769,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
770,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
771,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
772,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
773,Water,NULL,Water,NULL,Water,NULL,NULL,Water
774,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
775,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
776,Water,NULL,Water,Water,Water,NULL,NULL,Water
777,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
778,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
779,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
780,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
781,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
782,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
783,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
784,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
785,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
786,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
787,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
788,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
789,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
790,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
791,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
792,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
793,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
794,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
795,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
796,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
797,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
798,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
799,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
800,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
801,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
802,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
803,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
804,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
805,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
806,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
807,Water,Bareland,Water,Water,Water,NULL,NULL,Water
808,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
809,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
810,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
811,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
812,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
813,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
814,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
815,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
816,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
817,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
818,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
819,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
820,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
821,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
822,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
823,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
824,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
825,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
826,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
827,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
828,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
829,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
830,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
831,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
832,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
833,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
834,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
835,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
836,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
837,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
838,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
839,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
840,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
841,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
842,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
843,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
844,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
845,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
846,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
847,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
848,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
849,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
850,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
851,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
852,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
853,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
854,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
855,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
856,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
857,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
858,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
859,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
860,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
861,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
862,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
863,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
864,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
865,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
866,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
867,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
868,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
869,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
870,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
871,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
872,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
873,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
874,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
875,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
876,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
877,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
878,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
879,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
880,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
881,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
882,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
883,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
884,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
885,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
886,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
887,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
888,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
889,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
890,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
891,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
892,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
893,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
894,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
895,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
896,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
897,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
898,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
899,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
900,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
901,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
902,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
903,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
904,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
905,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
906,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
907,Water,Water,Water,NULL,Water,NULL,NULL,Water
908,Water,Water,Water,NULL,Water,NULL,NULL,Forest
909,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
910,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
911,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
912,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
913,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
914,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
915,Water,Water,Water,Water,Water,NULL,NULL,Grassland
916,Water,Water,Water,Water,Water,NULL,NULL,Cropland
917,Water,Water,Water,Water,Water,NULL,NULL,Wetland
918,Water,Water,Water,Water,Water,NULL,NULL,Bareland
919,Water,Water,Water,Water,Water,NULL,NULL,Water
920,Water,Water,Water,Water,Water,NULL,NULL,Forest
921,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
922,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
923,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
924,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
925,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
926,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
927,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
928,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
929,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
930,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
931,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
932,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
933,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
934,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
935,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
936,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
937,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
938,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
939,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
940,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
941,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
942,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
943,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
944,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
945,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
946,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
947,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
948,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
949,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
950,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
951,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
952,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
953,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
954,Water,Forest,Water,Water,Water,NULL,NULL,Water
955,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
956,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
957,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
958,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
959,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
960,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
961,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
962,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
963,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
964,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
965,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
966,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
967,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
968,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
969,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
970,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
971,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
972,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
973,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
974,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
975,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
976,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
977,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
978,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
979,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
980,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
981,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
982,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
983,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
984,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
985,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
986,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
987,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
988,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
989,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
990,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
991,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
992,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
993,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
994,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
995,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
996,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
997,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
998,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
999,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1000,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1001,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1002,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1003,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1004,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1005,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1006,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1007,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1008,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1009,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1010,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1011,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1012,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1013,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1014,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1015,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1017,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1018,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1019,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1020,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1021,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1022,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1023,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1024,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1025,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1026,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1027,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1028,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1029,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1030,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1031,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1032,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1033,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1034,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1035,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1036,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1037,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1038,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1039,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1040,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1041,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1042,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1043,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1044,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1045,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1046,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1047,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
