Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUU_M_R
1677,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1678,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1679,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1680,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1681,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1682,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1683,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1684,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1685,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1686,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1687,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1688,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1689,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1690,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1691,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1692,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1693,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1694,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1695,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1696,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1697,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1698,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1699,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1700,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1701,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1702,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1703,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1704,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1705,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1706,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1707,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1708,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1709,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1710,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1711,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1712,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1713,Cropland,Forest,Water,NULL,Water,Grassland,Grassland,Forest
1714,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1715,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1716,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1717,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1718,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1719,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1720,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1721,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1722,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1723,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1724,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1725,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1726,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1727,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1728,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1729,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1730,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1731,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1732,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1733,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1734,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1735,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1736,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1737,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1738,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1739,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1740,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1741,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
1742,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
1743,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1744,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1745,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1746,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1747,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1748,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1749,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
1750,Wetland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
1751,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1752,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1753,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1754,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1755,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1756,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1757,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1758,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1759,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1760,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1761,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1762,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1763,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1764,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1765,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1766,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1767,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1768,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1769,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1770,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1771,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1772,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1773,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1774,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1775,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1776,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1777,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1778,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1779,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1780,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1781,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1782,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1783,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1784,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1785,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1786,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1787,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
1788,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1789,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1790,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1791,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1792,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1793,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1794,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1795,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1796,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1797,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1798,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1799,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1800,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1801,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1802,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1803,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1804,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1805,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1806,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1807,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1808,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1809,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1810,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1811,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1812,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1813,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1814,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1815,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1816,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1817,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1818,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1819,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1820,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1821,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1822,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1823,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1824,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1825,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1826,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1827,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1828,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1829,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1830,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1831,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1832,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1833,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1834,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1835,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1836,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1837,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1838,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1839,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1840,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1841,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1842,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1843,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1844,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1845,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1846,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1847,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1848,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1849,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1850,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1851,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1852,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1853,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1854,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1855,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1856,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1857,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1858,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1859,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1860,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1861,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1862,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1863,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1864,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1865,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1866,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1867,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1868,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1869,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1870,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1871,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1872,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1873,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1874,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1875,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1876,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1877,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1878,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1879,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1880,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1881,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1882,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1883,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1884,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1885,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1886,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1887,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1888,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1889,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1890,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1891,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1892,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1893,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1894,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1895,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1896,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1897,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1898,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1899,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1900,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1901,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1902,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1903,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1904,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1905,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1906,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1907,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1908,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1909,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1910,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1911,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1912,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1913,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1914,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1915,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1916,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1917,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1918,Water,NULL,Water,Water,Water,NULL,NULL,Water
1919,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1920,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1921,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1922,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1923,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1924,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1925,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1926,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1927,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1928,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1929,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1930,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1931,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1932,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1933,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1934,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1935,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1936,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1937,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1938,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1939,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1940,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1941,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1942,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1943,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1944,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1945,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1946,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1947,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1948,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1949,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1950,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1951,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1952,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1953,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1954,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1955,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1956,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1957,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1958,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1959,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1960,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1961,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1962,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1963,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1964,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1965,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1966,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1967,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1968,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1969,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1970,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1971,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1972,Water,Cropland,Water,NULL,Water,NULL,NULL,NULL
1973,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1974,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1975,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1976,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1977,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1978,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1979,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
1980,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
1981,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1982,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1983,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1984,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1985,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1986,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1987,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1988,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1989,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1990,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1991,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1992,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1993,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1994,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1995,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1996,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1997,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1998,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1999,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2000,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2001,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2002,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2003,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2004,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2005,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2006,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2007,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2008,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2009,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2010,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2011,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2012,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
