Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KEV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KEV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KEV_M_R
327,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
328,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
329,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
330,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
331,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
332,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
333,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
334,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
335,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
336,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
337,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
338,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
339,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
340,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
341,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
342,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
343,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
344,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
345,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
346,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
347,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
348,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
349,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
350,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
351,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
352,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
353,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
354,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
355,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
356,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
357,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
358,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
359,Wetland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
360,Wetland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
361,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
362,Wetland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
363,Wetland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
364,Wetland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
365,Wetland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
366,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
367,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
368,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
369,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
370,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
371,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
372,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
373,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
374,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
375,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
376,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
377,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
378,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
379,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
380,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
381,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
382,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
383,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
384,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
385,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
386,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
387,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
388,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
389,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
390,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
391,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
392,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
393,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
394,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
396,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
397,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
398,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
399,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
400,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
401,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
402,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
403,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
404,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
405,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
406,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
407,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
408,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
409,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
410,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
411,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
412,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
413,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
414,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
415,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
416,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
417,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
418,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
419,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
420,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
421,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
422,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
423,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
424,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
425,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
426,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
427,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
428,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
429,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
430,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
431,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
432,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
433,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
434,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
435,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
436,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
437,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
438,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
439,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
440,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
441,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
442,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
443,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
444,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
445,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
446,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
447,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
448,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
449,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
450,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
451,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
452,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
453,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
454,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
455,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
456,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
457,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
458,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
459,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
460,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
461,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
462,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
463,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
464,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
465,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
466,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
467,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
468,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
469,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
470,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
471,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
472,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
473,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
474,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
475,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
476,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
477,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
478,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
479,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
480,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
481,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
482,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
483,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
484,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
485,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
486,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
487,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
488,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
489,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
490,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
491,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
492,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
493,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
494,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
495,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
496,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
497,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
498,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
499,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
500,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
501,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
502,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
503,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
504,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
505,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
506,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
507,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
508,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
509,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
510,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
511,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
512,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
513,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
514,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
515,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
516,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
517,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
518,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
519,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
520,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
521,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
522,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
523,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
524,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
525,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
526,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
527,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
528,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
529,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
530,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
531,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
532,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
533,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
534,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
535,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
536,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
537,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
538,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
539,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
540,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
541,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
542,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
543,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
544,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
545,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
546,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
547,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
548,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
549,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
550,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
551,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
552,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
553,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
554,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
555,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
556,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
557,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
558,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
559,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
560,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
561,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
562,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
563,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
564,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
565,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
566,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
567,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
568,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
569,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
570,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
571,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
572,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
573,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
574,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
575,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
576,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
577,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
578,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
579,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
580,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
581,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
582,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
583,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
584,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
585,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
586,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
587,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
588,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
589,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
590,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
591,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
592,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
593,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
594,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
595,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
596,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
597,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
598,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
599,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
600,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
601,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
602,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
603,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
604,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
605,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
606,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
607,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
608,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
609,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
610,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
611,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
612,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
613,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
614,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
615,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
616,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
617,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
618,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
619,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
620,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
621,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
622,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
623,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
624,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
625,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
626,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
627,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
628,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
629,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
630,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
631,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
632,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
633,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
634,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
635,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
636,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
637,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
638,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
639,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
640,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
641,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
642,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
643,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
644,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
645,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
646,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
647,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
648,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
649,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
650,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
651,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
652,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
653,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
654,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
655,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
656,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
657,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
658,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
659,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
660,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
661,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
662,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
663,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
664,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
665,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
