Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKB_M_R
9662,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9663,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
9664,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9665,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
9666,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
9667,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
9668,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
9669,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9670,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9671,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
9672,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
9673,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
9674,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9675,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9676,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9677,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9678,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9679,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
9680,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9681,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
9682,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
9683,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
9684,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9685,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
9686,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9687,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
9688,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9689,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
9690,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9691,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
9692,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9693,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
9694,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
9695,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
9696,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
9697,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
9698,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9699,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
9700,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
9701,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9702,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9703,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9704,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9705,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
9706,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9707,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9708,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Cropland
9709,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9710,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9711,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9712,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9713,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9714,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
9715,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9716,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9717,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
9718,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9719,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9720,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
9721,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9722,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
9723,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
9724,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Cropland
9725,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9726,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
9727,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9728,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
9729,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
9730,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
9731,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
9732,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
9733,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
9734,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
9735,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
9736,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
9737,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
9738,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
9739,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
9740,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9741,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
9742,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
9743,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
9744,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
9745,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9746,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
9747,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
9748,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
9749,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
9750,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
9751,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
9752,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Shrubland,NULL
9753,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
9754,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
9755,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
9756,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9757,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9758,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9759,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
9760,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9761,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9762,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9763,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9764,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9765,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9766,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9767,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9768,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9769,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9770,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9771,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
9772,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
9773,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9774,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9775,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9776,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9777,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
9778,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9779,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
9780,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
9781,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9782,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
9783,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9784,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
9785,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9786,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9787,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
9788,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9789,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
9790,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9791,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9792,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
9793,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9794,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
9795,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
9796,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9797,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
9798,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9799,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
9800,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
9801,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9802,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9803,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9804,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9805,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
9806,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
9807,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
9808,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9809,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9810,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9811,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9812,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9813,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9814,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9815,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9816,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9817,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
9818,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
9819,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9820,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9821,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9822,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9823,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
9824,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
9825,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
9826,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
9827,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9828,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
9829,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9830,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9831,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9832,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9833,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9834,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9835,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
9836,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9837,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9838,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9839,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9840,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9841,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9842,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9843,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9844,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9845,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9846,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9847,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9848,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9849,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
9850,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9851,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
9852,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9853,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9854,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9855,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9856,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9857,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
9858,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
9859,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9860,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9861,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
9862,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
9863,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
9864,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
9865,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9866,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
9867,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
9868,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
9869,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
9870,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9871,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9872,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
9873,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
9874,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9875,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
9876,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9877,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9878,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
9879,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
9880,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9881,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
9882,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9883,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9884,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
9885,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
9886,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
9887,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
9888,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9889,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9890,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
9891,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
9892,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
9893,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,NULL
9894,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9895,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
9896,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
9897,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
9898,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
9899,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
9900,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
9901,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
9902,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
9903,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
9904,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
9905,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
9906,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
9907,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Wetland
9908,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
9909,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Built-up
9910,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
9911,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
9912,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9913,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
9914,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9915,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9916,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9917,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9918,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
9919,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9920,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9921,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
9922,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
9923,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
9924,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9925,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9926,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9927,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9928,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9929,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
9930,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9931,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9932,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9933,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9934,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9935,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9936,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9937,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9938,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9939,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9940,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9941,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9942,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
9943,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9944,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
9945,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9946,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9947,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9948,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9949,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9950,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9951,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
9952,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9953,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9954,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
9955,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9956,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9957,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
9958,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9959,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
9960,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
9961,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9962,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9963,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
9964,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
9965,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
9966,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
9967,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
9968,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
