Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NVA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NVA_M_R
365,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
366,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
367,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
368,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
369,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
370,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
371,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
372,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
373,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
374,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
375,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
376,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
377,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
378,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
379,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
380,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
381,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
382,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
383,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
384,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
385,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
386,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
387,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
388,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
389,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
390,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
391,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
392,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
393,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
394,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
395,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
396,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
397,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
398,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
399,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
400,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
401,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
402,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
403,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
404,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
405,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
406,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
407,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
408,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
409,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
410,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
411,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
412,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
413,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
414,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
415,Water,Water,Wetland,Water,Wetland,Water,Water,Water
416,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
417,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
418,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
419,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
420,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
421,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
422,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
423,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
424,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
425,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
426,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
427,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
428,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
429,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
430,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
431,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
432,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
433,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
434,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
435,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
436,Water,Water,Water,NULL,Water,NULL,Water,Grassland
437,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
438,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
439,Water,Water,Water,NULL,Water,Wetland,Water,Water
440,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
441,Water,Water,Water,NULL,Water,Water,Wetland,Water
442,Water,Water,Water,NULL,Water,Water,Wetland,Forest
443,Water,Water,Water,NULL,Water,Water,Water,Grassland
444,Water,Water,Water,NULL,Water,Water,Water,Wetland
445,Water,Water,Water,NULL,Water,Water,Water,Bareland
446,Water,Water,Water,NULL,Water,Water,Water,Water
447,Water,Water,Water,NULL,Water,Water,Water,Forest
448,Water,Water,Water,NULL,Water,Water,Forest,Water
449,Water,Water,Water,NULL,Water,Water,Forest,Forest
450,Water,Water,Water,Non_Water,Water,NULL,Water,Water
451,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
452,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
453,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
454,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
455,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
456,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
457,Water,Water,Water,Non_Water,Water,Water,Water,Water
458,Water,Water,Water,Non_Water,Water,Water,Water,Forest
459,Water,Water,Water,Non_Water,Water,Water,Forest,Water
460,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
461,Water,Water,Water,Water,Water,NULL,Water,Forest
462,Water,Water,Water,Water,Water,Grassland,Water,Water
463,Water,Water,Water,Water,Water,Wetland,Water,Grassland
464,Water,Water,Water,Water,Water,Wetland,Water,Water
465,Water,Water,Water,Water,Water,Water,Wetland,Wetland
466,Water,Water,Water,Water,Water,Water,Wetland,Bareland
467,Water,Water,Water,Water,Water,Water,Wetland,Water
468,Water,Water,Water,Water,Water,Water,Wetland,Forest
469,Water,Water,Water,Water,Water,Water,Water,Grassland
470,Water,Water,Water,Water,Water,Water,Water,Wetland
471,Water,Water,Water,Water,Water,Water,Water,Bareland
472,Water,Water,Water,Water,Water,Water,Water,Water
473,Water,Water,Water,Water,Water,Water,Water,Forest
474,Water,Water,Water,Water,Water,Water,Forest,Bareland
475,Water,Water,Water,Water,Water,Water,Forest,Water
476,Water,Water,Water,Water,Water,Water,Forest,Forest
477,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
478,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
479,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
480,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
481,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
482,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
483,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
484,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
485,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
486,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
487,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
488,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
489,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
490,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
491,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
492,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
493,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
494,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
495,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
496,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
497,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
498,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
499,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
500,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
501,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
502,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
503,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
504,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
505,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
506,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
507,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
508,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
509,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
510,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
511,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
512,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
513,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
514,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
515,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
516,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
517,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
518,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
519,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
520,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
521,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
522,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
523,Water,Forest,Water,Water,Water,Water,Wetland,Water
524,Water,Forest,Water,Water,Water,Water,Water,Bareland
525,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
526,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
527,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
528,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
529,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
530,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
531,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
532,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
533,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
534,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
535,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
536,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
537,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
538,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
539,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
540,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
541,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
542,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
543,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
544,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
545,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
546,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
547,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
548,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
549,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
550,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
551,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
552,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
553,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
554,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
555,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
556,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
557,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
558,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
559,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
560,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
561,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
562,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
563,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
564,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
565,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
566,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
567,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
568,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
569,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
570,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
571,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
572,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
573,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
574,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
575,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
576,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
577,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
578,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
579,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
580,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
581,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
582,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
583,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
584,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
585,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
586,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
587,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
588,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
589,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
590,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
591,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
592,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
593,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
594,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
595,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
596,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
597,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
598,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
599,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
600,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
601,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
602,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
603,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
604,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
605,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
606,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
607,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
608,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
609,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
610,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
611,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
612,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
613,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
614,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
615,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
616,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
617,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
618,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
619,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
620,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
621,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
622,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
623,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
624,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
625,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
626,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
627,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
628,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
629,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
630,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
631,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
632,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
633,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
634,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
635,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
636,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
637,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
638,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
639,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
640,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
641,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
642,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
643,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
644,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
645,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,Water,Forest
646,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
647,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
648,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
649,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
650,Forest,Wetland,Water,NULL,Water,Wetland,Water,Bareland
651,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
652,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
653,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
654,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
655,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
656,Forest,Wetland,Water,NULL,Water,Water,Water,Water
657,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
658,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
659,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
660,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
661,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Forest
662,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
663,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
664,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
665,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
666,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
667,Forest,Wetland,Water,Water,Water,Water,Water,Water
668,Forest,Wetland,Water,Water,Water,Water,Water,Forest
669,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
670,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
671,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
672,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Water
673,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
674,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
675,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
676,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
677,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
678,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
679,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
680,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
681,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
682,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
683,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
684,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
685,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
686,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
687,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
688,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
689,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
690,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
691,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
692,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
693,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
694,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
695,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
696,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
697,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
698,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
699,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
700,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
701,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
702,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
703,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
704,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
705,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
706,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
707,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
708,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
709,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Forest
710,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
711,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,Water
712,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
713,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
714,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
715,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
716,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
717,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
718,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
719,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
720,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
721,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
722,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
723,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
724,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
725,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
726,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
727,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
728,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
729,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
730,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
731,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
732,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
733,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
734,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
735,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
736,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
737,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
738,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
739,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
740,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
741,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
742,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
743,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
744,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
745,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
