Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBV_M_R
342,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
343,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
344,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
345,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
346,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
347,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
348,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
349,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
350,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
351,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Forest
352,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
353,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
354,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
355,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
356,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
357,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
358,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
359,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
360,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
361,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
362,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
363,Grassland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
364,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
365,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
366,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
367,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
368,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
369,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
370,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
371,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
372,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
373,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
374,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
375,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
376,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
377,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
378,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
379,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
380,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
381,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
382,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
383,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
384,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
385,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
386,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
387,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
388,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
389,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
390,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
391,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
392,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
393,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
394,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
395,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
396,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
397,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
398,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
399,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
400,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
401,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
402,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
403,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Water
404,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
405,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
406,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
407,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
408,Cropland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
409,Cropland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
410,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
411,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
412,Cropland,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
413,Cropland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
414,Cropland,Bareland,Wetland,Water,Wetland,Grassland,Grassland,Water
415,Cropland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
416,Cropland,Bareland,Wetland,Water,Wetland,Wetland,NULL,Water
417,Cropland,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
418,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
419,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
420,Cropland,Bareland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
421,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
422,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
423,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
424,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
425,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
426,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
427,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
428,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
429,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
430,Cropland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
431,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
432,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
433,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
434,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
435,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
436,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Water
437,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
438,Cropland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
439,Cropland,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
440,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
441,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
442,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
443,Cropland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
444,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
445,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
446,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
447,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
448,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
449,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
450,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
451,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
452,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
453,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
454,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
455,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
456,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
457,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
458,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
459,Wetland,NULL,Water,Water,Water,Water,Water,Water
460,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
461,Wetland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
462,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Water
463,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Water
464,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
465,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
466,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
467,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
468,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
469,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
470,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
471,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
472,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
473,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
474,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
475,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
476,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
477,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Water
478,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
479,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
480,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
481,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
482,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
483,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
484,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
485,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
486,Wetland,Water,Water,NULL,Water,NULL,Water,Forest
487,Wetland,Water,Water,Non_Water,Water,NULL,Water,Forest
488,Wetland,Water,Water,Non_Water,Water,Grassland,Water,Water
489,Wetland,Water,Water,Water,Water,NULL,Water,Water
490,Wetland,Water,Water,Water,Water,Grassland,Water,Grassland
491,Wetland,Water,Water,Water,Water,Grassland,Water,Water
492,Wetland,Water,Water,Water,Water,Grassland,Water,Forest
493,Wetland,Water,Water,Water,Water,Water,Water,Water
494,Wetland,Water,Water,Water,Water,Water,Water,Forest
495,Wetland,Water,Water,Water,Water,Forest,Water,Water
496,Wetland,Water,Water,Water,Water,Forest,Water,Forest
497,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
498,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
499,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
500,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
501,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
502,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
503,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
504,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
505,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
506,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
507,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
508,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
509,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
510,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
511,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
512,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Water
513,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
514,Bareland,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
515,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
516,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
517,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
518,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
519,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
520,Bareland,NULL,Wetland,Water,Wetland,Cropland,NULL,Water
521,Bareland,NULL,Wetland,Water,Wetland,Cropland,Water,Water
522,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
523,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
524,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Water
525,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
526,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
527,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
528,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
529,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
530,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
531,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
532,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
533,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
534,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Water
535,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Water
536,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
537,Bareland,NULL,Water,Non_Water,Water,Water,Water,Water
538,Bareland,NULL,Water,Water,Water,Grassland,Wetland,Bareland
539,Bareland,NULL,Water,Water,Water,Water,Water,Water
540,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
541,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
542,Bareland,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
543,Bareland,Cropland,Wetland,Water,Wetland,Water,Water,Water
544,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
545,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland,Wetland,Water
546,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,NULL,Water
547,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
548,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Water
549,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
550,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Water
551,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
552,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
553,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
554,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
555,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
556,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
557,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
558,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
559,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
560,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Water
561,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
562,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
563,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
564,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
565,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Water
566,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
567,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
568,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
569,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Water
570,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
571,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
572,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
573,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
574,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
575,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Water,Water
576,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland,NULL,Water
577,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
578,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
579,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
580,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
581,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,NULL,Water
582,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Grassland,Water
583,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
584,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
585,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
586,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
587,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
588,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
589,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
590,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland,NULL,Bareland
591,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
592,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
593,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
594,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
595,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Wetland,Water
596,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
597,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
598,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
599,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
600,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
601,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,NULL,Water
602,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,NULL,Forest
603,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
604,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
605,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Water
606,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
607,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Water,Water
608,Bareland,Bareland,Wetland,NULL,Wetland,Cropland,NULL,Water
609,Bareland,Bareland,Wetland,NULL,Wetland,Cropland,Wetland,Water
610,Bareland,Bareland,Wetland,NULL,Wetland,Cropland,Water,Water
611,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,NULL,Water
612,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Water
613,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
614,Bareland,Bareland,Wetland,NULL,Wetland,Water,NULL,Water
615,Bareland,Bareland,Wetland,NULL,Wetland,Water,Grassland,Water
616,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
617,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
618,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
619,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
620,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
621,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
622,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
623,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
624,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
625,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
626,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
627,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Water
628,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
629,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
630,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Water
631,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
632,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Bareland
633,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
634,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
635,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Water
636,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
637,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
638,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
639,Bareland,Bareland,Wetland,Water,Wetland,Grassland,NULL,Grassland
640,Bareland,Bareland,Wetland,Water,Wetland,Grassland,NULL,Bareland
641,Bareland,Bareland,Wetland,Water,Wetland,Grassland,NULL,Water
642,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
643,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Grassland,Bareland
644,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Grassland,Water
645,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
646,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
647,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Forest
648,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
649,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Bareland
650,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
651,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Forest
652,Bareland,Bareland,Wetland,Water,Wetland,Cropland,NULL,Water
653,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Water
654,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
655,Bareland,Bareland,Wetland,Water,Wetland,Wetland,NULL,Water
656,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
657,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
658,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
659,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
660,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
661,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
662,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
663,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
664,Bareland,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
665,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
666,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Forest
667,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
668,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
669,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
670,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
671,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
672,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
673,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
674,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Water
675,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
676,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
677,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
678,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
679,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Bareland
680,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Water
681,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Water
682,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Water
683,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Water
684,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
685,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
686,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Water
687,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
688,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
689,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
690,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,NULL,Water
