Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHN_M_R
6728,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6729,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6730,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6731,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6732,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6733,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6734,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6735,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6736,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
6737,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6738,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6739,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6740,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
6741,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
6742,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6743,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6744,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
6745,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6746,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6747,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6748,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6749,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6750,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6751,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6752,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6753,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6754,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6755,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6756,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6757,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6758,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6759,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6760,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6761,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
6762,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
6763,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6764,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6765,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6766,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6767,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6768,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6769,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6770,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6771,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6772,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6773,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6774,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6775,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6776,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6777,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6778,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6779,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6780,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6781,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6782,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
6783,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6784,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6785,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6786,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
6787,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6788,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6789,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6790,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6791,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6792,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6793,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6794,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6795,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6796,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6797,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6798,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6799,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
6800,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
6801,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6802,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6803,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6804,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6805,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
6806,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
6807,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6808,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
6809,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6810,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6811,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6812,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
6813,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6814,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
6815,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6816,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6817,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
6818,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
6819,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
6820,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
6821,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6822,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6823,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6824,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6825,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6826,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6827,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6828,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6829,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6830,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6831,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6832,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6833,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6834,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6835,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6836,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6837,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6838,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6839,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6840,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6841,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6842,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6843,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6844,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6845,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6846,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6847,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6848,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6849,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
6850,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6851,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
6852,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6853,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6854,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6855,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
6856,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
6857,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6858,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6859,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6860,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
6861,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6862,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6863,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6864,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6865,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6866,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6867,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
6868,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6869,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
6870,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6871,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
6872,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
6873,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6874,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6875,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6876,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6877,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6878,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6879,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6880,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6881,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6882,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6883,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6884,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
6885,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6886,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
6887,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6888,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6889,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6890,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6891,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
6892,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6893,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6894,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
6895,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6896,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6897,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
6898,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6899,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6900,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6901,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6902,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6903,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6904,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
6905,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
6906,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
6907,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6908,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6909,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
6910,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6911,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6912,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
6913,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
6914,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
6915,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
6916,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
6917,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6918,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6919,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6920,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6921,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6922,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6923,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6924,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6925,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6926,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6927,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6928,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6929,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
6930,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6931,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6932,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6933,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
6934,Cropland,Cropland,Water,NULL,Water,NULL,Shrubland,Grassland
6935,Cropland,Cropland,Water,NULL,Water,Shrubland,Water,Forest
6936,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
6937,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
6938,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
6939,Cropland,Cropland,Water,NULL,Water,Cropland,Shrubland,Grassland
6940,Cropland,Cropland,Water,NULL,Water,Cropland,Grassland,Grassland
6941,Cropland,Cropland,Water,NULL,Water,Cropland,Grassland,Bareland
6942,Cropland,Cropland,Water,NULL,Water,Cropland,Bareland,Cropland
6943,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
6944,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6945,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6946,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6947,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6948,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6949,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6950,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
6951,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6952,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6953,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6954,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6955,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6956,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6957,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6958,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6959,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6960,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6961,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6962,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6963,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6964,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6965,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6966,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6967,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6968,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6969,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6970,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6971,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6972,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6973,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6974,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
6975,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6976,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6977,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6978,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6979,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6980,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6981,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6982,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6983,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6984,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6985,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6986,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6987,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6988,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
6989,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6990,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6991,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6992,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6993,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6994,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6995,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6996,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6997,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6998,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6999,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
7000,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7001,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
7002,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7003,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7004,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
7005,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
7006,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
7007,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
7008,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
7009,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
7010,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
7011,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
7012,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
7013,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
7014,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
7015,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
7016,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
7017,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
7018,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7019,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7020,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7021,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7022,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
7023,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
7024,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7025,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7026,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7027,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
7028,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7029,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7030,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
7031,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7032,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
7033,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
7034,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7035,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
7036,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
7037,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7038,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
7039,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
