Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KDV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KDV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KDV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KDV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KDV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KDV_M_R
662,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
663,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
664,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
665,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
666,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
667,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
668,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
669,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
670,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
671,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
672,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
673,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
674,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
675,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
676,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
677,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
678,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
679,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
680,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
681,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
682,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
683,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
684,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
685,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
686,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
687,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
688,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
689,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
690,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
691,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
692,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
693,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
694,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
695,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
696,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
697,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
698,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
699,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
700,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
701,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
702,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
703,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
704,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
705,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
706,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
707,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
708,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
709,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
710,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
711,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
712,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
713,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
714,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
715,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
716,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
717,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
718,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
719,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
720,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
721,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
722,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
723,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
724,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
725,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
726,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
727,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
728,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
729,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
730,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
731,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
732,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
733,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
734,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
735,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
736,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
737,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
738,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
739,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
740,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
741,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
742,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
743,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
744,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
745,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
746,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
747,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
748,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
749,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
750,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
751,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
752,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
753,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
754,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
755,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
756,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
757,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
758,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
759,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
760,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
761,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
762,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
763,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
764,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
765,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
766,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
767,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
768,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
769,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
770,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
771,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
772,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
773,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
774,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
775,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
776,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
777,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
778,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
779,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
780,Wetland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
781,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
782,Wetland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
783,Wetland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
784,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
785,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
786,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
787,Wetland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
788,Wetland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
789,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
790,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
791,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
792,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
793,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
794,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
795,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
796,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
797,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
798,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
799,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
800,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
801,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
802,Wetland,Water,Water,Water,Water,NULL,NULL,Water
803,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
804,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
805,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
806,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
807,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
808,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
809,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
810,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
811,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
812,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
813,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
814,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
815,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
816,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
817,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
818,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
819,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
820,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
821,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
822,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
823,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
824,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
825,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
826,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
827,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
828,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
829,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
830,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
831,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
832,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
833,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
834,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
835,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
836,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
837,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
838,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
839,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
840,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
841,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
842,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
843,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
844,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
845,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
846,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
847,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
848,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
849,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
850,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
851,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
852,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
853,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
854,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
855,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
856,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
857,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
858,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
859,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
860,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
861,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
862,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
863,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
864,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
865,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
866,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
867,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
868,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
869,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
870,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
871,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
872,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
873,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
874,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
875,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
876,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
877,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
878,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
879,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
880,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
881,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
882,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
883,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
884,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
885,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
886,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
887,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
888,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
889,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
890,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
891,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
892,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
893,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
894,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
895,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
896,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
897,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
898,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
899,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
900,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
901,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
902,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
903,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
904,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
905,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
906,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
907,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
908,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
909,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
910,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
911,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
912,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
913,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
914,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
915,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
916,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
917,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
918,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
919,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
920,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
921,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
922,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
923,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
924,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
925,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
926,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
927,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
928,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
929,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
930,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
931,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
932,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
933,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
934,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
935,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
936,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
938,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
939,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
940,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
941,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
942,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
943,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
944,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
945,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
946,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
947,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
948,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
949,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
950,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
951,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
952,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
953,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
954,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
955,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
956,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
957,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
958,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
959,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
960,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
961,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
962,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
963,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
964,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
965,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
966,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
967,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
968,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
969,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
970,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
971,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
972,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
973,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
974,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
975,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
976,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
977,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
978,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
979,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
980,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
981,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
982,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
983,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
984,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
985,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
986,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
987,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
988,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
989,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
990,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
991,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
992,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
993,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
994,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
995,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
996,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
997,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
998,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
999,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1000,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
