Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDA_M_R
1322,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1323,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1324,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1325,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1326,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1327,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1328,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1329,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1330,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1331,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1332,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1333,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1334,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1335,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1336,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1337,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1338,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1339,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1340,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1341,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1342,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1343,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1344,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1345,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1346,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1347,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1348,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
1349,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1350,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1351,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
1352,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1353,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1354,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1355,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
1356,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1357,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1358,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1359,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1360,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1361,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1362,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1363,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1364,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1365,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1366,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1367,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1368,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1369,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1370,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1371,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1372,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1373,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1374,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1375,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1376,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1377,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1378,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1379,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1380,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1381,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1382,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1383,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1384,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1385,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1386,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1387,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1388,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1389,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1390,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1391,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1392,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1393,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1394,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1395,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1396,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1397,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1398,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1399,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1400,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1401,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1402,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1403,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
1404,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1405,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
1406,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1407,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
1408,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
1409,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
1410,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1411,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1412,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1413,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
1414,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
1415,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1416,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
1417,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
1418,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
1419,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1420,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1421,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1422,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1423,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1424,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1425,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1426,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1427,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1428,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1429,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1430,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1431,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1432,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1433,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1434,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1435,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1436,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1437,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1438,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1439,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1440,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
1441,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1442,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
1443,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Water
1444,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1445,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
1446,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1447,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1448,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1449,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1450,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1451,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1452,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
1453,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1454,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1455,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1456,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1457,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1458,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1459,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
1460,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1461,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1462,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1463,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1464,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1465,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1466,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1467,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1468,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1469,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
1470,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1471,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Cropland
1472,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Built-up
1473,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
1474,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1475,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
1476,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
1477,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
1478,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1479,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1480,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
1481,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1482,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1483,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1484,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1485,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1486,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
1487,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
1488,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
1489,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1490,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
1491,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
1492,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
1493,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
1494,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1495,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
1496,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
1497,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
1498,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1499,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1500,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1501,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1502,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1503,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1504,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1505,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1506,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1507,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
1508,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1509,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
1510,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1511,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1512,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1513,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1514,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1515,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1516,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1517,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
1518,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
1519,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
1520,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Built-up
1521,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Forest
1522,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1523,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1524,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
1525,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1526,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
1527,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Grassland
1528,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Water
1529,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
1530,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1531,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Water,Grassland
1532,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1533,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1534,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
1535,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1536,NULL,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
1537,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1538,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1539,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1540,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1541,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1542,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
1543,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Built-up,Forest
1544,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Cropland
1545,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1546,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
1547,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
1548,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1549,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1550,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1551,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1552,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1553,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1554,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1555,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1556,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1557,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1558,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1559,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1560,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1561,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1562,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1563,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1564,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1565,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
1566,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
1567,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
1568,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1569,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1570,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
1571,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1572,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1573,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1574,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1575,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
1576,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
1577,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1578,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1579,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
1580,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1581,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1582,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
1583,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Water
1584,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1585,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
1586,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
1587,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1588,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1589,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1590,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1591,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1592,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1593,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1594,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1595,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1596,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1597,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1598,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1599,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1600,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1601,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1602,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1603,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1604,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1605,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1606,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1607,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1608,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1609,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1610,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1611,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1612,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1613,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1614,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
1615,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1616,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
1617,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
1618,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
1619,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
1620,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
1621,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
1622,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
1623,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
1624,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
1625,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
1626,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
1627,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
1628,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
1629,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
1630,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1631,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1632,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
1633,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
1634,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Water
1635,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
1636,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1637,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1638,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1639,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1640,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
