Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPP_M_R
7602,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7603,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7604,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
7605,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7606,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
7607,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7608,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7609,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7610,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7611,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
7612,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7613,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7614,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7615,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
7616,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7617,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7618,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7619,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7620,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7621,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7622,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7623,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
7624,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
7625,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7626,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
7627,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7628,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7629,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7630,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7631,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
7632,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7633,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7634,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7635,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
7636,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7637,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7638,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
7639,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
7640,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
7641,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7642,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7643,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7644,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7645,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7646,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
7647,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7648,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7649,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
7650,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7651,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7652,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
7653,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
7654,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7655,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7656,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7657,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7658,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7659,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
7660,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7661,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7662,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7663,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7664,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7665,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
7666,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7667,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
7668,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7669,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7670,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7671,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7672,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7673,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7674,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7675,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7676,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7677,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
7678,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7679,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7680,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7681,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
7682,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
7683,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7684,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7685,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7686,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7687,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7688,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7689,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7690,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7691,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
7692,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7693,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
7694,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7695,Cropland,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
7696,Cropland,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
7697,Cropland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
7698,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7699,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7700,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7701,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
7702,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7703,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7704,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7705,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7706,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7707,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
7708,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7709,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7710,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7711,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7712,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7713,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7714,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7715,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7716,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7717,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7718,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7719,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
7720,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
7721,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
7722,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7723,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7724,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7725,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7726,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7727,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
7728,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7729,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7730,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7731,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7732,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7733,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7734,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7735,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7736,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
7737,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7738,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7739,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
7740,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7741,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7742,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7743,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7744,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
7745,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
7746,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7747,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7748,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
7749,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7750,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7751,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7752,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7753,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7754,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7755,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7756,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
7757,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7758,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7759,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
7760,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
7761,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
7762,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7763,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
7764,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7765,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
7766,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7767,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7768,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
7769,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7770,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7771,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7772,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
7773,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7774,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7775,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7776,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
7777,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7778,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
7779,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
7780,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7781,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
7782,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
7783,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
7784,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
7785,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7786,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
7787,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
7788,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7789,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7790,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7791,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7792,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7793,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7794,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7795,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7796,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
7797,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
7798,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7799,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7800,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
7801,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
7802,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
7803,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
7804,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
7805,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7806,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7807,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7808,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7809,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7810,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
7811,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7812,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7813,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7814,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7815,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7816,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7817,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
7818,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7819,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
7820,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
7821,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7822,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
7823,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7824,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
7825,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
7826,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7827,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
7828,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
7829,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7830,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
7831,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7832,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
7833,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
7834,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
7835,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
7836,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
7837,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
7838,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
7839,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
7840,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
7841,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7842,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
7843,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
7844,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
7845,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
7846,Wetland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
7847,Wetland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
7848,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
7849,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
7850,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
7851,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
7852,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
7853,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
7854,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7855,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7856,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7857,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7858,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7859,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
7860,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7861,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
7862,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
7863,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
7864,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
7865,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
7866,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
7867,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
7868,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
7869,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
7870,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
7871,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
7872,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
7873,Wetland,NULL,Water,NULL,Water,NULL,Forest,Wetland
7874,Wetland,NULL,Water,NULL,Water,Shrubland,Forest,Forest
7875,Wetland,NULL,Water,Non_Water,Water,Wetland,Forest,Wetland
7876,Wetland,NULL,Water,Non_Water,Water,Water,Forest,Wetland
7877,Wetland,NULL,Water,Non_Water,Water,Forest,Forest,Wetland
7878,Wetland,NULL,Water,Non_Water,Water,Forest,Forest,Forest
7879,Wetland,NULL,Water,Water,Water,Water,Water,Water
7880,Wetland,NULL,Water,Water,Water,Forest,Water,Wetland
7881,Wetland,NULL,Water,Water,Water,Forest,Water,Water
7882,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7883,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7884,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7885,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7886,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7887,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
7888,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
7889,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7890,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
7891,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7892,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7893,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7894,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7895,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
7896,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7897,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
7898,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7899,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7900,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7901,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
7902,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
7903,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
7904,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7905,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
7906,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
7907,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7908,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7909,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7910,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
7911,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7912,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
7913,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
7914,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7915,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7916,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
7917,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7918,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
7919,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
7920,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
7921,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
7922,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
7923,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
7924,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
7925,Wetland,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
