Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDL_M_R
5968,Wetland,NULL,Water,NULL,Water,Forest,Forest,Forest
5969,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
5970,Wetland,NULL,Water,Water,Water,Shrubland,Wetland,Wetland
5971,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
5972,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
5973,Wetland,NULL,Water,Water,Water,Bareland,Water,Water
5974,Wetland,NULL,Water,Water,Water,Water,Water,Water
5975,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5976,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5977,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5978,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5979,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5980,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5981,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5982,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5983,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5984,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5985,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5986,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5987,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5988,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5989,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5990,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5991,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5992,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5993,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5994,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5995,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5996,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5997,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5998,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5999,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6000,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6001,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6002,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6003,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6004,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
6005,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6006,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6007,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6008,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
6009,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
6010,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6011,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6012,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
6013,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6014,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6015,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6016,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
6017,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
6018,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
6019,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
6020,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
6021,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6022,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6023,Wetland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6024,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6025,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
6026,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
6027,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
6028,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6029,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
6030,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6031,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
6032,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6033,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
6034,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
6035,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
6036,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
6037,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
6038,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
6039,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6040,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6041,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
6042,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
6043,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
6044,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Water
6045,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6046,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
6047,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
6048,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
6049,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
6050,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
6051,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
6052,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
6053,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
6054,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
6055,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
6056,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
6057,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6058,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6059,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
6060,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
6061,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
6062,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
6063,Wetland,Wetland,Wetland,Water,Wetland,NULL,Grassland,Grassland
6064,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
6065,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
6066,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Water
6067,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
6068,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Grassland,Forest
6069,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Grassland
6070,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
6071,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Water
6072,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
6073,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
6074,Wetland,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
6075,Wetland,Wetland,Water,NULL,Water,Shrubland,Shrubland,Water
6076,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Forest
6077,Wetland,Wetland,Water,NULL,Water,Forest,Shrubland,Forest
6078,Wetland,Wetland,Water,NULL,Water,Forest,Forest,Forest
6079,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
6080,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Forest
6081,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Water,Grassland
6082,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Forest,Forest
6083,Wetland,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
6084,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
6085,Wetland,Wetland,Water,Water,Water,Shrubland,Water,Grassland
6086,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
6087,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
6088,Wetland,Wetland,Water,Water,Water,Water,Water,Water
6089,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6090,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
6091,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6092,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6093,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6094,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6095,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6096,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6097,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6098,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
6099,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
6100,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
6101,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
6102,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
6103,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
6104,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Water
6105,Wetland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
6106,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
6107,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6108,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6109,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6110,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
6111,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
6112,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6113,Wetland,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
6114,Wetland,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
6115,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
6116,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
6117,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Forest
6118,Wetland,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
6119,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
6120,Wetland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
6121,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6122,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
6123,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
6124,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6125,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
6126,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
6127,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
6128,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
6129,Wetland,Water,Water,NULL,Water,Shrubland,Wetland,Forest
6130,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Forest
6131,Wetland,Water,Water,NULL,Water,Forest,Water,Forest
6132,Wetland,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
6133,Wetland,Water,Water,Water,Water,Shrubland,Water,Wetland
6134,Wetland,Water,Water,Water,Water,Water,Water,Grassland
6135,Wetland,Water,Water,Water,Water,Water,Water,Water
6136,Wetland,Water,Water,Water,Water,Water,Forest,Water
6137,Wetland,Water,Water,Water,Water,Forest,Water,Water
6138,Wetland,Water,Water,Water,Water,Forest,Water,Forest
6139,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6140,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6141,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
6142,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
6143,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
6144,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
6145,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
6146,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
6147,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
6148,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
6149,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6150,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6151,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6152,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6153,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6154,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6155,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6156,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6157,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
6158,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6159,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6160,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
6161,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
6162,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6163,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
6164,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
6165,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
6166,Wetland,Forest,Water,NULL,Water,Shrubland,Wetland,Wetland
6167,Wetland,Forest,Water,NULL,Water,Water,Wetland,Wetland
6168,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6169,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6170,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6171,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
6172,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6173,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6174,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6175,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6176,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6177,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6178,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6179,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6180,Wetland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
6181,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
6182,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6183,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6184,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6185,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6186,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6187,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
6188,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6189,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6190,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6191,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6192,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6193,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6194,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6195,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6196,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6197,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6198,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6199,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6200,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6201,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6202,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6203,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6204,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6205,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6206,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6207,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
6208,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
6209,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6210,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6211,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6212,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
6213,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
6214,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6215,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6216,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6217,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6218,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6219,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6220,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
6221,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6222,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6223,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6224,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
6225,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6226,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6227,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6228,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6229,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6230,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6231,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6232,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6233,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6234,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6235,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6236,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6237,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
6238,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6239,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
6240,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6241,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
6242,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6243,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6244,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6245,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6246,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6247,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6248,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6249,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6250,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6251,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6252,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6253,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6254,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6255,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6256,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6257,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6258,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6259,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6260,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6261,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6262,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6263,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6264,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6265,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6266,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6267,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6268,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6269,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6270,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6271,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6272,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6273,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6274,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6275,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6276,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6277,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6278,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6279,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6280,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6281,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6282,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6283,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6284,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6285,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6286,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6287,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6288,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6289,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
6290,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6291,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6292,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6293,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
