Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NWF_M_R
350,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
351,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
352,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
353,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
354,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
355,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
356,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
357,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
358,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
359,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
360,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
361,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
362,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
363,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
364,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
365,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
366,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
367,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
368,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
369,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
370,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
371,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
372,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
373,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
374,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
375,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
376,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
377,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
378,Water,NULL,Water,NULL,Water,NULL,NULL,Water
379,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
380,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
381,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
382,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
383,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
384,Water,NULL,Water,Water,Water,NULL,NULL,Water
385,Water,NULL,Water,Water,Water,NULL,NULL,Forest
386,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
387,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
388,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
389,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
390,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
391,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
392,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
393,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
394,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
395,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
396,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
397,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
398,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
399,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
400,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
401,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
402,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
403,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
404,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
405,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
406,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
407,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
408,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
409,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
410,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
411,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
412,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
413,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
414,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
415,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
416,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
417,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
418,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
419,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
420,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
421,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
422,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
423,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
424,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
425,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
426,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
427,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
428,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
429,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
430,Water,Wetland,Water,Water,Water,NULL,NULL,Water
431,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
432,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
433,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
434,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
435,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
436,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
437,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
438,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
439,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
440,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
441,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
442,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
443,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
444,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
445,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
446,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
447,Water,Bareland,Water,Water,Water,NULL,NULL,Water
448,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
449,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
450,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
451,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
452,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
453,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
454,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
455,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
456,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
457,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
458,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
459,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
460,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
461,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
462,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
463,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
464,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
465,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
466,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
467,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
468,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
469,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
470,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
471,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
472,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
473,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
474,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
475,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
476,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
477,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
478,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
479,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
480,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
481,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
482,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
483,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
484,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
485,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
486,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
487,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
488,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
489,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
490,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
491,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
492,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
493,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
494,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
495,Water,Water,Water,NULL,Water,NULL,NULL,Water
496,Water,Water,Water,NULL,Water,NULL,NULL,Forest
497,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
498,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
499,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
500,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
501,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
502,Water,Water,Water,Water,Water,NULL,NULL,Grassland
503,Water,Water,Water,Water,Water,NULL,NULL,Wetland
504,Water,Water,Water,Water,Water,NULL,NULL,Bareland
505,Water,Water,Water,Water,Water,NULL,NULL,Water
506,Water,Water,Water,Water,Water,NULL,NULL,Forest
507,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
508,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
509,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
510,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
511,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
512,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
513,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
514,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
515,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
516,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
517,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
518,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
519,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
520,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
521,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
522,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
523,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
524,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
525,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
526,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
527,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
528,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
529,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
530,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
531,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
532,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
533,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
534,Water,Forest,Water,NULL,Water,NULL,NULL,Water
535,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
536,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
537,Water,Forest,Water,Water,Water,NULL,NULL,Forest
538,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
539,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
540,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
541,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
542,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
543,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
544,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
545,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
546,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
547,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
548,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
549,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
550,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Wetland
551,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
552,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
553,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
554,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
555,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
556,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
557,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
558,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
559,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
560,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
561,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
562,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
563,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
564,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
565,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
566,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
567,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
568,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
569,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
570,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
571,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
572,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
573,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
574,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
576,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
577,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
578,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
579,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
580,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
581,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
582,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
583,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
584,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
585,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
586,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
587,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
588,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
589,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
590,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
591,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
592,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
593,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
594,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
595,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
596,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
597,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
598,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
599,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
600,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
601,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
602,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
603,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
604,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
605,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
606,Forest,NULL,Water,Water,Water,NULL,NULL,Water
607,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
608,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
609,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
610,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
611,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
612,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
613,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
614,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
615,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
616,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
617,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
618,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
619,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
620,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
621,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
622,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
623,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
624,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
625,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
626,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
627,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
628,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
629,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
630,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
631,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
632,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
633,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
634,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
635,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
636,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
637,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
638,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
639,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
640,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
641,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
642,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
643,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
644,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
645,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
646,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
647,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
648,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
649,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
650,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
651,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
652,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
653,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
654,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
655,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
656,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
657,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
658,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
659,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
660,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
661,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
662,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
663,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
664,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
665,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
666,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
667,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
668,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
669,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
670,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
671,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
672,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
673,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
674,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
675,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
676,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
677,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
678,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
679,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
680,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
681,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
682,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
683,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
684,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
685,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
686,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
687,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
688,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
689,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
690,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
691,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
692,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
693,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
694,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
695,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
696,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
697,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
698,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
699,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
700,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
701,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
702,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
703,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
704,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
705,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
706,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
707,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
708,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
709,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
710,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
711,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
712,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
713,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
714,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
715,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
716,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
717,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
718,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
719,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
