Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRT_M_R
440,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland
441,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
442,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
443,Cropland,NULL,Forest,Water,Non_Wetland,Water
444,Cropland,NULL,Forest,Water,Non_Wetland,Forest
445,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
446,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
447,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
448,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
449,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
450,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
451,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
452,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
453,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
454,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
455,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
456,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
457,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
458,Cropland,Cropland,Water,NULL,Water,Grassland
459,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
460,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
461,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
462,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
463,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
464,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
465,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
466,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
467,Cropland,Bareland,Water,NULL,Water,Bareland
468,Cropland,Bareland,Water,Non_Water,Water,Bareland
469,Cropland,Bareland,Forest,NULL,Non_Wetland,Water
470,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
471,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
472,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
473,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
474,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Water
475,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
476,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
477,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
478,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
479,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
480,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
481,Cropland,Built-up,Cropland,NULL,Non_Wetland,Water
482,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
483,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
484,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
485,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
486,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
487,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
488,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
489,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
490,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
491,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
492,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
493,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
494,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
495,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
496,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
497,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
498,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
499,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
500,Cropland,Water,Wetland,Water,Wetland,Grassland
501,Cropland,Water,Wetland,Water,Wetland,Water
502,Cropland,Water,Water,Water,Water,Water
503,Cropland,Water,Water,Water,Water,Forest
504,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
505,Cropland,Water,Forest,NULL,Non_Wetland,Water
506,Cropland,Water,Forest,NULL,Non_Wetland,Forest
507,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
508,Cropland,Water,Forest,Water,Non_Wetland,Water
509,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
510,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
511,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
512,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
513,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
514,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
515,Cropland,Forest,Shrubland,Water,Non_Wetland,Water
516,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
517,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
518,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
519,Cropland,Forest,Water,NULL,Water,Grassland
520,Cropland,Forest,Water,NULL,Water,Forest
521,Cropland,Forest,Water,Non_Water,Water,Grassland
522,Cropland,Forest,Water,Non_Water,Water,Bareland
523,Cropland,Forest,Water,Non_Water,Water,Water
524,Cropland,Forest,Water,Non_Water,Water,Forest
525,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
526,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
527,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
528,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
529,Cropland,Forest,Forest,NULL,Non_Wetland,Water
530,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
531,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
532,Cropland,Forest,Forest,Non_Water,Non_Wetland,Bareland
533,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
534,Cropland,Forest,Forest,Water,Non_Wetland,Bareland
535,Cropland,Forest,Forest,Water,Non_Wetland,Water
536,Cropland,Forest,Forest,Water,Non_Wetland,Forest
537,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
538,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
539,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
540,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
541,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
542,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
543,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
544,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
545,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
546,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water
547,Wetland,NULL,Wetland,Water,Wetland,Water
548,Wetland,NULL,Water,Non_Water,Water,Bareland
549,Wetland,NULL,Water,Water,Water,Bareland
550,Wetland,NULL,Water,Water,Water,Water
551,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
552,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
553,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
554,Wetland,NULL,Forest,NULL,Non_Wetland,Water
555,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
556,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland
557,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
558,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
559,Wetland,NULL,Forest,Water,Non_Wetland,Bareland
560,Wetland,NULL,Forest,Water,Non_Wetland,Water
561,Wetland,NULL,Forest,Water,Non_Wetland,Forest
562,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
563,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Water
564,Wetland,Bareland,Shrubland,Water,Non_Wetland,Grassland
565,Wetland,Bareland,Shrubland,Water,Non_Wetland,Water
566,Wetland,Bareland,Wetland,NULL,Wetland,Water
567,Wetland,Bareland,Wetland,Water,Wetland,Water
568,Wetland,Bareland,Bareland,NULL,Non_Wetland,Water
569,Wetland,Bareland,Water,NULL,Water,Grassland
570,Wetland,Bareland,Water,Water,Water,Water
571,Wetland,Bareland,Forest,NULL,Non_Wetland,Water
572,Wetland,Bareland,Forest,NULL,Non_Wetland,Forest
573,Wetland,Bareland,Forest,Water,Non_Wetland,Forest
574,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
575,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
576,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
577,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
578,Wetland,Water,Wetland,Non_Water,Wetland,Water
579,Wetland,Water,Wetland,Water,Wetland,Water
580,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
581,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
582,Wetland,Water,Bareland,Water,Non_Wetland,Water
583,Wetland,Water,Water,NULL,Water,Forest
584,Wetland,Water,Water,Non_Water,Water,Grassland
585,Wetland,Water,Water,Non_Water,Water,Water
586,Wetland,Water,Water,Non_Water,Water,Forest
587,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
588,Wetland,Water,Forest,NULL,Non_Wetland,Bareland
589,Wetland,Water,Forest,NULL,Non_Wetland,Water
590,Wetland,Water,Forest,NULL,Non_Wetland,Forest
591,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
592,Wetland,Water,Forest,Water,Non_Wetland,Bareland
593,Wetland,Water,Forest,Water,Non_Wetland,Water
594,Wetland,Water,Forest,Water,Non_Wetland,Forest
595,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
596,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
597,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
598,Wetland,Forest,Water,Non_Water,Water,Bareland
599,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
600,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
601,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
602,Bareland,NULL,NULL,NULL,Non_Wetland,Water
603,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
604,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
605,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
606,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
607,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
608,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
609,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
610,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
611,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
612,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
613,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
614,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
615,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
616,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
617,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
618,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
619,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
620,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
621,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
622,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
623,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
624,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
625,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
626,Bareland,NULL,Grassland,Water,Non_Wetland,Water
627,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
628,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
629,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
630,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
631,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
632,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
633,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
634,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
635,Bareland,NULL,Cropland,Water,Non_Wetland,Water
636,Bareland,NULL,Wetland,NULL,Wetland,Grassland
637,Bareland,NULL,Wetland,NULL,Wetland,Bareland
638,Bareland,NULL,Wetland,NULL,Wetland,Water
639,Bareland,NULL,Wetland,NULL,Wetland,Forest
640,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
641,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
642,Bareland,NULL,Wetland,Non_Water,Wetland,Water
643,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
644,Bareland,NULL,Wetland,Water,Wetland,Grassland
645,Bareland,NULL,Wetland,Water,Wetland,Bareland
646,Bareland,NULL,Wetland,Water,Wetland,Water
647,Bareland,NULL,Wetland,Water,Wetland,Forest
648,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
649,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
650,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
651,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
652,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
653,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
654,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
655,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
656,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
657,Bareland,NULL,Bareland,Water,Non_Wetland,Water
658,Bareland,NULL,Water,NULL,Water,Grassland
659,Bareland,NULL,Water,NULL,Water,Bareland
660,Bareland,NULL,Water,NULL,Water,Water
661,Bareland,NULL,Water,NULL,Water,Forest
662,Bareland,NULL,Water,Non_Water,Water,Grassland
663,Bareland,NULL,Water,Non_Water,Water,Bareland
664,Bareland,NULL,Water,Non_Water,Water,Water
665,Bareland,NULL,Water,Non_Water,Water,Forest
666,Bareland,NULL,Water,Water,Water,Grassland
667,Bareland,NULL,Water,Water,Water,Bareland
668,Bareland,NULL,Water,Water,Water,Water
669,Bareland,NULL,Water,Water,Water,Forest
670,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
671,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
672,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
673,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
674,Bareland,NULL,Forest,NULL,Non_Wetland,Water
675,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
676,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
677,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
678,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
679,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
680,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
681,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
682,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
683,Bareland,NULL,Forest,Water,Non_Wetland,Water
684,Bareland,NULL,Forest,Water,Non_Wetland,Forest
685,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
686,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
687,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
688,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
689,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
690,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
691,Bareland,Cropland,Forest,NULL,Non_Wetland,Water
692,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
693,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Water
694,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
695,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
696,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
697,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Forest
698,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
699,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
700,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
701,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
702,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
703,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
704,Bareland,Wetland,Shrubland,Water,Non_Wetland,Forest
705,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
706,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
707,Bareland,Wetland,Wetland,NULL,Wetland,Water
708,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
709,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
710,Bareland,Wetland,Wetland,Water,Wetland,Water
711,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
712,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
713,Bareland,Wetland,Water,NULL,Water,Water
714,Bareland,Wetland,Water,NULL,Water,Forest
715,Bareland,Wetland,Water,Non_Water,Water,Grassland
716,Bareland,Wetland,Water,Non_Water,Water,Bareland
717,Bareland,Wetland,Water,Non_Water,Water,Water
718,Bareland,Wetland,Water,Water,Water,Bareland
719,Bareland,Wetland,Water,Water,Water,Water
720,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
721,Bareland,Wetland,Forest,NULL,Non_Wetland,Cropland
722,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland
723,Bareland,Wetland,Forest,NULL,Non_Wetland,Water
724,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
725,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Water
726,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Forest
727,Bareland,Wetland,Forest,Water,Non_Wetland,Grassland
728,Bareland,Wetland,Forest,Water,Non_Wetland,Water
729,Bareland,Wetland,Forest,Water,Non_Wetland,Forest
730,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
731,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
732,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
733,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland
734,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
735,Bareland,Bareland,NULL,Water,Non_Wetland,Water
736,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
737,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
738,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
739,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
740,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
741,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
742,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL
743,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
744,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
745,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
746,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
747,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
748,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL
749,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
750,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
751,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
752,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
753,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
754,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
755,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
756,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
757,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
758,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
759,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
760,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
761,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
762,Bareland,Bareland,Grassland,Water,Non_Wetland,Forest
763,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
764,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
765,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
766,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
767,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
768,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
769,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
770,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
771,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
772,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
773,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
774,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
775,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
776,Bareland,Bareland,Wetland,NULL,Wetland,Water
777,Bareland,Bareland,Wetland,NULL,Wetland,Forest
778,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
779,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
780,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
781,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
782,Bareland,Bareland,Wetland,Water,Wetland,NULL
783,Bareland,Bareland,Wetland,Water,Wetland,Grassland
784,Bareland,Bareland,Wetland,Water,Wetland,Bareland
785,Bareland,Bareland,Wetland,Water,Wetland,Water
786,Bareland,Bareland,Wetland,Water,Wetland,Forest
787,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
788,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
789,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
790,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
791,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
792,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
793,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
794,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
795,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
796,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
797,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
798,Bareland,Bareland,Water,NULL,Water,Grassland
799,Bareland,Bareland,Water,NULL,Water,Bareland
800,Bareland,Bareland,Water,NULL,Water,Water
801,Bareland,Bareland,Water,NULL,Water,Forest
802,Bareland,Bareland,Water,Non_Water,Water,NULL
803,Bareland,Bareland,Water,Non_Water,Water,Grassland
804,Bareland,Bareland,Water,Non_Water,Water,Bareland
805,Bareland,Bareland,Water,Non_Water,Water,Water
806,Bareland,Bareland,Water,Non_Water,Water,Forest
807,Bareland,Bareland,Water,Water,Water,Grassland
808,Bareland,Bareland,Water,Water,Water,Bareland
809,Bareland,Bareland,Water,Water,Water,Water
810,Bareland,Bareland,Water,Water,Water,Forest
811,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
812,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
813,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
814,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
815,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
816,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
817,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL
818,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
819,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Cropland
820,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
821,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
822,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
823,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
824,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
825,Bareland,Bareland,Forest,Water,Non_Wetland,Water
826,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
827,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
828,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
829,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
830,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
831,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
832,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
833,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
834,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
835,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
836,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
837,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
838,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
839,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
840,Bareland,Water,NULL,NULL,Non_Wetland,Water
841,Bareland,Water,NULL,Non_Water,Non_Wetland,Water
842,Bareland,Water,NULL,Water,Non_Wetland,Grassland
843,Bareland,Water,NULL,Water,Non_Wetland,Bareland
844,Bareland,Water,NULL,Water,Non_Wetland,Water
845,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
846,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
847,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
848,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
849,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
850,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL
851,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
852,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
853,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
854,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
855,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
856,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
857,Bareland,Water,Shrubland,Water,Non_Wetland,Water
858,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
859,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
860,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
861,Bareland,Water,Grassland,NULL,Non_Wetland,Water
862,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
863,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
864,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
865,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
866,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
867,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
868,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
869,Bareland,Water,Grassland,Water,Non_Wetland,Water
870,Bareland,Water,Grassland,Water,Non_Wetland,Forest
871,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
872,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
873,Bareland,Water,Cropland,NULL,Non_Wetland,Water
