Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWK_M_R
902,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
903,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
904,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
905,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
906,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
907,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
908,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
909,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
910,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
911,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
912,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
913,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
914,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
915,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
916,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
917,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
918,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
919,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
920,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
921,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
922,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
923,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
924,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
925,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
926,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
927,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
928,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
929,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
930,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
931,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Built-up
932,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Forest
933,NULL,Built-up,Wetland,NULL,NULL,NULL,Built-up,Water
934,NULL,Built-up,Wetland,NULL,NULL,NULL,Built-up,Forest
935,NULL,Built-up,Wetland,NULL,NULL,Bareland,Built-up,Grassland
936,NULL,Built-up,Wetland,NULL,NULL,Bareland,Built-up,Forest
937,NULL,Built-up,Wetland,NULL,NULL,Built-up,Built-up,Grassland
938,NULL,Built-up,Wetland,NULL,NULL,Built-up,Built-up,Built-up
939,NULL,Built-up,Wetland,NULL,NULL,Built-up,Built-up,Forest
940,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
941,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
942,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Cropland
943,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
944,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
945,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
946,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
947,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
948,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Grassland
949,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Wetland
950,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
951,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Grassland
952,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Wetland
953,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Bareland
954,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Built-up
955,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
956,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,NULL
957,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Grassland
958,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Wetland
959,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Built-up
960,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Water
961,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
962,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
963,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Bareland
964,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Built-up
965,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Water
966,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
967,NULL,Built-up,Wetland,NULL,Wetland,NULL,Forest,Forest
968,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
969,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Built-up
970,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
971,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
972,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Built-up
973,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,NULL
974,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
975,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Cropland
976,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
977,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
978,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
979,NULL,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Grassland
980,NULL,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Wetland
981,NULL,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
982,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
983,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
984,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
985,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
986,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
987,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
988,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,NULL
989,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Grassland
990,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Wetland
991,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Bareland
992,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Built-up
993,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Forest
994,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
995,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
996,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
997,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
998,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
999,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1000,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1001,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
1002,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Wetland
1003,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
1004,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
1005,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Water
1006,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
1007,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
1008,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Wetland
1009,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Bareland
1010,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
1011,NULL,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Grassland
1012,NULL,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Wetland
1013,NULL,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Built-up
1014,NULL,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Water
1015,NULL,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Forest
1016,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Bareland
1017,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Built-up
1018,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
1019,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Bareland
1020,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Built-up
1021,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,NULL
1022,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
1023,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Cropland
1024,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
1025,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
1026,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
1027,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
1028,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Water
1029,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Built-up
1030,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Forest
1031,NULL,Built-up,Wetland,NULL,Wetland,Water,NULL,Grassland
1032,NULL,Built-up,Wetland,NULL,Wetland,Water,NULL,Water
1033,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,Water
1034,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,Forest
1035,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Water
1036,NULL,Built-up,Wetland,NULL,Wetland,Forest,NULL,Grassland
1037,NULL,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
1038,NULL,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
1039,NULL,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
1040,NULL,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Grassland
1041,NULL,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
1042,NULL,Built-up,Wetland,NULL,Wetland,Forest,Water,Wetland
1043,NULL,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
1044,NULL,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
1045,NULL,Built-up,Wetland,Non_Water,NULL,NULL,Water,Bareland
1046,NULL,Built-up,Wetland,Non_Water,NULL,Bareland,Built-up,Grassland
1047,NULL,Built-up,Wetland,Non_Water,NULL,Bareland,Water,Grassland
1048,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1049,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1050,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1051,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1052,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
1053,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
1054,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
1055,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1056,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Built-up,Grassland
1057,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
1058,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Grassland
1059,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Wetland
1060,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
1061,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1062,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
1063,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
1064,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,NULL,Grassland
1065,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
1066,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Wetland
1067,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Forest
1068,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Grassland
1069,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Forest
1070,NULL,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
1071,NULL,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1072,NULL,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Forest
1073,NULL,Built-up,Wetland,Water,NULL,NULL,Built-up,Grassland
1074,NULL,Built-up,Wetland,Water,NULL,NULL,Built-up,Built-up
1075,NULL,Built-up,Wetland,Water,NULL,NULL,Built-up,Water
1076,NULL,Built-up,Wetland,Water,NULL,NULL,Water,Grassland
1077,NULL,Built-up,Wetland,Water,NULL,NULL,Water,Water
1078,NULL,Built-up,Wetland,Water,NULL,NULL,Water,Forest
1079,NULL,Built-up,Wetland,Water,NULL,Bareland,Built-up,Grassland
1080,NULL,Built-up,Wetland,Water,NULL,Built-up,Built-up,Bareland
1081,NULL,Built-up,Wetland,Water,NULL,Built-up,Built-up,Water
1082,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1083,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
1084,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1085,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1086,NULL,Built-up,Wetland,Water,Wetland,NULL,Bareland,Wetland
1087,NULL,Built-up,Wetland,Water,Wetland,NULL,Built-up,Grassland
1088,NULL,Built-up,Wetland,Water,Wetland,NULL,Built-up,Built-up
1089,NULL,Built-up,Wetland,Water,Wetland,NULL,Built-up,Water
1090,NULL,Built-up,Wetland,Water,Wetland,NULL,Water,Built-up
1091,NULL,Built-up,Wetland,Water,Wetland,NULL,Water,Water
1092,NULL,Built-up,Wetland,Water,Wetland,NULL,Water,Forest
1093,NULL,Built-up,Wetland,Water,Wetland,Bareland,NULL,Bareland
1094,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1095,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Wetland
1096,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Grassland
1097,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Bareland
1098,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
1099,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Wetland
1100,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Bareland
1101,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
1102,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
1103,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Built-up
1104,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
1105,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Forest
1106,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
1107,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Built-up
1108,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
1109,NULL,Built-up,Wetland,Water,Wetland,Water,Built-up,Water
1110,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
1111,NULL,Built-up,Wetland,Water,Wetland,Forest,NULL,Forest
1112,NULL,Built-up,Wetland,Water,Wetland,Forest,Water,Forest
1113,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Built-up,Forest
1114,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1115,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1116,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
1117,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
1118,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
1119,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
1120,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1121,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
1122,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
1123,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1124,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1125,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1126,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1127,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1128,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Cropland
1129,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,Forest
1130,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1131,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Wetland
1132,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1133,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
1134,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Built-up,Water
1135,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Water
1136,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1137,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1138,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1139,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1140,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1141,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1142,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1143,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1144,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
1145,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1146,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1147,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1148,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
1149,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1150,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
1151,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1152,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1153,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1154,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1155,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
1156,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Water
1157,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1158,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
1159,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1160,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1161,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1162,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1163,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1164,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1165,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1166,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1167,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1168,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1169,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1170,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1171,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1172,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
1173,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1174,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1175,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1176,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1177,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1178,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1179,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1180,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1181,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1182,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1183,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1184,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1185,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1186,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1187,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1188,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1189,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1190,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1191,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1192,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1193,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1194,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1195,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1196,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1197,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1198,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1199,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1200,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1201,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1202,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
1203,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1204,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1205,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1206,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
1207,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1208,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1209,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1210,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
1211,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
1212,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1213,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1214,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
1215,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1216,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1217,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1218,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1219,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1220,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
1221,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1222,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1223,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1224,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1225,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1226,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1227,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1228,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1229,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1230,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
1231,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Grassland
1232,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Built-up
1233,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Forest
1234,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Forest
1235,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1236,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
