Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NDG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NDG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NDG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NDG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NDG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NDG_M_R
699,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Built-up
700,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
701,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Built-up
702,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Built-up
703,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
704,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
705,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
706,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
707,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
708,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
709,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
710,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
711,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
712,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
713,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Built-up
714,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
715,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
716,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
717,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
718,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water,Built-up,Grassland
719,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Water,Bareland
720,NULL,Built-up,NULL,Water,Non_Wetland,Water,Built-up,Grassland
721,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
722,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
723,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
724,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
725,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
726,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
727,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
728,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
729,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
730,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
731,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
732,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
733,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
734,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
735,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
736,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
737,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
738,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
739,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
740,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
741,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
742,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
743,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
744,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
745,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
746,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
747,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
748,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
749,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
750,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
751,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
752,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
753,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
754,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
755,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
756,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
757,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
758,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
759,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
760,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
761,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
762,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
763,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
764,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
765,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
766,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
767,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
768,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
769,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
770,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
771,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
772,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
773,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
774,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
775,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
776,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
777,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
778,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
779,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
780,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
781,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
782,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
783,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
784,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
785,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
786,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
787,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
788,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
789,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
790,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
791,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
792,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
793,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
794,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
795,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
796,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
797,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
798,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
799,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
800,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
801,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
802,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
803,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Built-up
804,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
805,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Water
806,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
807,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
808,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
809,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Built-up
810,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
811,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
812,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Wetland
813,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
814,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
815,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Water
816,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Grassland
817,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
818,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
819,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
820,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
821,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
822,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
823,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
824,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
825,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
826,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
827,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
828,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
829,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
830,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
831,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
832,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
833,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
834,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
835,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
836,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
837,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
838,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
839,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
840,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
841,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
842,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
843,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
844,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
845,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
846,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
847,NULL,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Wetland
848,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
849,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
850,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
851,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
852,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
853,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
854,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
855,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
856,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
857,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
858,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
859,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
860,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
861,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
862,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
863,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
864,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
865,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
866,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Built-up
867,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
868,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
869,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
870,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
871,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
872,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
873,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
874,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
875,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
876,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
877,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
878,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
879,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
880,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
881,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
882,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
883,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
884,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
885,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
886,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
887,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
888,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
889,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
890,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
891,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
892,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
893,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
894,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
895,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
896,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
897,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
898,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
899,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
900,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
901,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
902,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
903,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
904,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
905,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
906,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Water
907,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
908,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Water
909,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
910,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
911,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
912,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Wetland
913,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
914,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
915,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
916,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
917,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Wetland
918,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
919,NULL,Built-up,Water,NULL,Water,Wetland,Water,Forest
920,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
921,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
922,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
923,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
924,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
925,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
926,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
927,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
928,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
929,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
930,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
931,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
932,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
933,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
934,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
935,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
936,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
937,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
938,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
939,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Water
940,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
941,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
942,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
943,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
944,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
945,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
946,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
947,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
948,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
949,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
950,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
951,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
952,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
953,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
954,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
955,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
956,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
957,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
958,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
959,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
960,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
961,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
962,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
963,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
964,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
965,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
966,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
967,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
968,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
969,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
970,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
971,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
972,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
973,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
974,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
975,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
976,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
977,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
978,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
979,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
980,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
981,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
982,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
983,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
984,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
985,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
986,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
987,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
988,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
989,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
990,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
991,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
992,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
993,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
994,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
995,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
996,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
997,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
998,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
999,NULL,Water,Shrubland,Water,Non_Wetland,Cropland,Bareland,Grassland
1000,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1001,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1002,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Built-up
1003,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1004,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1005,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
1006,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1007,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1008,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1009,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1010,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
1011,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
1012,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1013,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Water
1014,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1015,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1016,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1017,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1018,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1019,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1020,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1021,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1022,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1023,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
1024,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1025,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1026,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
