Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHT_M_R
1961,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Forest
1962,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1963,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
1964,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
1965,Grassland,NULL,Water,Non_Water,Water,Water,Water,Forest
1966,Grassland,NULL,Water,Water,Water,NULL,Wetland,Grassland
1967,Grassland,NULL,Water,Water,Water,NULL,Wetland,Wetland
1968,Grassland,NULL,Water,Water,Water,NULL,Wetland,Water
1969,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Forest
1970,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
1971,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
1972,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1973,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1974,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1975,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
1976,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Forest
1977,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
1978,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
1979,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
1980,Grassland,NULL,Water,Water,Water,Wetland,Water,Forest
1981,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
1982,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
1983,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
1984,Grassland,NULL,Water,Water,Water,Water,Wetland,Forest
1985,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
1986,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
1987,Grassland,NULL,Water,Water,Water,Water,Water,Water
1988,Grassland,NULL,Water,Water,Water,Water,Water,Forest
1989,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1990,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1991,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1992,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1993,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1994,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1995,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1996,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1997,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1998,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1999,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2000,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2001,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2002,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2003,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2004,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2005,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2006,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2007,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2008,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2009,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2010,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2011,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2012,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2013,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2014,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2015,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2016,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2017,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
2018,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2019,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2020,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2021,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2022,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2023,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2024,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2025,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2026,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
2027,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2028,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2029,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2030,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2031,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2032,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2033,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2034,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2035,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2036,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2037,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2038,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2039,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2040,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2041,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2042,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2043,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2044,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2045,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2046,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2047,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2048,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2049,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2050,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2051,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2052,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2053,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
2054,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
2055,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2056,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2057,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
2058,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
2059,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
2060,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
2061,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2062,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2063,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2064,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2065,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2066,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2067,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2068,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2069,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2070,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2071,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2072,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2073,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2074,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2075,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2076,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2077,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2078,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2079,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2080,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2081,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2082,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2083,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2084,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2085,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2086,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Water
2087,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2088,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2089,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2090,Grassland,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
2091,Grassland,Cropland,Water,Water,Water,Water,Water,Grassland
2092,Grassland,Cropland,Water,Water,Water,Water,Water,Forest
2093,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2094,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2095,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2096,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2097,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2098,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2099,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2100,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2101,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2102,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2103,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2104,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2105,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2106,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2107,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2108,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2109,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2110,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2111,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2112,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2113,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2114,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2115,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
2116,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2117,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2118,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2119,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2120,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
2121,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
2122,Grassland,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2123,Grassland,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
2124,Grassland,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
2125,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2126,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2127,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2128,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2129,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2130,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2131,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2132,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2133,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2134,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2135,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2136,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2137,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2138,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2139,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2140,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2141,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2142,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2143,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2144,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2145,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2146,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2147,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2148,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2149,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2150,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2151,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2152,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2153,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2154,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2155,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2156,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2157,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2158,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
2159,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
2160,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2161,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2162,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2163,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2164,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
2165,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
2166,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
2167,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2168,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2169,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2170,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2171,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2172,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
2173,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
2174,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2175,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2176,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2177,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2178,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2179,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2180,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2181,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2182,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2183,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2184,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
2185,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2186,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
2187,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2188,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2189,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2190,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2191,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2192,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2193,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2194,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2195,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2196,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2197,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2198,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2199,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2200,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2201,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2202,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2203,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2204,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2205,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2206,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2207,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2208,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
2209,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2210,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2211,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2212,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
2213,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2214,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2215,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2216,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
2217,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
2218,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
2219,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
2220,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
2221,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2222,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
2223,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
2224,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
2225,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
2226,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2227,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2228,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2229,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2230,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2231,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2232,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
2233,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2234,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
2235,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2236,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2237,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2238,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2239,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2240,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
2241,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2242,Grassland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
2243,Grassland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Grassland
2244,Grassland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Grassland
2245,Grassland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Grassland
2246,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2247,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2248,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2249,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2250,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
2251,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2252,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2253,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2254,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2255,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2256,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2257,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2258,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2259,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2260,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2261,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2262,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2263,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2264,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2265,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2266,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2267,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2268,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2269,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2270,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
2271,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2272,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2273,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2274,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2275,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2276,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2277,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2278,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
2279,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2280,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2281,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2282,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
2283,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
2284,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
2285,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2286,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
2287,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2288,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
