Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMS_M_R
13589,Water,Built-up,Forest,NULL,Non_Wetland,Water,Water,Forest
13590,Water,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
13591,Water,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13592,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
13593,Water,Built-up,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
13594,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
13595,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
13596,Water,Built-up,Forest,Water,Non_Wetland,Built-up,NULL,Water
13597,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13598,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
13599,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
13600,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
13601,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
13602,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13603,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13604,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13605,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
13606,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
13607,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
13608,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
13609,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
13610,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
13611,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
13612,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Water
13613,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
13614,Water,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
13615,Water,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
13616,Water,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Water
13617,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
13618,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Cropland
13619,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
13620,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
13621,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
13622,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
13623,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
13624,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
13625,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
13626,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
13627,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
13628,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13629,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
13630,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
13631,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13632,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
13633,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
13634,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
13635,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
13636,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
13637,Water,Water,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
13638,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
13639,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
13640,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
13641,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
13642,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
13643,Water,Water,NULL,NULL,Non_Wetland,Cropland,Water,Cropland
13644,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
13645,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
13646,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
13647,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
13648,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
13649,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
13650,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
13651,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
13652,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
13653,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
13654,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
13655,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
13656,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
13657,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
13658,Water,Water,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
13659,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
13660,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
13661,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
13662,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
13663,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
13664,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
13665,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
13666,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
13667,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
13668,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
13669,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13670,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
13671,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
13672,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
13673,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
13674,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
13675,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
13676,Water,Water,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
13677,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
13678,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
13679,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
13680,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
13681,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
13682,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
13683,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
13684,Water,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Water
13685,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
13686,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
13687,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Cropland
13688,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
13689,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
13690,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Built-up
13691,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
13692,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
13693,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
13694,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
13695,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
13696,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
13697,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
13698,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
13699,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
13700,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
13701,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
13702,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
13703,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Wetland
13704,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Water
13705,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Forest
13706,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
13707,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Cropland
13708,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
13709,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
13710,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Built-up
13711,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
13712,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
13713,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
13714,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
13715,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
13716,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
13717,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
13718,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
13719,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
13720,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
13721,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13722,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
13723,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Water
13724,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
13725,Water,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
13726,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
13727,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
13728,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
13729,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
13730,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
13731,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13732,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
13733,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
13734,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
13735,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
13736,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
13737,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
13738,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13739,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
13740,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
13741,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
13742,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
13743,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13744,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
13745,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
13746,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Built-up,Water
13747,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
13748,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
13749,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
13750,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
13751,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
13752,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
13753,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
13754,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
13755,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
13756,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13757,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13758,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
13759,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13760,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
13761,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13762,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
13763,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
13764,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13765,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
13766,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13767,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Built-up,Built-up
13768,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
13769,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
13770,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
13771,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
13772,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
13773,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13774,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Water
13775,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
13776,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
13777,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
13778,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
13779,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
13780,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
13781,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
13782,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
13783,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
13784,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Bareland
13785,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
13786,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
13787,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
13788,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
13789,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
13790,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
13791,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
13792,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
13793,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
13794,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
13795,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
13796,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
13797,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
13798,Water,Water,NULL,Non_Water,Non_Wetland,Water,Built-up,Bareland
13799,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
13800,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
13801,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
13802,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
13803,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
13804,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
13805,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
13806,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
13807,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
13808,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
13809,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
13810,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
13811,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
13812,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
13813,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
13814,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
13815,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
13816,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
13817,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
13818,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
13819,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
13820,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
13821,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
13822,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
13823,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
13824,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
13825,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Water
13826,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Forest
13827,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
13828,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Cropland
13829,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Bareland
13830,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
13831,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
13832,Water,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
13833,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Forest
13834,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
13835,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
13836,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
13837,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
13838,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Cropland
13839,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
13840,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Forest
13841,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
13842,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
13843,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
13844,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Bareland
13845,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
13846,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
13847,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
13848,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Water
13849,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
13850,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
13851,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
13852,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
13853,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
13854,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Bareland
13855,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
13856,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
13857,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
13858,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
13859,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
13860,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
13861,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
13862,Water,Water,NULL,Water,Non_Wetland,Water,Built-up,Water
13863,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
13864,Water,Water,NULL,Water,Non_Wetland,Water,Water,Cropland
13865,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
13866,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
13867,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
13868,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
13869,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Bareland
13870,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
13871,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
13872,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Water
13873,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
13874,Water,Water,NULL,Water,Non_Wetland,Forest,Grassland,Forest
13875,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Grassland
13876,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Bareland
13877,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
13878,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
13879,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
13880,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
13881,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13882,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
13883,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
13884,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
13885,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
13886,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
13887,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13888,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13889,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
13890,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
13891,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
13892,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13893,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
13894,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
13895,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
13896,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
13897,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
13898,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
13899,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
13900,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
13901,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
13902,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
13903,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
13904,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
13905,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
13906,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
13907,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
13908,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
13909,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
13910,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13911,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
13912,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13913,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13914,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
13915,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13916,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
13917,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
13918,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13919,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13920,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13921,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
13922,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
13923,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13924,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13925,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
13926,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
13927,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
13928,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
13929,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
13930,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13931,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
13932,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Cropland
13933,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13934,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
13935,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
13936,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
13937,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
13938,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13939,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13940,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13941,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13942,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13943,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
13944,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13945,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
