Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGC_M_R
12327,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Water
12328,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
12329,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
12330,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
12331,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Water
12332,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
12333,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,NULL
12334,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
12335,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
12336,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
12337,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
12338,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Forest
12339,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,NULL
12340,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
12341,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
12342,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
12343,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Water
12344,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
12345,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,NULL
12346,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
12347,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Cropland
12348,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
12349,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Bareland
12350,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
12351,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Forest
12352,Water,Cropland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
12353,Water,Cropland,Wetland,Non_Water,Wetland,Water,Forest,Water
12354,Water,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
12355,Water,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Water
12356,Water,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
12357,Water,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
12358,Water,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
12359,Water,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
12360,Water,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
12361,Water,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Water
12362,Water,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Forest
12363,Water,Cropland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12364,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
12365,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
12366,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
12367,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
12368,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
12369,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,Cropland
12370,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,Water
12371,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
12372,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Cropland
12373,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
12374,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Bareland
12375,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Water
12376,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Forest
12377,Water,Cropland,Wetland,Water,Wetland,Shrubland,Water,Grassland
12378,Water,Cropland,Wetland,Water,Wetland,Cropland,Water,Grassland
12379,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Grassland
12380,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Cropland
12381,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Water
12382,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Forest
12383,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
12384,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
12385,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
12386,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
12387,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Forest
12388,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
12389,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Forest
12390,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Grassland
12391,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Water
12392,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Forest
12393,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
12394,Water,Cropland,Wetland,Water,Wetland,Water,Water,NULL
12395,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
12396,Water,Cropland,Wetland,Water,Wetland,Water,Water,Cropland
12397,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
12398,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
12399,Water,Cropland,Wetland,Water,Wetland,Water,Forest,Water
12400,Water,Cropland,Wetland,Water,Wetland,Forest,NULL,Water
12401,Water,Cropland,Wetland,Water,Wetland,Forest,NULL,Forest
12402,Water,Cropland,Wetland,Water,Wetland,Forest,Wetland,Grassland
12403,Water,Cropland,Wetland,Water,Wetland,Forest,Wetland,Water
12404,Water,Cropland,Wetland,Water,Wetland,Forest,Water,Forest
12405,Water,Cropland,Wetland,Water,Wetland,Forest,Forest,Forest
12406,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
12407,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
12408,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
12409,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
12410,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
12411,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
12412,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
12413,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
12414,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
12415,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
12416,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
12417,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
12418,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
12419,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
12420,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Water
12421,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland,Water,Cropland
12422,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland,Water,Water
12423,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland,Water,Forest
12424,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
12425,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Cropland
12426,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
12427,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
12428,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12429,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
12430,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
12431,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
12432,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
12433,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
12434,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
12435,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
12436,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
12437,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
12438,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
12439,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
12440,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
12441,Water,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Cropland
12442,Water,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Water
12443,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
12444,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
12445,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
12446,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
12447,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Forest
12448,Water,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Water
12449,Water,Cropland,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
12450,Water,Cropland,Bareland,NULL,Non_Wetland,Forest,Water,Water
12451,Water,Cropland,Bareland,NULL,Non_Wetland,Forest,Water,Forest
12452,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12453,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
12454,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
12455,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
12456,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
12457,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12458,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,NULL
12459,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
12460,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Cropland
12461,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
12462,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
12463,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
12464,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
12465,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland,Water,Grassland
12466,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland,Water,Forest
12467,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12468,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
12469,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
12470,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
12471,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
12472,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
12473,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
12474,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
12475,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
12476,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
12477,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
12478,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
12479,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
12480,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
12481,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
12482,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
12483,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Grassland
12484,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Cropland
12485,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Water
12486,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Forest
12487,Water,Cropland,Bareland,Water,Non_Wetland,Wetland,NULL,Water
12488,Water,Cropland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
12489,Water,Cropland,Bareland,Water,Non_Wetland,Wetland,Water,Water
12490,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,NULL,Water
12491,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Water
12492,Water,Cropland,Bareland,Water,Non_Wetland,Water,NULL,Water
12493,Water,Cropland,Bareland,Water,Non_Wetland,Water,NULL,Forest
12494,Water,Cropland,Bareland,Water,Non_Wetland,Water,Wetland,Water
12495,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Cropland
12496,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
12497,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Forest
12498,Water,Cropland,Bareland,Water,Non_Wetland,Water,Forest,Water
12499,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
12500,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
12501,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
12502,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
12503,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
12504,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
12505,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
12506,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Water
12507,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland,Water,Grassland
12508,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12509,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12510,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
12511,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
12512,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12513,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
12514,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
12515,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
12516,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
12517,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12518,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
12519,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12520,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
12521,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
12522,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
12523,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
12524,Water,Cropland,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Forest
12525,Water,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
12526,Water,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
12527,Water,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
12528,Water,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
12529,Water,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Water
12530,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
12531,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
12532,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
12533,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
12534,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
12535,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
12536,Water,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
12537,Water,Cropland,Water,NULL,Water,NULL,Wetland,Grassland
12538,Water,Cropland,Water,NULL,Water,NULL,Wetland,Water
12539,Water,Cropland,Water,NULL,Water,NULL,Bareland,Grassland
12540,Water,Cropland,Water,NULL,Water,NULL,Bareland,Bareland
12541,Water,Cropland,Water,NULL,Water,NULL,Water,NULL
12542,Water,Cropland,Water,NULL,Water,NULL,Water,Grassland
12543,Water,Cropland,Water,NULL,Water,NULL,Water,Cropland
12544,Water,Cropland,Water,NULL,Water,NULL,Water,Bareland
12545,Water,Cropland,Water,NULL,Water,NULL,Water,Water
12546,Water,Cropland,Water,NULL,Water,NULL,Water,Forest
12547,Water,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
12548,Water,Cropland,Water,NULL,Water,Grassland,NULL,Water
12549,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
12550,Water,Cropland,Water,NULL,Water,Cropland,Water,Cropland
12551,Water,Cropland,Water,NULL,Water,Cropland,Water,Water
12552,Water,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
12553,Water,Cropland,Water,NULL,Water,Wetland,NULL,Cropland
12554,Water,Cropland,Water,NULL,Water,Wetland,NULL,Wetland
12555,Water,Cropland,Water,NULL,Water,Wetland,NULL,Water
12556,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
12557,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Water
12558,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
12559,Water,Cropland,Water,NULL,Water,Wetland,Water,Grassland
12560,Water,Cropland,Water,NULL,Water,Wetland,Water,Wetland
12561,Water,Cropland,Water,NULL,Water,Wetland,Water,Water
12562,Water,Cropland,Water,NULL,Water,Wetland,Water,Forest
12563,Water,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
12564,Water,Cropland,Water,NULL,Water,Bareland,NULL,Cropland
12565,Water,Cropland,Water,NULL,Water,Bareland,NULL,Water
12566,Water,Cropland,Water,NULL,Water,Bareland,Wetland,Water
12567,Water,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
12568,Water,Cropland,Water,NULL,Water,Bareland,Water,Grassland
12569,Water,Cropland,Water,NULL,Water,Bareland,Water,Water
12570,Water,Cropland,Water,NULL,Water,Bareland,Water,Forest
12571,Water,Cropland,Water,NULL,Water,Bareland,Forest,Forest
12572,Water,Cropland,Water,NULL,Water,Built-up,Built-up,Grassland
12573,Water,Cropland,Water,NULL,Water,Built-up,Built-up,Bareland
12574,Water,Cropland,Water,NULL,Water,Water,NULL,Grassland
12575,Water,Cropland,Water,NULL,Water,Water,NULL,Wetland
12576,Water,Cropland,Water,NULL,Water,Water,NULL,Water
12577,Water,Cropland,Water,NULL,Water,Water,NULL,Forest
12578,Water,Cropland,Water,NULL,Water,Water,Grassland,Grassland
12579,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
12580,Water,Cropland,Water,NULL,Water,Water,Wetland,Grassland
12581,Water,Cropland,Water,NULL,Water,Water,Wetland,Water
12582,Water,Cropland,Water,NULL,Water,Water,Wetland,Forest
12583,Water,Cropland,Water,NULL,Water,Water,Built-up,Water
12584,Water,Cropland,Water,NULL,Water,Water,Water,NULL
12585,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
12586,Water,Cropland,Water,NULL,Water,Water,Water,Cropland
12587,Water,Cropland,Water,NULL,Water,Water,Water,Wetland
12588,Water,Cropland,Water,NULL,Water,Water,Water,Water
12589,Water,Cropland,Water,NULL,Water,Water,Water,Forest
12590,Water,Cropland,Water,NULL,Water,Forest,NULL,Water
12591,Water,Cropland,Water,NULL,Water,Forest,NULL,Forest
12592,Water,Cropland,Water,NULL,Water,Forest,Water,Forest
12593,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
12594,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
12595,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
12596,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
12597,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
12598,Water,Cropland,Water,Non_Water,Water,NULL,Grassland,Grassland
12599,Water,Cropland,Water,Non_Water,Water,NULL,Wetland,Grassland
12600,Water,Cropland,Water,Non_Water,Water,NULL,Wetland,Water
12601,Water,Cropland,Water,Non_Water,Water,NULL,Wetland,Forest
12602,Water,Cropland,Water,Non_Water,Water,NULL,Water,Grassland
12603,Water,Cropland,Water,Non_Water,Water,NULL,Water,Cropland
12604,Water,Cropland,Water,Non_Water,Water,NULL,Water,Wetland
12605,Water,Cropland,Water,Non_Water,Water,NULL,Water,Water
12606,Water,Cropland,Water,Non_Water,Water,NULL,Water,Forest
12607,Water,Cropland,Water,Non_Water,Water,NULL,Forest,Grassland
12608,Water,Cropland,Water,Non_Water,Water,NULL,Forest,Forest
12609,Water,Cropland,Water,Non_Water,Water,Wetland,NULL,Grassland
12610,Water,Cropland,Water,Non_Water,Water,Wetland,NULL,Water
12611,Water,Cropland,Water,Non_Water,Water,Wetland,NULL,Forest
12612,Water,Cropland,Water,Non_Water,Water,Wetland,Grassland,Water
12613,Water,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
12614,Water,Cropland,Water,Non_Water,Water,Wetland,Wetland,Water
12615,Water,Cropland,Water,Non_Water,Water,Wetland,Wetland,Forest
12616,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
12617,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
12618,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Water
12619,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Forest
12620,Water,Cropland,Water,Non_Water,Water,Bareland,NULL,Water
12621,Water,Cropland,Water,Non_Water,Water,Bareland,NULL,Forest
12622,Water,Cropland,Water,Non_Water,Water,Bareland,Wetland,Wetland
12623,Water,Cropland,Water,Non_Water,Water,Bareland,Water,Wetland
12624,Water,Cropland,Water,Non_Water,Water,Built-up,Built-up,Water
12625,Water,Cropland,Water,Non_Water,Water,Water,NULL,Grassland
12626,Water,Cropland,Water,Non_Water,Water,Water,NULL,Cropland
12627,Water,Cropland,Water,Non_Water,Water,Water,NULL,Water
12628,Water,Cropland,Water,Non_Water,Water,Water,NULL,Forest
12629,Water,Cropland,Water,Non_Water,Water,Water,Wetland,Grassland
12630,Water,Cropland,Water,Non_Water,Water,Water,Wetland,Cropland
12631,Water,Cropland,Water,Non_Water,Water,Water,Wetland,Water
12632,Water,Cropland,Water,Non_Water,Water,Water,Wetland,Forest
12633,Water,Cropland,Water,Non_Water,Water,Water,Water,Grassland
12634,Water,Cropland,Water,Non_Water,Water,Water,Water,Cropland
12635,Water,Cropland,Water,Non_Water,Water,Water,Water,Wetland
12636,Water,Cropland,Water,Non_Water,Water,Water,Water,Water
12637,Water,Cropland,Water,Non_Water,Water,Water,Water,Forest
12638,Water,Cropland,Water,Non_Water,Water,Water,Forest,Water
12639,Water,Cropland,Water,Non_Water,Water,Forest,NULL,Forest
12640,Water,Cropland,Water,Non_Water,Water,Forest,Wetland,Water
12641,Water,Cropland,Water,Non_Water,Water,Forest,Wetland,Forest
12642,Water,Cropland,Water,Non_Water,Water,Forest,Water,Grassland
12643,Water,Cropland,Water,Non_Water,Water,Forest,Water,Water
12644,Water,Cropland,Water,Non_Water,Water,Forest,Water,Forest
12645,Water,Cropland,Water,Non_Water,Water,Forest,Forest,Forest
12646,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
12647,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
12648,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
12649,Water,Cropland,Water,Water,Water,NULL,NULL,Water
12650,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
12651,Water,Cropland,Water,Water,Water,NULL,Wetland,Wetland
12652,Water,Cropland,Water,Water,Water,NULL,Wetland,Water
12653,Water,Cropland,Water,Water,Water,NULL,Water,NULL
12654,Water,Cropland,Water,Water,Water,NULL,Water,Grassland
12655,Water,Cropland,Water,Water,Water,NULL,Water,Cropland
12656,Water,Cropland,Water,Water,Water,NULL,Water,Water
12657,Water,Cropland,Water,Water,Water,NULL,Water,Forest
12658,Water,Cropland,Water,Water,Water,NULL,Forest,Water
12659,Water,Cropland,Water,Water,Water,Grassland,NULL,Grassland
12660,Water,Cropland,Water,Water,Water,Grassland,Wetland,Water
12661,Water,Cropland,Water,Water,Water,Cropland,NULL,Cropland
12662,Water,Cropland,Water,Water,Water,Cropland,Water,Water
12663,Water,Cropland,Water,Water,Water,Wetland,NULL,Grassland
12664,Water,Cropland,Water,Water,Water,Wetland,NULL,Water
12665,Water,Cropland,Water,Water,Water,Wetland,NULL,Forest
12666,Water,Cropland,Water,Water,Water,Wetland,Wetland,Grassland
12667,Water,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
12668,Water,Cropland,Water,Water,Water,Wetland,Wetland,Water
12669,Water,Cropland,Water,Water,Water,Wetland,Wetland,Forest
12670,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
12671,Water,Cropland,Water,Water,Water,Wetland,Water,Wetland
12672,Water,Cropland,Water,Water,Water,Wetland,Water,Water
12673,Water,Cropland,Water,Water,Water,Wetland,Water,Forest
12674,Water,Cropland,Water,Water,Water,Bareland,NULL,Forest
12675,Water,Cropland,Water,Water,Water,Bareland,Wetland,Water
12676,Water,Cropland,Water,Water,Water,Bareland,Bareland,Water
12677,Water,Cropland,Water,Water,Water,Bareland,Built-up,Water
12678,Water,Cropland,Water,Water,Water,Bareland,Water,Bareland
12679,Water,Cropland,Water,Water,Water,Bareland,Water,Water
12680,Water,Cropland,Water,Water,Water,Water,NULL,Grassland
12681,Water,Cropland,Water,Water,Water,Water,NULL,Cropland
12682,Water,Cropland,Water,Water,Water,Water,NULL,Water
12683,Water,Cropland,Water,Water,Water,Water,Wetland,Water
12684,Water,Cropland,Water,Water,Water,Water,Wetland,Forest
12685,Water,Cropland,Water,Water,Water,Water,Water,Grassland
12686,Water,Cropland,Water,Water,Water,Water,Water,Cropland
12687,Water,Cropland,Water,Water,Water,Water,Water,Wetland
12688,Water,Cropland,Water,Water,Water,Water,Water,Bareland
12689,Water,Cropland,Water,Water,Water,Water,Water,Water
12690,Water,Cropland,Water,Water,Water,Water,Water,Forest
12691,Water,Cropland,Water,Water,Water,Water,Forest,Water
12692,Water,Cropland,Water,Water,Water,Water,Forest,Forest
12693,Water,Cropland,Water,Water,Water,Forest,NULL,Grassland
12694,Water,Cropland,Water,Water,Water,Forest,NULL,Water
12695,Water,Cropland,Water,Water,Water,Forest,NULL,Forest
12696,Water,Cropland,Water,Water,Water,Forest,Water,NULL
12697,Water,Cropland,Water,Water,Water,Forest,Water,Wetland
12698,Water,Cropland,Water,Water,Water,Forest,Water,Water
12699,Water,Cropland,Water,Water,Water,Forest,Water,Forest
