Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKN_M_R
6494,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6495,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6496,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6497,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6498,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6499,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6500,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6501,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6502,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6503,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6504,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6505,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6506,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6507,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6508,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6509,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6510,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6511,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6512,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6513,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6514,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6515,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6516,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6517,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6518,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6519,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6520,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6521,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6522,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6523,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6524,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6525,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6526,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6527,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6528,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6529,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6530,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6531,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6532,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6533,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6534,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6535,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6536,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6537,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6538,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6539,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6540,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6541,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6542,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6543,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6544,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6545,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6546,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6547,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6548,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6549,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6550,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6551,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6552,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6553,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6554,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6555,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6556,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6557,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6558,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6559,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6560,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6561,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6562,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
6563,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6564,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6565,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
6566,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6567,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6568,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
6569,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6570,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6571,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
6572,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6573,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
6574,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
6575,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6576,Cropland,Cropland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6577,Cropland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
6578,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
6579,Cropland,Cropland,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
6580,Cropland,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
6581,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
6582,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
6583,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6584,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Water
6585,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
6586,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6587,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
6588,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6589,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
6590,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6591,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
6592,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
6593,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6594,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6595,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6596,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6597,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
6598,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
6599,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6600,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6601,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6602,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6603,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6604,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6605,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6606,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6607,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6608,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6609,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6610,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6611,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6612,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
6613,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6614,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
6615,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
6616,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
6617,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6618,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
6619,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6620,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6621,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6622,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6623,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6624,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6625,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6626,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6627,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6628,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6629,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6630,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6631,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6632,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6633,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
6634,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6635,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6636,Cropland,Cropland,Water,NULL,Water,NULL,Grassland,Bareland
6637,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
6638,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Bareland
6639,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Forest
6640,Cropland,Cropland,Water,NULL,Water,Grassland,Shrubland,Grassland
6641,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
6642,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
6643,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
6644,Cropland,Cropland,Water,NULL,Water,Bareland,Shrubland,Bareland
6645,Cropland,Cropland,Water,NULL,Water,Water,NULL,Cropland
6646,Cropland,Cropland,Water,Non_Water,Water,Grassland,Shrubland,Grassland
6647,Cropland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
6648,Cropland,Cropland,Water,Water,Water,Grassland,NULL,Grassland
6649,Cropland,Cropland,Water,Water,Water,Bareland,Water,Grassland
6650,Cropland,Cropland,Water,Water,Water,Bareland,Water,Water
6651,Cropland,Cropland,Water,Water,Water,Water,Grassland,Forest
6652,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6653,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6654,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6655,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6656,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6657,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6658,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
6659,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6660,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6661,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6662,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6663,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6664,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
6665,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6666,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6667,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6668,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6669,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6670,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6671,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6672,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6673,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6674,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6675,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6676,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6677,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6678,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6679,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6680,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6681,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6682,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6683,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
6684,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6685,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
6686,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6687,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
6688,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6689,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6690,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
6691,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
6692,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6693,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6694,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6695,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6696,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
6697,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
6698,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6699,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6700,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6701,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6702,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6703,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
6704,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6705,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6706,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6707,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6708,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6709,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
6710,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6711,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6712,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6713,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
6714,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6715,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
6716,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
6717,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6718,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
6719,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Water
6720,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6721,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6722,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6723,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
6724,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6725,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6726,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6727,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6728,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6729,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
6730,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6731,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6732,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6733,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
6734,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6735,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6736,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6737,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
6738,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
6739,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
6740,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
6741,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6742,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
6743,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6744,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
6745,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6746,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6747,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6748,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6749,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
6750,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
6751,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6752,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6753,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6754,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6755,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6756,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6757,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6758,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6759,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6760,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
6761,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6762,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6763,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
6764,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6765,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
6766,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
6767,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6768,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
6769,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6770,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
6771,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
6772,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
6773,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6774,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
6775,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
6776,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6777,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6778,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6779,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
6780,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6781,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6782,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
6783,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6784,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6785,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6786,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6787,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6788,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6789,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
6790,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6791,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6792,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6793,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6794,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6795,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
6796,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6797,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6798,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6799,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6800,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6801,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
6802,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Shrubland,Forest
6803,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6804,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6805,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
6806,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6807,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6808,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
