Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFS_M_R
3488,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3489,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3490,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3491,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
3492,NULL,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3493,NULL,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3494,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
3495,NULL,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Water
3496,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3497,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3498,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3499,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3500,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3501,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3502,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3503,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3504,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
3505,NULL,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
3506,NULL,Water,Built-up,Water,Non_Wetland,Grassland,Grassland,Forest
3507,NULL,Water,Water,NULL,Water,Shrubland,Water,Forest
3508,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
3509,NULL,Water,Water,NULL,Water,Bareland,Wetland,Forest
3510,NULL,Water,Water,NULL,Water,Bareland,Bareland,Grassland
3511,NULL,Water,Water,NULL,Water,Bareland,Water,Grassland
3512,NULL,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
3513,NULL,Water,Water,Non_Water,Water,Wetland,Water,Wetland
3514,NULL,Water,Water,Water,Water,Shrubland,Water,Grassland
3515,NULL,Water,Water,Water,Water,Grassland,Water,Forest
3516,NULL,Water,Water,Water,Water,Bareland,Water,Grassland
3517,NULL,Water,Water,Water,Water,Bareland,Water,Water
3518,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3519,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3520,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3521,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3522,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3523,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
3524,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3525,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3526,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3527,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3528,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3529,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3530,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3531,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3532,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3533,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3534,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3535,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3536,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3537,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3538,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3539,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3540,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3541,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3542,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3543,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3544,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3545,NULL,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3546,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3547,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
3548,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
3549,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
3550,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
3551,NULL,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3552,NULL,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
3553,NULL,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
3554,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3555,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3556,NULL,Water,Forest,Water,Non_Wetland,Built-up,Built-up,Water
3557,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3558,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3559,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3560,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3561,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3562,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3563,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3564,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3565,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3566,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3567,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3568,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3569,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3570,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3571,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3572,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3573,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3574,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
3575,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3576,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3577,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3578,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3579,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3580,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3581,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3582,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3583,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3584,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3585,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3586,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3587,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3588,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3589,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3590,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3591,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3592,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3593,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3594,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3595,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3596,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3597,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3598,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3599,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3600,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3601,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3602,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3603,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3604,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3605,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3606,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
3607,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3608,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3609,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3610,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3611,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3612,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3613,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3614,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3615,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3616,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3617,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3618,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3619,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3620,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3621,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3622,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3623,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3624,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3625,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3626,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3627,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3628,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3629,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3630,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3631,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3632,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3633,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3634,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3635,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3636,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3637,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3638,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3639,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3640,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3641,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3642,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3643,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3644,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3645,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3646,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3647,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3648,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3649,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3650,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3651,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3652,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3653,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3654,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3655,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3656,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3657,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3658,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3659,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3660,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3661,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3662,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3663,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3664,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3665,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3666,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3667,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3668,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3669,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3670,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3671,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3672,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3673,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3674,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3675,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3676,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3677,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3678,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3679,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3680,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3681,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3682,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3683,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3684,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3685,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3686,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3687,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3688,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3689,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3690,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3691,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3692,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
3693,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3694,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3695,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3696,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3697,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3698,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3699,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3700,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3701,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3702,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3703,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3704,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3705,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3706,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3707,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3708,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3709,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3710,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3711,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3712,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3713,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3714,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3715,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3716,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3717,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3718,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3719,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3720,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3721,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3722,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3723,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3724,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3725,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3726,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3727,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3728,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3729,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3730,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3731,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3732,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3733,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3734,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3735,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3736,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3737,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3738,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3739,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3740,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3741,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3742,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3743,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
3744,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3745,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3746,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3747,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3748,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3749,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
3750,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3751,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3752,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3753,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3754,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3755,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3756,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3757,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3758,NULL,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3759,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3760,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3761,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3762,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3763,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3764,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3765,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3766,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3767,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3768,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3769,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3770,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3771,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3772,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3773,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3774,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3775,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3776,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3777,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3778,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3779,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3780,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3781,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3782,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3783,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3784,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
3785,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3786,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3787,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3788,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3789,NULL,Forest,Cropland,Water,Non_Wetland,Water,Water,Grassland
3790,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3791,NULL,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
3792,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
3793,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3794,NULL,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
3795,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
3796,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
3797,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3798,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
3799,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
3800,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3801,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
3802,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
3803,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
3804,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
3805,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
3806,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
3807,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3808,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3809,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3810,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3811,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3812,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
3813,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3814,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3815,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3816,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
