Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPL_M_R
6507,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
6508,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6509,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6510,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Wetland
6511,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6512,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6513,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
6514,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6515,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6516,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6517,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6518,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6519,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
6520,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6521,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6522,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6523,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6524,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6525,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6526,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6527,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6528,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6529,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
6530,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6531,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6532,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6533,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6534,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6535,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6536,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6537,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6538,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6539,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
6540,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6541,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6542,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6543,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
6544,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6545,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6546,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6547,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6548,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6549,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6550,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6551,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6552,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6553,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6554,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6555,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6556,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6557,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6558,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
6559,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6560,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6561,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6562,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
6563,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
6564,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
6565,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
6566,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
6567,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
6568,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
6569,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
6570,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
6571,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6572,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
6573,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6574,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6575,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
6576,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6577,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6578,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Cropland
6579,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Forest
6580,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
6581,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Cropland
6582,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
6583,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Bareland
6584,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Forest
6585,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
6586,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
6587,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6588,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6589,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6590,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6591,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6592,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6593,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6594,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6595,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Cropland
6596,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,NULL
6597,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6598,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
6599,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6600,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6601,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
6602,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6603,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6604,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6605,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6606,Cropland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6607,Cropland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6608,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
6609,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6610,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
6611,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
6612,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6613,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6614,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
6615,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
6616,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
6617,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
6618,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
6619,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6620,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6621,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
6622,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6623,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
6624,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
6625,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6626,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6627,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
6628,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6629,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6630,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6631,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6632,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6633,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6634,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6635,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6636,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6637,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
6638,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
6639,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6640,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6641,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
6642,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
6643,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
6644,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
6645,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
6646,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
6647,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
6648,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
6649,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
6650,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
6651,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
6652,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Cropland
6653,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6654,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6655,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6656,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6657,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
6658,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6659,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6660,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6661,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6662,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6663,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6664,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6665,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
6666,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6667,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6668,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6669,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6670,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
6671,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
6672,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
6673,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6674,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
6675,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
6676,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Forest
6677,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
6678,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
6679,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
6680,Cropland,Cropland,Water,NULL,Water,Cropland,Grassland,Grassland
6681,Cropland,Cropland,Water,NULL,Water,Cropland,Grassland,Cropland
6682,Cropland,Cropland,Water,NULL,Water,Cropland,Grassland,Bareland
6683,Cropland,Cropland,Water,NULL,Water,Cropland,Grassland,Forest
6684,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
6685,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
6686,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
6687,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Water
6688,Cropland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
6689,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6690,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6691,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6692,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6693,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6694,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6695,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6696,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6697,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6698,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6699,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
6700,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6701,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6702,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6703,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6704,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
6705,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6706,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6707,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6708,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6709,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6710,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6711,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6712,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6713,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6714,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6715,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6716,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
6717,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6718,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
6719,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6720,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6721,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6722,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6723,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6724,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
6725,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6726,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6727,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6728,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6729,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
6730,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6731,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6732,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
6733,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
6734,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Built-up
6735,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6736,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
6737,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
6738,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6739,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
6740,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Wetland
6741,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6742,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
6743,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6744,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
6745,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6746,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6747,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6748,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6749,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6750,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6751,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6752,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
6753,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6754,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
6755,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6756,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6757,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
6758,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6759,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6760,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6761,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6762,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6763,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6764,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
6765,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
6766,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
6767,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6768,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
6769,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6770,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Cropland
6771,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6772,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6773,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
6774,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6775,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
6776,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
6777,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6778,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
6779,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6780,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6781,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6782,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
6783,Cropland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6784,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6785,Cropland,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
6786,Cropland,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
6787,Cropland,Wetland,Wetland,Water,Wetland,Bareland,NULL,Bareland
6788,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6789,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6790,Cropland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6791,Cropland,Bareland,Wetland,Water,Wetland,Water,NULL,Bareland
6792,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6793,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6794,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6795,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6796,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
6797,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6798,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6799,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6800,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6801,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6802,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6803,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6804,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6805,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6806,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6807,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6808,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6809,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6810,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6811,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6812,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
6813,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
6814,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6815,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6816,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6817,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6818,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6819,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6820,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6821,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6822,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
