Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NHE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHE_M_R
345,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
346,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
347,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
348,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
349,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
350,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
351,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
352,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
353,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
354,Bareland,Water,Water,Water,Water,NULL,NULL,Water
355,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
356,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
357,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
358,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
359,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
360,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
361,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
362,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
363,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
364,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
365,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
366,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
367,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
368,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
369,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
370,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
371,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
372,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
373,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
374,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
375,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
376,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
377,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
378,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
379,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
380,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
381,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
382,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
383,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
384,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
385,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
386,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
387,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
388,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
389,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
390,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
391,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
392,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
393,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
394,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
395,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
396,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
397,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
398,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
399,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
400,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
401,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
402,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
403,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
404,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
405,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
406,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
407,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
408,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
409,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
410,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
411,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
412,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
413,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
414,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
415,Water,NULL,Water,NULL,Water,NULL,NULL,Water
416,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
417,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
418,Water,NULL,Water,Water,Water,NULL,NULL,Water
419,Water,NULL,Water,Water,Water,NULL,NULL,Forest
420,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
421,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
422,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
423,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
424,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
425,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
426,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
427,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
428,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
429,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
430,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
431,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
432,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
433,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
434,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
435,Water,Wetland,Water,Water,Water,NULL,NULL,Water
436,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
437,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
438,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
439,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
440,Water,Bareland,Water,Water,Water,NULL,NULL,Water
441,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
442,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
443,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
444,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
445,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
446,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
447,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
448,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
449,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
450,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
451,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
452,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
453,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
454,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
455,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
456,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
457,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
458,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
459,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
460,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
461,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
462,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
463,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
464,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
465,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
466,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
467,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
468,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
469,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
470,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
471,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
472,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
473,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
474,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
475,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
476,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
477,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
478,Water,Water,Water,NULL,Water,NULL,NULL,Water
479,Water,Water,Water,NULL,Water,NULL,NULL,Forest
480,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
481,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
482,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
483,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
484,Water,Water,Water,Water,Water,NULL,NULL,Grassland
485,Water,Water,Water,Water,Water,NULL,NULL,Wetland
486,Water,Water,Water,Water,Water,NULL,NULL,Bareland
487,Water,Water,Water,Water,Water,NULL,NULL,Water
488,Water,Water,Water,Water,Water,NULL,NULL,Forest
489,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
490,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
491,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
492,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
493,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
494,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
495,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
496,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
497,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
498,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
499,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
500,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
501,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
502,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
503,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
504,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
505,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
506,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
507,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
508,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
509,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
510,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
511,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
512,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
513,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
514,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
515,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
516,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
517,Water,Forest,Water,NULL,Water,NULL,NULL,Water
518,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
519,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
520,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
521,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
522,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
523,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
524,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
525,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
526,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
527,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
528,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
529,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
530,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
531,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
532,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
533,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
534,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
535,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
536,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
537,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
538,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
539,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
540,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
541,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
542,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
543,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
544,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
545,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
546,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
547,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
548,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
549,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
550,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
551,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
552,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
553,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
554,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
555,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Grassland
556,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Bareland
557,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
558,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
559,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
560,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
561,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
562,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
563,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
564,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
565,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
566,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
567,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
568,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
569,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
570,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
571,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
572,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
573,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
574,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
576,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
577,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
578,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
579,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
580,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
581,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
582,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
583,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
584,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
585,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
586,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
587,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
588,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
589,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
590,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
591,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
592,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
593,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
594,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
595,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
596,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
597,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
598,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
599,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
600,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
601,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
602,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
603,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
604,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
605,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
606,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
607,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
608,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
609,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
610,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
611,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
612,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
613,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
614,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
615,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
616,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
617,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
618,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
619,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
620,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
621,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
622,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
623,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
624,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
625,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
626,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
627,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
628,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
629,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
630,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
631,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
632,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
633,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
634,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
635,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
636,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
637,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
638,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
639,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
640,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
641,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
642,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
643,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
645,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
646,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
648,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
649,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
650,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
651,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
652,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
653,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
654,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
655,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
656,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
657,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
658,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
659,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
660,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
661,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
662,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
663,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
664,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
665,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
666,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
667,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
668,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
669,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
670,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
671,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
672,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
673,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
674,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
675,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
676,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
677,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
678,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
679,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
680,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
681,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
682,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
683,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
684,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
685,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
686,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
687,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
688,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
689,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
690,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
691,Forest,Water,Water,NULL,Water,NULL,NULL,Water
692,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
693,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
694,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
695,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
696,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
697,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
698,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
699,Forest,Water,Water,Water,Water,NULL,NULL,Water
700,Forest,Water,Water,Water,Water,NULL,NULL,Forest
701,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
702,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
703,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
704,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
705,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
706,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
707,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
708,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
709,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
