Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRP_M_R
434,Grassland,NULL,Water,Water,Water,Forest
435,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
436,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
437,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
438,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
439,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
440,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
441,Grassland,NULL,Forest,NULL,Non_Wetland,Water
442,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
443,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
444,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
445,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
446,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
447,Grassland,NULL,Forest,Water,Non_Wetland,Forest
448,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
449,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
450,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
451,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
452,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
453,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
454,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
455,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
456,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water
457,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
458,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
459,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
460,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
461,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
462,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
463,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
464,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
465,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
466,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
467,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
468,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water
469,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
470,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
471,Grassland,Cropland,Cropland,Water,Non_Wetland,Water
472,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
473,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
474,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
475,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
476,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland
477,Grassland,Cropland,Bareland,Water,Non_Wetland,Water
478,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
479,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
480,Grassland,Cropland,Water,NULL,Water,Grassland
481,Grassland,Cropland,Water,NULL,Water,Forest
482,Grassland,Cropland,Water,Non_Water,Water,Water
483,Grassland,Cropland,Water,Water,Water,Grassland
484,Grassland,Cropland,Water,Water,Water,Water
485,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
486,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
487,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
488,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
489,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
490,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
491,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
492,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
493,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
494,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
495,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
496,Grassland,Wetland,Wetland,Water,Wetland,Grassland
497,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
498,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
499,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
500,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
501,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Forest
502,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
503,Grassland,Bareland,Grassland,NULL,Non_Wetland,Built-up
504,Grassland,Bareland,Grassland,NULL,Non_Wetland,Forest
505,Grassland,Bareland,Built-up,NULL,Non_Wetland,Built-up
506,Grassland,Bareland,Built-up,NULL,Non_Wetland,Forest
507,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
508,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
509,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
510,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
511,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
512,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
513,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
514,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
515,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
516,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
517,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
518,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
519,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
520,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
521,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
522,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
523,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
524,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
525,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
526,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
527,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
528,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
529,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
530,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
531,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland
532,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
533,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
534,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
535,Grassland,Water,Shrubland,NULL,Non_Wetland,Built-up
536,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
537,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
538,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
539,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
540,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
541,Grassland,Water,Water,NULL,Water,Grassland
542,Grassland,Water,Water,Non_Water,Water,Water
543,Grassland,Water,Water,Water,Water,Grassland
544,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
545,Grassland,Water,Forest,NULL,Non_Wetland,Forest
546,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
547,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
548,Grassland,Water,Forest,Water,Non_Wetland,Grassland
549,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
550,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
551,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
552,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
553,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
554,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
555,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
556,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
557,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
558,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
559,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
560,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
561,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
562,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
563,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
564,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
565,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
566,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
567,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
568,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
569,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
570,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Forest
571,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
572,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
573,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
574,Grassland,Forest,Water,Water,Water,Grassland
575,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
576,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
577,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
578,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
579,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
580,Grassland,Forest,Forest,NULL,Non_Wetland,Water
581,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
582,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
583,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
584,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
585,Grassland,Forest,Forest,Water,Non_Wetland,Cropland
586,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
587,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
588,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
589,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
590,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
591,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
592,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
593,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
594,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
595,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
596,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
597,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
598,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
599,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
600,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
601,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
602,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
603,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
604,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
605,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
606,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
607,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
608,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
609,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
610,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
611,Cropland,NULL,Water,NULL,Water,Forest
612,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
613,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
614,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
615,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
616,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
617,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
618,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
619,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
620,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
621,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
622,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
623,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
624,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
625,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
626,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
627,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
628,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
629,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
630,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
631,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
632,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
633,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
634,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
635,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
636,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
637,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
638,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
639,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
640,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
641,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
642,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
643,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
644,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
645,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
646,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
647,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
648,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
649,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
650,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
651,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
652,Cropland,Cropland,Wetland,NULL,Wetland,Forest
653,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
654,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
655,Cropland,Cropland,Wetland,Water,Wetland,Water
656,Cropland,Cropland,Wetland,Water,Wetland,Forest
657,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
658,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
659,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
660,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
661,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
662,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
663,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
664,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
665,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
666,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
667,Cropland,Cropland,Water,NULL,Water,Cropland
668,Cropland,Cropland,Water,NULL,Water,Forest
669,Cropland,Cropland,Water,Non_Water,Water,Water
670,Cropland,Cropland,Water,Non_Water,Water,Forest
671,Cropland,Cropland,Water,Water,Water,Grassland
672,Cropland,Cropland,Water,Water,Water,Water
673,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
674,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
675,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
676,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
677,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
678,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
679,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
680,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
681,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
682,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
683,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
684,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
685,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
686,Cropland,Cropland,Forest,Water,Non_Wetland,Water
687,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
688,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
689,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
690,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
691,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
692,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
693,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
694,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
695,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
696,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
697,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
698,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
699,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
700,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
701,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
702,Cropland,Bareland,Built-up,NULL,Non_Wetland,Forest
703,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
704,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
705,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
706,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
707,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
708,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
709,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
710,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
711,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Water
712,Cropland,Built-up,Shrubland,Water,Non_Wetland,Bareland
713,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
714,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
715,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
716,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
717,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
718,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
719,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
720,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
721,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
722,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
723,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
724,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
725,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
726,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
727,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
728,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
729,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
730,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
731,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
732,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
733,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
734,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
735,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
736,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Bareland
737,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
738,Cropland,Built-up,Forest,Water,Non_Wetland,Water
739,Cropland,Built-up,Forest,Water,Non_Wetland,Forest
740,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
741,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
742,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
743,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
744,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
745,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
746,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
747,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Water
748,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
749,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
750,Cropland,Water,Shrubland,Water,Non_Wetland,Water
751,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
752,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
753,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
754,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
755,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
756,Cropland,Water,Cropland,Water,Non_Wetland,Water
757,Cropland,Water,Wetland,Non_Water,Wetland,Water
758,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
759,Cropland,Water,Bareland,NULL,Non_Wetland,Water
760,Cropland,Water,Bareland,Non_Water,Non_Wetland,Water
761,Cropland,Water,Bareland,Water,Non_Wetland,Water
762,Cropland,Water,Water,NULL,Water,Forest
763,Cropland,Water,Water,Water,Water,Water
764,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
765,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
766,Cropland,Water,Forest,NULL,Non_Wetland,Water
767,Cropland,Water,Forest,NULL,Non_Wetland,Forest
768,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
769,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
770,Cropland,Water,Forest,Water,Non_Wetland,Water
771,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
772,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
773,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
774,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
775,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
776,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
777,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
778,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
779,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
780,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
781,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
782,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
783,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
784,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
785,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
786,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
787,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
788,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
789,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
790,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
791,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
792,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
793,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
794,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
795,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
796,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
797,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
798,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
799,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
800,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
801,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
802,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
803,Wetland,NULL,Wetland,Water,Wetland,Bareland
804,Wetland,NULL,Wetland,Water,Wetland,Water
805,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
806,Wetland,NULL,Water,Water,Water,Water
807,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
808,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
809,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
810,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
811,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
812,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
813,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
814,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
815,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
816,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
817,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
818,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
819,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
820,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
821,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
822,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
823,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
824,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
825,Wetland,Cropland,Water,Water,Water,Water
826,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
827,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
828,Wetland,Cropland,Forest,NULL,Non_Wetland,Water
829,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
830,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
831,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
832,Wetland,Cropland,Forest,Water,Non_Wetland,Water
833,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
834,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
835,Wetland,Built-up,Forest,NULL,Non_Wetland,Cropland
836,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
837,Wetland,Built-up,Forest,Water,Non_Wetland,Water
838,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
839,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
840,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
841,Wetland,Water,Shrubland,Water,Non_Wetland,Water
842,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
843,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
844,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
845,Wetland,Water,Water,Water,Water,Water
846,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
847,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
848,Wetland,Water,Forest,NULL,Non_Wetland,Forest
849,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
850,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
851,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
852,Wetland,Water,Forest,Water,Non_Wetland,Forest
853,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
854,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
