Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUA_M_R
454,Water,NULL,Wetland,Non_Water,Wetland,Grassland
455,Water,NULL,Wetland,Non_Water,Wetland,Wetland
456,Water,NULL,Wetland,Non_Water,Wetland,Water
457,Water,NULL,Wetland,Non_Water,Wetland,Forest
458,Water,NULL,Wetland,Water,Wetland,Grassland
459,Water,NULL,Wetland,Water,Wetland,Water
460,Water,NULL,Wetland,Water,Wetland,Forest
461,Water,NULL,Water,NULL,Water,Water
462,Water,NULL,Water,Non_Water,Water,Grassland
463,Water,NULL,Water,Non_Water,Water,Water
464,Water,NULL,Water,Non_Water,Water,Forest
465,Water,NULL,Water,Water,Water,Grassland
466,Water,NULL,Water,Water,Water,Wetland
467,Water,NULL,Water,Water,Water,Water
468,Water,NULL,Water,Water,Water,Forest
469,Water,NULL,Forest,NULL,Non_Wetland,NULL
470,Water,NULL,Forest,NULL,Non_Wetland,Grassland
471,Water,NULL,Forest,NULL,Non_Wetland,Water
472,Water,NULL,Forest,NULL,Non_Wetland,Forest
473,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
474,Water,NULL,Forest,Non_Water,Non_Wetland,Water
475,Water,NULL,Forest,Water,Non_Wetland,Grassland
476,Water,NULL,Forest,Water,Non_Wetland,Water
477,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
478,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
479,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
480,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
481,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
482,Water,Wetland,Shrubland,Water,Non_Wetland,Water
483,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
484,Water,Wetland,Wetland,NULL,Wetland,Grassland
485,Water,Wetland,Wetland,NULL,Wetland,Wetland
486,Water,Wetland,Wetland,NULL,Wetland,Water
487,Water,Wetland,Wetland,NULL,Wetland,Forest
488,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
489,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
490,Water,Wetland,Wetland,Non_Water,Wetland,Water
491,Water,Wetland,Wetland,Non_Water,Wetland,Forest
492,Water,Wetland,Wetland,Water,Wetland,Grassland
493,Water,Wetland,Wetland,Water,Wetland,Wetland
494,Water,Wetland,Wetland,Water,Wetland,Water
495,Water,Wetland,Wetland,Water,Wetland,Forest
496,Water,Wetland,Water,NULL,Water,Grassland
497,Water,Wetland,Water,NULL,Water,Wetland
498,Water,Wetland,Water,NULL,Water,Water
499,Water,Wetland,Water,NULL,Water,Forest
500,Water,Wetland,Water,Non_Water,Water,Grassland
501,Water,Wetland,Water,Non_Water,Water,Wetland
502,Water,Wetland,Water,Non_Water,Water,Water
503,Water,Wetland,Water,Non_Water,Water,Forest
504,Water,Wetland,Water,Water,Water,Grassland
505,Water,Wetland,Water,Water,Water,Wetland
506,Water,Wetland,Water,Water,Water,Water
507,Water,Wetland,Water,Water,Water,Forest
508,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
509,Water,Wetland,Forest,NULL,Non_Wetland,Water
510,Water,Wetland,Forest,NULL,Non_Wetland,Forest
511,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
512,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
513,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
514,Water,Wetland,Forest,Water,Non_Wetland,Grassland
515,Water,Wetland,Forest,Water,Non_Wetland,Wetland
516,Water,Wetland,Forest,Water,Non_Wetland,Water
517,Water,Wetland,Forest,Water,Non_Wetland,Forest
518,Water,Bareland,Shrubland,Water,Non_Wetland,Water
519,Water,Bareland,Wetland,NULL,Wetland,Water
520,Water,Bareland,Wetland,Non_Water,Wetland,Water
521,Water,Bareland,Wetland,Non_Water,Wetland,Forest
522,Water,Bareland,Wetland,Water,Wetland,Water
523,Water,Bareland,Water,NULL,Water,Water
524,Water,Bareland,Water,Non_Water,Water,Water
525,Water,Bareland,Water,Water,Water,Water
526,Water,Bareland,Water,Water,Water,Forest
527,Water,Bareland,Forest,NULL,Non_Wetland,Water
528,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
529,Water,Built-up,Wetland,NULL,Wetland,Grassland
530,Water,Built-up,Wetland,NULL,Wetland,Forest
531,Water,Built-up,Wetland,Non_Water,Wetland,Water
532,Water,Built-up,Wetland,Water,Wetland,Water
533,Water,Built-up,Wetland,Water,Wetland,Forest
534,Water,Built-up,Water,NULL,Water,Water
535,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
536,Water,Built-up,Forest,NULL,Non_Wetland,Water
537,Water,Built-up,Forest,NULL,Non_Wetland,Forest
538,Water,Water,NULL,NULL,Non_Wetland,Water
539,Water,Water,NULL,NULL,Non_Wetland,Forest
540,Water,Water,NULL,Non_Water,Non_Wetland,Water
541,Water,Water,NULL,Water,Non_Wetland,Water
542,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
543,Water,Water,Shrubland,NULL,Non_Wetland,Water
544,Water,Water,Shrubland,NULL,Non_Wetland,Forest
545,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
546,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
547,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
548,Water,Water,Shrubland,Water,Non_Wetland,Grassland
549,Water,Water,Shrubland,Water,Non_Wetland,Water
550,Water,Water,Shrubland,Water,Non_Wetland,Forest
551,Water,Water,Grassland,Water,Non_Wetland,Water
552,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
553,Water,Water,Cropland,Water,Non_Wetland,Water
554,Water,Water,Wetland,NULL,Wetland,NULL
555,Water,Water,Wetland,NULL,Wetland,Grassland
556,Water,Water,Wetland,NULL,Wetland,Wetland
557,Water,Water,Wetland,NULL,Wetland,Water
558,Water,Water,Wetland,NULL,Wetland,Forest
559,Water,Water,Wetland,Non_Water,Wetland,Grassland
560,Water,Water,Wetland,Non_Water,Wetland,Wetland
561,Water,Water,Wetland,Non_Water,Wetland,Water
562,Water,Water,Wetland,Non_Water,Wetland,Forest
563,Water,Water,Wetland,Water,Wetland,Grassland
564,Water,Water,Wetland,Water,Wetland,Wetland
565,Water,Water,Wetland,Water,Wetland,Water
566,Water,Water,Wetland,Water,Wetland,Forest
567,Water,Water,Water,NULL,Water,Grassland
568,Water,Water,Water,NULL,Water,Wetland
569,Water,Water,Water,NULL,Water,Water
570,Water,Water,Water,NULL,Water,Forest
571,Water,Water,Water,Non_Water,Water,Grassland
572,Water,Water,Water,Non_Water,Water,Wetland
573,Water,Water,Water,Non_Water,Water,Water
574,Water,Water,Water,Non_Water,Water,Forest
575,Water,Water,Water,Water,Water,Grassland
576,Water,Water,Water,Water,Water,Wetland
577,Water,Water,Water,Water,Water,Water
578,Water,Water,Water,Water,Water,Forest
579,Water,Water,Forest,NULL,Non_Wetland,Grassland
580,Water,Water,Forest,NULL,Non_Wetland,Wetland
581,Water,Water,Forest,NULL,Non_Wetland,Water
582,Water,Water,Forest,NULL,Non_Wetland,Forest
583,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
584,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
585,Water,Water,Forest,Non_Water,Non_Wetland,Water
586,Water,Water,Forest,Non_Water,Non_Wetland,Forest
587,Water,Water,Forest,Water,Non_Wetland,Grassland
588,Water,Water,Forest,Water,Non_Wetland,Wetland
589,Water,Water,Forest,Water,Non_Wetland,Water
590,Water,Water,Forest,Water,Non_Wetland,Forest
591,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
592,Water,Forest,Shrubland,NULL,Non_Wetland,Water
593,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
594,Water,Forest,Wetland,NULL,Wetland,Grassland
595,Water,Forest,Wetland,NULL,Wetland,Wetland
596,Water,Forest,Wetland,NULL,Wetland,Water
597,Water,Forest,Wetland,NULL,Wetland,Forest
598,Water,Forest,Wetland,Non_Water,Wetland,Grassland
599,Water,Forest,Wetland,Non_Water,Wetland,Wetland
600,Water,Forest,Wetland,Non_Water,Wetland,Water
601,Water,Forest,Wetland,Non_Water,Wetland,Forest
602,Water,Forest,Wetland,Water,Wetland,Grassland
603,Water,Forest,Wetland,Water,Wetland,Water
604,Water,Forest,Wetland,Water,Wetland,Forest
605,Water,Forest,Water,NULL,Water,Wetland
606,Water,Forest,Water,NULL,Water,Water
607,Water,Forest,Water,NULL,Water,Forest
608,Water,Forest,Water,Non_Water,Water,Forest
609,Water,Forest,Water,Water,Water,Grassland
610,Water,Forest,Water,Water,Water,Wetland
611,Water,Forest,Water,Water,Water,Water
612,Water,Forest,Water,Water,Water,Forest
613,Water,Forest,Forest,NULL,Non_Wetland,Grassland
614,Water,Forest,Forest,NULL,Non_Wetland,Water
615,Water,Forest,Forest,NULL,Non_Wetland,Forest
616,Water,Forest,Forest,Non_Water,Non_Wetland,Water
617,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
618,Water,Forest,Forest,Water,Non_Wetland,Water
619,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland
620,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland
621,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
622,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
623,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
624,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
625,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
626,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
627,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
628,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
629,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
630,Forest,NULL,Shrubland,Water,Non_Wetland,Water
631,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
632,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
633,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
634,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
635,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
636,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
637,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
638,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
639,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
640,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
641,Forest,NULL,Wetland,NULL,Wetland,NULL
642,Forest,NULL,Wetland,NULL,Wetland,Grassland
643,Forest,NULL,Wetland,NULL,Wetland,Wetland
644,Forest,NULL,Wetland,NULL,Wetland,Water
645,Forest,NULL,Wetland,NULL,Wetland,Forest
646,Forest,NULL,Wetland,Non_Water,Wetland,NULL
647,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
648,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
649,Forest,NULL,Wetland,Non_Water,Wetland,Water
650,Forest,NULL,Wetland,Non_Water,Wetland,Forest
651,Forest,NULL,Wetland,Water,Wetland,Grassland
652,Forest,NULL,Wetland,Water,Wetland,Wetland
653,Forest,NULL,Wetland,Water,Wetland,Water
654,Forest,NULL,Wetland,Water,Wetland,Forest
655,Forest,NULL,Water,NULL,Water,Grassland
656,Forest,NULL,Water,NULL,Water,Wetland
657,Forest,NULL,Water,NULL,Water,Water
658,Forest,NULL,Water,NULL,Water,Forest
659,Forest,NULL,Water,Non_Water,Water,Grassland
660,Forest,NULL,Water,Non_Water,Water,Water
661,Forest,NULL,Water,Non_Water,Water,Forest
662,Forest,NULL,Water,Water,Water,Grassland
663,Forest,NULL,Water,Water,Water,Wetland
664,Forest,NULL,Water,Water,Water,Water
665,Forest,NULL,Water,Water,Water,Forest
666,Forest,NULL,Forest,NULL,Non_Wetland,NULL
667,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
668,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
669,Forest,NULL,Forest,NULL,Non_Wetland,Water
670,Forest,NULL,Forest,NULL,Non_Wetland,Forest
671,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
672,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
673,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
674,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
675,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
676,Forest,NULL,Forest,Water,Non_Wetland,NULL
677,Forest,NULL,Forest,Water,Non_Wetland,Grassland
678,Forest,NULL,Forest,Water,Non_Wetland,Wetland
679,Forest,NULL,Forest,Water,Non_Wetland,Water
680,Forest,NULL,Forest,Water,Non_Wetland,Forest
681,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
682,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
683,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
684,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
685,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
686,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
687,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
688,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
689,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
690,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
691,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
692,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
693,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
694,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
695,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
696,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water
697,Forest,Wetland,Cropland,Water,Non_Wetland,Water
698,Forest,Wetland,Wetland,NULL,Wetland,NULL
699,Forest,Wetland,Wetland,NULL,Wetland,Grassland
700,Forest,Wetland,Wetland,NULL,Wetland,Wetland
701,Forest,Wetland,Wetland,NULL,Wetland,Water
702,Forest,Wetland,Wetland,NULL,Wetland,Forest
703,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
704,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
705,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
706,Forest,Wetland,Wetland,Non_Water,Wetland,Water
707,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
708,Forest,Wetland,Wetland,Water,Wetland,Grassland
709,Forest,Wetland,Wetland,Water,Wetland,Wetland
710,Forest,Wetland,Wetland,Water,Wetland,Water
711,Forest,Wetland,Wetland,Water,Wetland,Forest
712,Forest,Wetland,Water,NULL,Water,Grassland
713,Forest,Wetland,Water,NULL,Water,Wetland
714,Forest,Wetland,Water,NULL,Water,Water
715,Forest,Wetland,Water,NULL,Water,Forest
716,Forest,Wetland,Water,Non_Water,Water,Grassland
717,Forest,Wetland,Water,Non_Water,Water,Wetland
718,Forest,Wetland,Water,Non_Water,Water,Water
719,Forest,Wetland,Water,Non_Water,Water,Forest
720,Forest,Wetland,Water,Water,Water,NULL
721,Forest,Wetland,Water,Water,Water,Grassland
722,Forest,Wetland,Water,Water,Water,Wetland
723,Forest,Wetland,Water,Water,Water,Water
724,Forest,Wetland,Water,Water,Water,Forest
725,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
726,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
727,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
728,Forest,Wetland,Forest,NULL,Non_Wetland,Water
729,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
730,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
731,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
732,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
733,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
734,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
735,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
736,Forest,Wetland,Forest,Water,Non_Wetland,Water
737,Forest,Wetland,Forest,Water,Non_Wetland,Forest
738,Forest,Bareland,Wetland,Water,Wetland,Water
739,Forest,Bareland,Water,Water,Water,Water
740,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
741,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
742,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
743,Forest,Built-up,Wetland,NULL,Wetland,Forest
744,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
745,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
746,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
747,Forest,Built-up,Forest,Water,Non_Wetland,Grassland
748,Forest,Built-up,Forest,Water,Non_Wetland,Water
749,Forest,Built-up,Forest,Water,Non_Wetland,Forest
750,Forest,Water,NULL,NULL,Non_Wetland,Water
751,Forest,Water,NULL,NULL,Non_Wetland,Forest
752,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
753,Forest,Water,Shrubland,NULL,Non_Wetland,Water
754,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
755,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
756,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
757,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
758,Forest,Water,Shrubland,Water,Non_Wetland,Water
759,Forest,Water,Shrubland,Water,Non_Wetland,Forest
760,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
761,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
762,Forest,Water,Wetland,NULL,Wetland,NULL
763,Forest,Water,Wetland,NULL,Wetland,Grassland
764,Forest,Water,Wetland,NULL,Wetland,Wetland
765,Forest,Water,Wetland,NULL,Wetland,Water
766,Forest,Water,Wetland,NULL,Wetland,Forest
767,Forest,Water,Wetland,Non_Water,Wetland,Grassland
768,Forest,Water,Wetland,Non_Water,Wetland,Wetland
769,Forest,Water,Wetland,Non_Water,Wetland,Water
770,Forest,Water,Wetland,Non_Water,Wetland,Forest
771,Forest,Water,Wetland,Water,Wetland,Grassland
772,Forest,Water,Wetland,Water,Wetland,Wetland
773,Forest,Water,Wetland,Water,Wetland,Water
774,Forest,Water,Wetland,Water,Wetland,Forest
775,Forest,Water,Water,NULL,Water,Grassland
776,Forest,Water,Water,NULL,Water,Wetland
777,Forest,Water,Water,NULL,Water,Water
778,Forest,Water,Water,NULL,Water,Forest
779,Forest,Water,Water,Non_Water,Water,Grassland
780,Forest,Water,Water,Non_Water,Water,Water
781,Forest,Water,Water,Non_Water,Water,Forest
782,Forest,Water,Water,Water,Water,Grassland
783,Forest,Water,Water,Water,Water,Wetland
784,Forest,Water,Water,Water,Water,Water
785,Forest,Water,Water,Water,Water,Forest
786,Forest,Water,Forest,NULL,Non_Wetland,NULL
787,Forest,Water,Forest,NULL,Non_Wetland,Grassland
788,Forest,Water,Forest,NULL,Non_Wetland,Wetland
789,Forest,Water,Forest,NULL,Non_Wetland,Water
790,Forest,Water,Forest,NULL,Non_Wetland,Forest
791,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
792,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
793,Forest,Water,Forest,Non_Water,Non_Wetland,Water
794,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
795,Forest,Water,Forest,Water,Non_Wetland,Grassland
796,Forest,Water,Forest,Water,Non_Wetland,Wetland
797,Forest,Water,Forest,Water,Non_Wetland,Water
798,Forest,Water,Forest,Water,Non_Wetland,Forest
799,Forest,Forest,NULL,NULL,Non_Wetland,Forest
800,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
801,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
802,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
803,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
804,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
805,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
806,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
807,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
808,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
809,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
810,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
811,Forest,Forest,Shrubland,Water,Non_Wetland,Water
812,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
813,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
814,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
815,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
816,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
817,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
818,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
819,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
820,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
821,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
822,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
823,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
824,Forest,Forest,Cropland,Water,Non_Wetland,Water
825,Forest,Forest,Wetland,NULL,Wetland,NULL
826,Forest,Forest,Wetland,NULL,Wetland,Grassland
827,Forest,Forest,Wetland,NULL,Wetland,Wetland
828,Forest,Forest,Wetland,NULL,Wetland,Water
829,Forest,Forest,Wetland,NULL,Wetland,Forest
830,Forest,Forest,Wetland,Non_Water,Wetland,NULL
831,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
832,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
833,Forest,Forest,Wetland,Non_Water,Wetland,Water
834,Forest,Forest,Wetland,Non_Water,Wetland,Forest
835,Forest,Forest,Wetland,Water,Wetland,Grassland
836,Forest,Forest,Wetland,Water,Wetland,Wetland
837,Forest,Forest,Wetland,Water,Wetland,Water
838,Forest,Forest,Wetland,Water,Wetland,Forest
839,Forest,Forest,Water,NULL,Water,Grassland
840,Forest,Forest,Water,NULL,Water,Wetland
841,Forest,Forest,Water,NULL,Water,Water
842,Forest,Forest,Water,NULL,Water,Forest
843,Forest,Forest,Water,Non_Water,Water,Grassland
844,Forest,Forest,Water,Non_Water,Water,Wetland
845,Forest,Forest,Water,Non_Water,Water,Water
846,Forest,Forest,Water,Non_Water,Water,Forest
847,Forest,Forest,Water,Water,Water,Grassland
848,Forest,Forest,Water,Water,Water,Wetland
849,Forest,Forest,Water,Water,Water,Water
850,Forest,Forest,Water,Water,Water,Forest
851,Forest,Forest,Forest,NULL,Non_Wetland,NULL
852,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
853,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
854,Forest,Forest,Forest,NULL,Non_Wetland,Water
855,Forest,Forest,Forest,NULL,Non_Wetland,Forest
856,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
857,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
858,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
859,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
860,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
861,Forest,Forest,Forest,Water,Non_Wetland,Grassland
862,Forest,Forest,Forest,Water,Non_Wetland,Wetland
863,Forest,Forest,Forest,Water,Non_Wetland,Water
864,Forest,Forest,Forest,Water,Non_Wetland,Forest
