Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDA_M_R
328,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
329,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
330,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
331,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
332,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
333,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
334,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
335,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
336,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
337,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
338,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
339,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
340,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
341,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
342,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
343,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
344,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
345,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
346,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Forest
347,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Water
348,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Forest
349,NULL,Built-up,Water,NULL,Water,Water,Grassland,Grassland
350,NULL,Built-up,Water,NULL,Water,Water,Wetland,Forest
351,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
352,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
353,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
354,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
355,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
356,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
357,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
358,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
359,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
360,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
361,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
362,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
363,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
364,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
365,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
366,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
367,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
368,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
369,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
370,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
371,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
372,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
373,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
374,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
375,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
376,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
377,NULL,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
378,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
379,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
380,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Grassland
381,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
382,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
383,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
384,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
385,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
386,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
387,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
388,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Water,Grassland
389,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Water
390,NULL,Built-up,Forest,Water,Non_Wetland,Forest,Wetland,Forest
391,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
392,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
393,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
394,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
395,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Water
396,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
397,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
398,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
399,NULL,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
400,NULL,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
401,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
402,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
403,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
404,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
405,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
406,NULL,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
407,NULL,Water,Wetland,Water,Wetland,Grassland,NULL,Water
408,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
409,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
410,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
411,NULL,Water,Wetland,Water,Wetland,Grassland,Forest,Water
412,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
413,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
414,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
415,NULL,Water,Water,NULL,Water,Grassland,NULL,Grassland
416,NULL,Water,Water,NULL,Water,Water,NULL,Water
417,NULL,Water,Water,NULL,Water,Water,Water,Forest
418,NULL,Water,Water,Water,Water,Water,Water,Water
419,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
420,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
421,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
422,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
423,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
424,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
425,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
426,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
427,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
428,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
429,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
430,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
431,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
432,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
433,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
434,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
435,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
436,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
437,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
438,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
439,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
440,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
441,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
442,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
443,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
444,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
445,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
446,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
447,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
448,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
449,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
450,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
451,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
452,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
453,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
454,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
455,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
456,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
457,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
458,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
459,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
460,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
461,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
462,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
463,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
464,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
465,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
466,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
467,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
468,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
469,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
470,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
471,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
472,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
473,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
474,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
475,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
476,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
477,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
478,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
479,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
480,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
481,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
482,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
483,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
484,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
485,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
486,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
487,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
488,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
489,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
490,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
491,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
492,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
493,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
494,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
495,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
496,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
497,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
498,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
499,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
500,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
501,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
502,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
503,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
504,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
505,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
506,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
507,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
508,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
509,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
510,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
511,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
512,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
513,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
514,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
515,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
516,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
517,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
518,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
519,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
520,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
521,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
522,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
523,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
524,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
525,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
526,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
527,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
528,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
529,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
530,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
531,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
532,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
533,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
534,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
535,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
536,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
537,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
538,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
539,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
540,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
541,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
542,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
543,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
544,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
545,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
546,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
547,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
548,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
549,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
550,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
551,Grassland,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
552,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
553,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
554,Grassland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
555,Grassland,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
556,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
557,Grassland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
558,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
559,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
560,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
561,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
562,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
563,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
564,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
565,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
566,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
567,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
568,Grassland,Water,Wetland,Water,Wetland,Water,Water,Forest
569,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
570,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
571,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
572,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
573,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
574,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
575,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
576,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
577,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
578,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
579,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
580,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
581,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
582,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
583,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
584,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
585,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
586,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
587,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
588,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
589,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
590,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
591,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
592,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
593,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
594,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
595,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
596,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
597,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
598,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
599,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
600,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
601,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
602,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
603,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
604,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
605,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
606,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
607,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
608,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
609,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
610,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
611,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
612,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
613,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
614,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
615,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
616,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
617,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
618,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
619,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,NULL,Forest
620,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
621,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Water
622,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
623,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
624,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
625,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
626,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
627,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Grassland
628,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
629,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
630,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
631,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
632,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
633,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
634,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
635,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
636,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
637,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
638,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
639,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
640,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
641,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
642,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
643,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
644,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
645,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
646,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Water
647,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
648,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
649,Wetland,Wetland,Water,NULL,Water,Grassland,NULL,Grassland
650,Wetland,Wetland,Water,NULL,Water,Water,NULL,Water
651,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
652,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Water
653,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
654,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
655,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
656,Wetland,Wetland,Water,Water,Water,Water,Water,Water
657,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
658,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
659,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
660,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
661,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
662,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
663,Wetland,Water,Wetland,Water,Wetland,Grassland,NULL,Water
664,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
665,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
666,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
667,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
668,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Water
669,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
