Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQG_M_R
786,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
787,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
788,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
789,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
790,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
791,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
792,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
793,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
794,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
795,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
796,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
797,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
798,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
799,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
800,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
801,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
802,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
803,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
804,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
805,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
806,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
807,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
808,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
809,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
810,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
811,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
812,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
813,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
814,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
815,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
816,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
817,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
818,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
819,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
820,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
821,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
822,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
823,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
824,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
825,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
826,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
827,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
828,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
829,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
830,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
831,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
832,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
833,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
834,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
835,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
836,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
837,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
838,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
839,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
840,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
841,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
842,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
843,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
844,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
845,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
846,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
847,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
848,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
849,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
850,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
851,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
852,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
853,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
854,Grassland,Cropland,Water,Water,Water,NULL,NULL,Cropland
855,Grassland,Cropland,Water,Water,Water,NULL,NULL,Forest
856,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
857,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
858,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
859,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
860,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
861,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
862,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
863,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
864,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
865,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
866,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
867,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
868,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
869,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
870,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
871,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
872,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
873,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
874,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
875,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
876,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
877,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
878,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
879,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
880,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
881,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
882,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
883,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
884,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
885,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
886,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
887,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
888,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
889,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
890,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
891,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
892,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
893,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
894,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
895,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
896,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
897,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
898,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
899,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
900,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
901,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
902,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
903,Grassland,Water,Water,NULL,Water,NULL,NULL,Wetland
904,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
905,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
906,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
907,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
908,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
909,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
910,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
911,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
912,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
913,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
914,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
915,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
916,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
917,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
918,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
919,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
920,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
921,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
922,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
923,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
924,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
925,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
926,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
927,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
928,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
929,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
930,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
931,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
932,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
933,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
934,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
935,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
936,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
937,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
938,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
939,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
940,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
941,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
942,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
943,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
944,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
945,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
946,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
947,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
948,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
949,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
950,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
951,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
952,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
953,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
954,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
955,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
956,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
957,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
958,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
959,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
960,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
961,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
962,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
963,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
964,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
965,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
966,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
967,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
968,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
969,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
970,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
971,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
972,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
973,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
974,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
975,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
976,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
977,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
978,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
979,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
980,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
981,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
982,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
983,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
984,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
985,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
986,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
987,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
988,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
989,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
990,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
991,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
992,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
993,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
994,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
995,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
996,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
997,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
998,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
999,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1000,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1001,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1002,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1003,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1004,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1005,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1006,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1007,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1008,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1009,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1010,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1011,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1012,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1013,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1014,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1015,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1017,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1018,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1019,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1020,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1021,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1022,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1023,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1024,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1025,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1026,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1027,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1028,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1029,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1030,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1031,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1032,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
1033,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1034,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1035,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
1036,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
1037,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1038,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1039,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1041,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1042,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1043,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1044,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1045,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1046,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1047,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1048,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1049,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1050,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1051,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1052,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1053,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1054,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1055,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1056,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1057,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1058,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1059,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1060,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1061,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1062,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1063,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1064,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1065,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1066,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1067,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1068,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1069,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1070,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1071,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1072,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1073,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1074,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1075,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1076,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1077,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1078,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1079,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1080,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1081,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1082,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1083,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1084,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1085,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1086,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1087,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1088,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1089,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1090,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1091,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1092,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1093,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1094,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1095,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1096,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1097,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1098,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1099,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1100,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1101,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1102,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1103,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1104,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1105,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1106,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1107,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1108,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1109,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1110,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
1111,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1112,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1113,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1114,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1115,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1116,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1117,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1118,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
