Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LZL_M_R
1687,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1688,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1689,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1690,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1691,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1692,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1693,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1694,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1695,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1696,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1697,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1698,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1699,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1700,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1701,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1702,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1703,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1704,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1705,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1706,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1707,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1708,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1709,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1710,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1711,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1712,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1713,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1714,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1715,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1716,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1717,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1718,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1719,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1720,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1721,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1722,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1723,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1724,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1725,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1726,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1727,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1728,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1729,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1730,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1731,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1732,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1733,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1734,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1735,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1736,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1737,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1738,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1739,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1740,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1741,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1742,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1743,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1744,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1745,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1746,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1747,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1748,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1749,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1750,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1751,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1752,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1753,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1754,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1755,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1756,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1757,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1758,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1759,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1760,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1761,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1762,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1763,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1764,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1765,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1766,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1767,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1768,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1769,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1770,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1771,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1772,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1773,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1774,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1775,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1776,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1777,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1778,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1779,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1780,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1781,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1782,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1783,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1784,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1785,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1786,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1787,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1788,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1789,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1790,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1791,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1792,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1793,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1794,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1795,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1796,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1797,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1798,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1799,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1800,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1801,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1802,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1803,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1804,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1805,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1806,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1807,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1808,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1809,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1810,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1811,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1812,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1813,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1814,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1815,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1816,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1817,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1818,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1819,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1820,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1821,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1822,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1823,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1824,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1825,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1826,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1827,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1828,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1829,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1830,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1831,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1832,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1833,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1834,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1835,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1836,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1837,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1838,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1839,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1840,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1841,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1842,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1843,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1844,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1845,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1846,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1847,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1848,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1849,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1850,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1851,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1852,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1853,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1854,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1855,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1856,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1857,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1858,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1859,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1860,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1861,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1862,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1863,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1864,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1865,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1866,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1867,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1868,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1869,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1870,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1871,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1872,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1873,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1874,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1875,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1876,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1877,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1878,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1879,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1880,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1881,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1882,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1883,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1884,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1885,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1886,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1887,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1888,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1889,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1890,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1891,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1892,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1893,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1894,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1895,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1896,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1897,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1898,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1899,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1900,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1901,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1902,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1903,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1904,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1905,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1906,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1907,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1908,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1909,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1910,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1911,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1912,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1913,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1914,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1915,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1916,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1917,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1918,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1919,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1920,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1921,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1922,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1923,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1924,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1925,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1926,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1927,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1928,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1929,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1930,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1931,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1932,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1933,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1934,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1935,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1936,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1937,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1938,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1939,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1940,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1941,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1942,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1943,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1944,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1945,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1946,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1947,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1948,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1949,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1950,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1951,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1952,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1953,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1954,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1955,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1956,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1957,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1958,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1959,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1960,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1961,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1962,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1963,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1964,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1965,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1966,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1967,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1968,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1969,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1970,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1971,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1972,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1973,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1974,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1975,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1976,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1977,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1978,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1979,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1980,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1981,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1982,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1983,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1984,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1985,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1986,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1987,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1988,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1989,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1990,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1991,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1992,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1993,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1994,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1995,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1996,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1997,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1998,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1999,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2000,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2001,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2002,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2003,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2004,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2005,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2006,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2007,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2008,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2009,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2010,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2011,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2012,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2013,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2014,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2015,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2016,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2017,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2018,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
