Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R
10177,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10178,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
10179,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
10180,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
10181,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
10182,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
10183,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
10184,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
10185,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
10186,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
10187,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
10188,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10189,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10190,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10191,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10192,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
10193,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
10194,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10195,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10196,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
10197,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10198,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
10199,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10200,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10201,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
10202,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10203,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
10204,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10205,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
10206,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
10207,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10208,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
10209,Water,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Water,Grassland
10210,Water,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Water,Water
10211,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
10212,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
10213,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
10214,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
10215,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
10216,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
10217,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
10218,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
10219,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
10220,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
10221,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
10222,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
10223,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
10224,Water,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
10225,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
10226,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
10227,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
10228,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
10229,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
10230,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
10231,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
10232,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
10233,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
10234,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
10235,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
10236,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
10237,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
10238,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Cropland
10239,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
10240,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
10241,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
10242,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Cropland
10243,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
10244,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
10245,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
10246,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
10247,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
10248,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
10249,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
10250,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
10251,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
10252,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Water
10253,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Bareland
10254,Water,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
10255,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
10256,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
10257,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
10258,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
10259,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
10260,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
10261,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
10262,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10263,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
10264,Water,NULL,Wetland,NULL,Wetland,Bareland,NULL,Water
10265,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
10266,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
10267,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
10268,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
10269,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
10270,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
10271,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
10272,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
10273,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
10274,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
10275,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10276,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
10277,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
10278,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
10279,Water,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
10280,Water,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
10281,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
10282,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
10283,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
10284,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
10285,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
10286,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
10287,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
10288,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
10289,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
10290,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
10291,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
10292,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
10293,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
10294,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
10295,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
10296,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
10297,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
10298,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
10299,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
10300,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
10301,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
10302,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
10303,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
10304,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
10305,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
10306,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
10307,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,NULL
10308,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
10309,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
10310,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
10311,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
10312,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
10313,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
10314,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
10315,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
10316,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
10317,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
10318,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
10319,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
10320,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
10321,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
10322,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
10323,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
10324,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
10325,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
10326,Water,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
10327,Water,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
10328,Water,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
10329,Water,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
10330,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
10331,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
10332,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
10333,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
10334,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
10335,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
10336,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
10337,Water,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
10338,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
10339,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
10340,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
10341,Water,NULL,Wetland,Water,Wetland,NULL,Bareland,Wetland
10342,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
10343,Water,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
10344,Water,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
10345,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
10346,Water,NULL,Wetland,Water,Wetland,NULL,Water,Forest
10347,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
10348,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
10349,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
10350,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
10351,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
10352,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Bareland
10353,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
10354,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
10355,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
10356,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
10357,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
10358,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
10359,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
10360,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Bareland
10361,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
10362,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
10363,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
10364,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
10365,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
10366,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
10367,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
10368,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
10369,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
10370,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
10371,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
10372,Water,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
10373,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
10374,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
10375,Water,NULL,Wetland,Water,Wetland,Water,NULL,Forest
10376,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
10377,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
10378,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
10379,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
10380,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
10381,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
10382,Water,NULL,Wetland,Water,Wetland,Water,Water,NULL
10383,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
10384,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
10385,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
10386,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
10387,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
10388,Water,NULL,Wetland,Water,Wetland,Water,Forest,Cropland
10389,Water,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
10390,Water,NULL,Wetland,Water,Wetland,Forest,Shrubland,Wetland
10391,Water,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
10392,Water,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
10393,Water,NULL,Wetland,Water,Wetland,Forest,Water,Water
10394,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
10395,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
10396,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
10397,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
10398,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
10399,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
10400,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
10401,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
10402,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
10403,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
10404,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
10405,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
10406,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
10407,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10408,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10409,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10410,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,NULL
10411,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
10412,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10413,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10414,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Wetland
10415,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
10416,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10417,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10418,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
10419,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
10420,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
10421,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,NULL
10422,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
10423,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Wetland
10424,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
10425,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
10426,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
10427,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
10428,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
10429,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
10430,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
10431,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
10432,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
10433,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
10434,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10435,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
10436,Water,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Water
10437,Water,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10438,Water,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10439,Water,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
10440,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10441,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
10442,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
10443,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
10444,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
10445,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
10446,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
10447,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
10448,Water,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,Grassland
10449,Water,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,Water
10450,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
10451,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Wetland
10452,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
10453,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Bareland
10454,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
10455,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Shrubland,Grassland
10456,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
10457,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
10458,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
10459,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10460,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
10461,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
10462,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
10463,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
10464,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Water
10465,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
10466,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
10467,Water,NULL,Water,NULL,Water,NULL,Water,Bareland
10468,Water,NULL,Water,NULL,Water,NULL,Water,Water
10469,Water,NULL,Water,NULL,Water,Shrubland,NULL,Water
10470,Water,NULL,Water,NULL,Water,Shrubland,Water,Bareland
10471,Water,NULL,Water,NULL,Water,Bareland,NULL,Grassland
10472,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
10473,Water,NULL,Water,NULL,Water,Water,NULL,Water
10474,Water,NULL,Water,NULL,Water,Water,Shrubland,Forest
10475,Water,NULL,Water,NULL,Water,Water,Water,Grassland
10476,Water,NULL,Water,NULL,Water,Water,Water,Water
10477,Water,NULL,Water,NULL,Water,Forest,NULL,Bareland
10478,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
10479,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Wetland
10480,Water,NULL,Water,Non_Water,Water,NULL,Water,Grassland
10481,Water,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
10482,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
10483,Water,NULL,Water,Non_Water,Water,Shrubland,Water,Water
10484,Water,NULL,Water,Non_Water,Water,Water,NULL,Forest
10485,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
10486,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
10487,Water,NULL,Water,Non_Water,Water,Water,Water,Water
10488,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
10489,Water,NULL,Water,Water,Water,NULL,Shrubland,Wetland
10490,Water,NULL,Water,Water,Water,NULL,Water,Grassland
10491,Water,NULL,Water,Water,Water,NULL,Water,Wetland
10492,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
10493,Water,NULL,Water,Water,Water,Shrubland,Water,Wetland
10494,Water,NULL,Water,Water,Water,Shrubland,Water,Water
10495,Water,NULL,Water,Water,Water,Shrubland,Water,Forest
10496,Water,NULL,Water,Water,Water,Water,NULL,Grassland
10497,Water,NULL,Water,Water,Water,Water,NULL,Wetland
10498,Water,NULL,Water,Water,Water,Water,Water,Wetland
10499,Water,NULL,Water,Water,Water,Water,Water,Water
10500,Water,NULL,Water,Water,Water,Water,Water,Forest
10501,Water,NULL,Water,Water,Water,Forest,Shrubland,Wetland
10502,Water,NULL,Water,Water,Water,Forest,Water,Wetland
10503,Water,NULL,Water,Water,Water,Forest,Water,Water
10504,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10505,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10506,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
10507,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
10508,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10509,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10510,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10511,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
10512,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10513,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10514,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10515,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
10516,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
10517,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10518,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10519,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
10520,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10521,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10522,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10523,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10524,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10525,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10526,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
10527,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
10528,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
10529,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
10530,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
10531,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10532,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10533,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
