Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFB_M_R
6829,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6830,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
6831,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6832,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
6833,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
6834,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
6835,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6836,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
6837,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
6838,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
6839,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
6840,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
6841,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
6842,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6843,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
6844,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6845,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
6846,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
6847,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
6848,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
6849,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
6850,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6851,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
6852,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6853,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
6854,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
6855,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
6856,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
6857,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
6858,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
6859,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
6860,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
6861,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
6862,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
6863,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6864,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6865,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Bareland
6866,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
6867,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
6868,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6869,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6870,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
6871,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
6872,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
6873,Water,Water,Wetland,Water,Wetland,Wetland,Built-up,Grassland
6874,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
6875,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
6876,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
6877,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
6878,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
6879,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
6880,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
6881,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Wetland
6882,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Bareland
6883,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
6884,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
6885,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Wetland
6886,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Bareland
6887,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
6888,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
6889,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
6890,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Wetland
6891,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
6892,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
6893,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
6894,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Grassland
6895,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
6896,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
6897,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
6898,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
6899,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
6900,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
6901,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
6902,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
6903,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
6904,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
6905,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
6906,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
6907,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
6908,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
6909,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
6910,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
6911,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
6912,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
6913,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
6914,Water,Water,Wetland,Water,Wetland,Water,Built-up,Grassland
6915,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
6916,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
6917,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
6918,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
6919,Water,Water,Wetland,Water,Wetland,Water,Water,Water
6920,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
6921,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
6922,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
6923,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
6924,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
6925,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
6926,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
6927,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
6928,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
6929,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6930,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
6931,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
6932,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6933,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6934,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6935,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
6936,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
6937,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
6938,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
6939,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
6940,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6941,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
6942,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6943,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6944,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
6945,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6946,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
6947,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
6948,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6949,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
6950,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
6951,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6952,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
6953,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
6954,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
6955,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
6956,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
6957,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
6958,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
6959,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
6960,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
6961,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
6962,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
6963,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
6964,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
6965,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
6966,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
6967,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6968,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
6969,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
6970,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
6971,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
6972,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
6973,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
6974,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
6975,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
6976,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Bareland
6977,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
6978,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
6979,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
6980,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
6981,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
6982,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Wetland
6983,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
6984,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
6985,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
6986,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6987,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6988,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6989,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6990,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
6991,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
6992,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6993,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
6994,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
6995,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6996,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6997,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
6998,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6999,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
7000,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
7001,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
7002,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
7003,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
7004,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
7005,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
7006,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7007,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
7008,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
7009,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
7010,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
7011,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
7012,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
7013,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
7014,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
7015,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
7016,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
7017,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
7018,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
7019,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Bareland
7020,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
7021,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
7022,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
7023,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
7024,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
7025,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
7026,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Bareland
7027,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
7028,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
7029,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
7030,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
7031,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
7032,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
7033,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
7034,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
7035,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
7036,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
7037,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
7038,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
7039,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Bareland
7040,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
7041,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
7042,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
7043,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
7044,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7045,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
7046,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
7047,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Bareland
7048,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
7049,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
7050,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7051,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
7052,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
7053,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
7054,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
7055,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
7056,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
7057,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
7058,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
7059,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
7060,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
7061,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
7062,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
7063,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
7064,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7065,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Water
7066,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
7067,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
7068,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
7069,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Water
7070,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
7071,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
7072,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
7073,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
7074,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
7075,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Wetland
7076,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
7077,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
7078,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Wetland
7079,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
7080,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
7081,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
7082,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
7083,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
7084,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
7085,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
7086,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
7087,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
7088,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
7089,Water,Water,Water,NULL,Water,NULL,Wetland,Water
7090,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
7091,Water,Water,Water,NULL,Water,NULL,Water,Wetland
7092,Water,Water,Water,NULL,Water,NULL,Water,Water
7093,Water,Water,Water,NULL,Water,NULL,Water,Forest
7094,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
7095,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
7096,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
7097,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
7098,Water,Water,Water,NULL,Water,Grassland,Water,Water
7099,Water,Water,Water,NULL,Water,Grassland,Water,Forest
7100,Water,Water,Water,NULL,Water,Grassland,Forest,Grassland
7101,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
7102,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
7103,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
7104,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
7105,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
7106,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
7107,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
7108,Water,Water,Water,NULL,Water,Wetland,Water,Water
7109,Water,Water,Water,NULL,Water,Wetland,Water,Forest
7110,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
7111,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
7112,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
7113,Water,Water,Water,NULL,Water,Bareland,Water,Water
7114,Water,Water,Water,NULL,Water,Bareland,Water,Forest
7115,Water,Water,Water,NULL,Water,Bareland,Forest,Grassland
7116,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
7117,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
7118,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
7119,Water,Water,Water,NULL,Water,Water,Grassland,Water
7120,Water,Water,Water,NULL,Water,Water,Grassland,Forest
7121,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
7122,Water,Water,Water,NULL,Water,Water,Wetland,Water
7123,Water,Water,Water,NULL,Water,Water,Wetland,Forest
7124,Water,Water,Water,NULL,Water,Water,Bareland,Water
7125,Water,Water,Water,NULL,Water,Water,Water,Grassland
7126,Water,Water,Water,NULL,Water,Water,Water,Wetland
7127,Water,Water,Water,NULL,Water,Water,Water,Bareland
7128,Water,Water,Water,NULL,Water,Water,Water,Water
7129,Water,Water,Water,NULL,Water,Water,Water,Forest
7130,Water,Water,Water,NULL,Water,Water,Forest,Grassland
7131,Water,Water,Water,NULL,Water,Water,Forest,Wetland
7132,Water,Water,Water,NULL,Water,Water,Forest,Water
7133,Water,Water,Water,NULL,Water,Water,Forest,Forest
7134,Water,Water,Water,NULL,Water,Forest,Grassland,Forest
7135,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
7136,Water,Water,Water,NULL,Water,Forest,Water,Forest
7137,Water,Water,Water,NULL,Water,Forest,Forest,Forest
7138,Water,Water,Water,Non_Water,Water,NULL,Grassland,Forest
7139,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
7140,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
7141,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
7142,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
7143,Water,Water,Water,Non_Water,Water,NULL,Water,Water
7144,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
7145,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
7146,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
7147,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
7148,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
7149,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
7150,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
7151,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
7152,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
7153,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
7154,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
7155,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
7156,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
7157,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
7158,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
7159,Water,Water,Water,Non_Water,Water,Wetland,Built-up,Grassland
7160,Water,Water,Water,Non_Water,Water,Wetland,Built-up,Forest
7161,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
7162,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
7163,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
7164,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
7165,Water,Water,Water,Non_Water,Water,Bareland,NULL,Water
7166,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Forest
7167,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
7168,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
7169,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
7170,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
7171,Water,Water,Water,Non_Water,Water,Water,NULL,Water
7172,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
7173,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
7174,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
7175,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
7176,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
7177,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
7178,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
7179,Water,Water,Water,Non_Water,Water,Water,Built-up,Forest
7180,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
7181,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
7182,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
7183,Water,Water,Water,Non_Water,Water,Water,Water,Water
7184,Water,Water,Water,Non_Water,Water,Water,Water,Forest
7185,Water,Water,Water,Non_Water,Water,Water,Forest,Water
7186,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
7187,Water,Water,Water,Non_Water,Water,Forest,Grassland,Forest
7188,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
7189,Water,Water,Water,Non_Water,Water,Forest,Water,Water
7190,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
7191,Water,Water,Water,Water,Water,NULL,Grassland,Forest
7192,Water,Water,Water,Water,Water,NULL,Wetland,Water
7193,Water,Water,Water,Water,Water,NULL,Wetland,Forest
7194,Water,Water,Water,Water,Water,NULL,Water,Grassland
7195,Water,Water,Water,Water,Water,NULL,Water,Wetland
7196,Water,Water,Water,Water,Water,NULL,Water,Water
7197,Water,Water,Water,Water,Water,NULL,Water,Forest
7198,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
7199,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
7200,Water,Water,Water,Water,Water,Grassland,Wetland,Water
7201,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
7202,Water,Water,Water,Water,Water,Grassland,Water,Grassland
7203,Water,Water,Water,Water,Water,Grassland,Water,Wetland
7204,Water,Water,Water,Water,Water,Grassland,Water,Bareland
7205,Water,Water,Water,Water,Water,Grassland,Water,Water
7206,Water,Water,Water,Water,Water,Grassland,Water,Forest
7207,Water,Water,Water,Water,Water,Grassland,Forest,Forest
7208,Water,Water,Water,Water,Water,Cropland,Water,Water
7209,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
7210,Water,Water,Water,Water,Water,Wetland,Grassland,Water
7211,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
7212,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
7213,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
7214,Water,Water,Water,Water,Water,Wetland,Wetland,Water
