Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHH_M_R
1166,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1167,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1168,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1169,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1170,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1171,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1172,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1173,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1174,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1175,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1176,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1177,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1178,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1179,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1180,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1181,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1182,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1183,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1184,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1185,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1186,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1187,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1188,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1189,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1190,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
1191,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1192,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1193,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1194,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1195,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1196,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1197,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1198,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1199,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1200,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water,Water
1201,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1202,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1203,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1204,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1205,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1206,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1207,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1208,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1209,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1210,Grassland,Wetland,Wetland,Water,Wetland,Forest,Water,Water
1211,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1212,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1213,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1214,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1215,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1216,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1217,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1218,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1219,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1220,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1221,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1222,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1223,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1224,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1225,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1226,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1227,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,NULL
1228,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1229,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1230,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1231,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1232,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1233,Grassland,Wetland,Water,Water,Water,NULL,NULL,Cropland
1234,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1235,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
1236,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
1237,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1238,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1239,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1240,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1241,Grassland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1242,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
1243,Grassland,Wetland,Water,Water,Water,Wetland,Water,Forest
1244,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
1245,Grassland,Wetland,Water,Water,Water,Water,Water,Water
1246,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1247,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1248,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1249,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1250,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1251,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1252,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1253,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1254,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1255,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1256,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1257,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1258,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1259,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1260,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1261,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1262,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1263,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1264,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1265,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1266,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1267,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1268,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
1269,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1270,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1271,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1272,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1273,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1274,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1275,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
1276,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1277,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
1278,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1279,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
1280,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1281,Grassland,Water,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1282,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1284,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1285,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1286,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1287,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1288,Grassland,Water,Wetland,NULL,Wetland,Grassland,NULL,Wetland
1289,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1290,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1291,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1292,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1293,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1294,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1295,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1296,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1297,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1298,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1299,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1300,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
1301,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1302,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1303,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1304,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1305,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1306,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1307,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1308,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1309,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1310,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1311,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1312,Grassland,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1313,Grassland,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
1314,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1315,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1316,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1317,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1318,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1319,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1320,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1321,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1322,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1323,Grassland,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1324,Grassland,Water,Water,Non_Water,Water,Wetland,Water,Water
1325,Grassland,Water,Water,Non_Water,Water,Wetland,Water,Forest
1326,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
1327,Grassland,Water,Water,Water,Water,NULL,NULL,Water
1328,Grassland,Water,Water,Water,Water,NULL,Water,Water
1329,Grassland,Water,Water,Water,Water,Grassland,NULL,Water
1330,Grassland,Water,Water,Water,Water,Wetland,NULL,Grassland
1331,Grassland,Water,Water,Water,Water,Wetland,Wetland,Water
1332,Grassland,Water,Water,Water,Water,Wetland,Wetland,Forest
1333,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
1334,Grassland,Water,Water,Water,Water,Wetland,Water,Wetland
1335,Grassland,Water,Water,Water,Water,Wetland,Water,Water
1336,Grassland,Water,Water,Water,Water,Water,Water,Water
1337,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1338,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1339,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1340,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1341,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1342,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1343,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1344,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
1345,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1346,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1347,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1348,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1349,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1350,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1351,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1352,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1353,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1354,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1355,Grassland,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1356,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1357,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1358,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1359,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1360,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1361,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1362,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1363,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1364,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1365,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1366,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1367,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1368,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1369,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1370,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1371,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1372,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1373,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1374,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1375,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1376,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1377,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1378,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1379,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1380,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1381,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1382,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1383,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1384,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1385,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1386,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1387,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Water
1388,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1389,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1390,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1391,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1392,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1393,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1394,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1395,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1396,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1397,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1398,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1399,Grassland,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1400,Grassland,Forest,Wetland,Water,Wetland,Grassland,NULL,Wetland
1401,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1402,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1403,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1404,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1405,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1406,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1407,Grassland,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1408,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1409,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1410,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1411,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1412,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1413,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1414,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
1415,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1416,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1417,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1418,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
1419,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
1420,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1421,Grassland,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
1422,Grassland,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
1423,Grassland,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1424,Grassland,Forest,Water,Non_Water,Water,Water,Water,Forest
1425,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
1426,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
1427,Grassland,Forest,Water,Water,Water,Wetland,NULL,Forest
1428,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1429,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
1430,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Forest
1431,Grassland,Forest,Water,Water,Water,Wetland,Water,Grassland
1432,Grassland,Forest,Water,Water,Water,Wetland,Water,Wetland
1433,Grassland,Forest,Water,Water,Water,Wetland,Water,Forest
1434,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1435,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1436,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1437,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1438,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1439,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1440,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1441,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1442,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1443,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1444,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1445,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1446,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1447,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1448,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1449,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1450,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1451,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1452,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1453,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1454,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1455,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1456,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1457,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1458,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1459,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1460,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1461,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1462,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1463,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1464,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1465,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1466,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1467,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1468,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1469,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1470,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1471,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1472,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1473,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1474,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1475,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1476,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1477,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1478,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1479,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1480,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1481,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1482,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1483,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1484,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1485,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1486,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1487,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1488,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1489,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1490,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1491,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1492,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1493,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1494,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1495,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1496,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1497,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1498,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1499,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1500,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1501,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1502,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1503,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1504,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1505,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1506,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
