Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLU_M_R
2112,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2113,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2114,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2115,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2116,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2117,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2118,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2119,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2120,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2121,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2122,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2123,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2124,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2125,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2126,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2127,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2128,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2129,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2130,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2131,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2132,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2133,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2134,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2135,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2136,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
2137,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
2138,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2139,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2140,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2141,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2142,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2143,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2144,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2145,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2146,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2147,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2148,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2149,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2150,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2151,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2152,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
2153,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
2154,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2155,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2156,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2157,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2158,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2159,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
2160,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2161,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
2162,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2163,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2164,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2165,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2166,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2167,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2168,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2169,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2170,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2171,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2172,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2173,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2174,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
2175,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2176,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
2177,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2178,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2179,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2180,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2181,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2182,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2183,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2184,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2185,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
2186,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2187,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
2188,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
2189,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2190,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2191,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
2192,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2193,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2194,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2195,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2196,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2197,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2198,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2199,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2200,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2201,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2202,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2203,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
2204,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2205,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2206,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
2207,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2208,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2209,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2210,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
2211,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
2212,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2213,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
2214,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
2215,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
2216,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
2217,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
2218,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2219,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
2220,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2221,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2222,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2223,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2224,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2225,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2226,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
2227,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2228,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
2229,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2230,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2231,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2232,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2233,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2234,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
2235,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2236,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
2237,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
2238,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2239,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2240,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2241,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2242,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2243,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2244,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2245,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2246,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
2247,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
2248,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2249,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2250,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2251,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2252,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2253,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2254,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2255,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2256,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2257,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2258,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2259,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2260,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2261,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2262,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2263,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
2264,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2265,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2266,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2267,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
2268,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
2269,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
2270,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
2271,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
2272,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2273,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
2274,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
2275,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
2276,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
2277,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
2278,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
2279,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
2280,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
2281,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
2282,Forest,Wetland,Water,NULL,Water,Water,Water,Water
2283,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
2284,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
2285,Forest,Wetland,Water,NULL,Water,Forest,Water,Water
2286,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
2287,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
2288,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
2289,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
2290,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
2291,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
2292,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
2293,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
2294,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
2295,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
2296,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
2297,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
2298,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
2299,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
2300,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
2301,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
2302,Forest,Wetland,Water,Water,Water,NULL,Water,Water
2303,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
2304,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2305,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2306,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
2307,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
2308,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
2309,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
2310,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
2311,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
2312,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
2313,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
2314,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
2315,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
2316,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
2317,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
2318,Forest,Wetland,Water,Water,Water,Water,Water,Water
2319,Forest,Wetland,Water,Water,Water,Water,Water,Forest
2320,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2321,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
2322,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2323,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2324,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2325,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2326,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2327,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2328,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2329,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2330,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
2331,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2332,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2333,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2334,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
2335,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2336,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
2337,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
2338,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2339,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
2340,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2341,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2342,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2343,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2344,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2345,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2346,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2347,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2348,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2349,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2350,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2351,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2352,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
2353,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2354,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
2355,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
2356,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
2357,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2358,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
2359,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
2360,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
2361,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
2362,Forest,Bareland,Water,Water,Water,Water,Water,Grassland
2363,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2364,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2365,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2366,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2367,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2368,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2369,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2370,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2371,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2372,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2373,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2374,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2375,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
2376,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2377,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2378,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
2379,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2380,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2381,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2382,Forest,Built-up,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2383,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2384,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2385,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2386,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2387,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2388,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2389,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2390,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2391,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2392,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2393,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2394,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2395,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2396,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
2397,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
2398,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2399,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2400,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2401,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2402,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2403,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2404,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2405,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
2406,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2407,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2408,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2409,Forest,Built-up,Wetland,Water,Wetland,Wetland,Built-up,Grassland
2410,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2411,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2412,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2413,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2414,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2415,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2416,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2417,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
2418,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2419,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
2420,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
2421,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2422,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2423,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2424,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2425,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2426,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
2427,Forest,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
2428,Forest,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Forest
2429,Forest,Built-up,Water,Water,Water,Water,Bareland,Forest
2430,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2431,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2432,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2433,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2434,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2435,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2436,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2437,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2438,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2439,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2440,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2441,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2442,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2443,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2444,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2445,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2446,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
2447,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2448,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2449,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2450,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2451,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2452,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2453,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2454,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
