Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KES_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KES_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KES_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KES_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KES_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KES_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KES_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KES_M_R
329,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
330,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
331,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
332,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
333,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
334,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
335,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
336,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
337,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
338,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
339,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
340,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
341,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
342,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
343,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
344,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
345,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
346,Bareland,Bareland,Permanent_ice_and_snow,Non_Water,Non_Wetland,NULL,NULL,Water
347,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
348,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
349,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
350,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
351,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
352,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
353,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
354,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
355,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
356,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
357,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
358,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
359,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
360,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
361,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
362,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
363,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
364,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
365,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
366,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
367,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
368,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
369,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
370,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
371,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
372,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
373,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
374,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
375,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
376,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
377,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
378,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
379,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
380,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
381,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
382,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
383,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
384,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
385,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
386,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
387,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
388,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
389,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
390,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
391,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
392,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
393,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
394,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
395,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
396,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
397,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
398,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
399,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
400,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
401,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
402,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
403,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
404,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
405,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
406,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
407,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
408,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
409,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
410,Bareland,Water,Water,Water,Water,NULL,NULL,Water
411,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
412,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
413,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
414,Bareland,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
415,Bareland,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
416,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Grassland
417,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
418,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Water
419,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
420,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Grassland
421,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
422,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
423,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
424,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Water
425,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
426,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
427,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,NULL,NULL,Bareland
428,Bareland,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Bareland
429,Bareland,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Water
430,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
431,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
432,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
433,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
434,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
435,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
436,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
437,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
438,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
439,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
440,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
441,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
442,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
443,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
444,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
445,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
446,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
447,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
448,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
449,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
450,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
451,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
452,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
453,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
454,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
455,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
456,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
457,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
458,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
459,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
460,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
461,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
462,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
463,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
464,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
465,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
466,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
467,Water,NULL,Water,NULL,Water,NULL,NULL,Water
468,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
469,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
470,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
471,Water,NULL,Water,Water,Water,NULL,NULL,Water
472,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
473,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
474,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
475,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
476,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
477,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
478,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
479,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
480,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
481,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
482,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
483,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
484,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
485,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
486,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
487,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
488,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
489,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
490,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
491,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
492,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
493,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
494,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
495,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
496,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
497,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
498,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
499,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
500,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
501,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
502,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
503,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
504,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
505,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
507,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
508,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
509,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
510,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
511,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
512,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
513,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
514,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
515,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
516,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
517,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
518,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
519,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
520,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
521,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
522,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
523,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
524,Water,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
525,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
526,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
527,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
528,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
529,Water,Bareland,Water,Water,Water,NULL,NULL,Water
530,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
531,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
532,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
533,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
534,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
535,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
536,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
537,Water,Built-up,Water,Water,Water,NULL,NULL,Water
538,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
539,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
540,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
541,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
542,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
543,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
544,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
545,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
546,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
547,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
548,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
549,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
550,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
551,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
552,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
553,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
554,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
555,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
556,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
557,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
558,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
559,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
560,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
561,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
562,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
563,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
564,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
565,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
566,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
567,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
568,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
569,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
570,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
571,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
572,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
573,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
574,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
575,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
576,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
577,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
578,Water,Water,Water,NULL,Water,NULL,NULL,Water
579,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
580,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
581,Water,Water,Water,Water,Water,NULL,NULL,Grassland
582,Water,Water,Water,Water,Water,NULL,NULL,Bareland
583,Water,Water,Water,Water,Water,NULL,NULL,Water
584,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
585,Water,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
586,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
587,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
588,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Water
589,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
590,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
591,Water,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
592,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
593,Water,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
594,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
595,Water,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Bareland
596,Water,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Water
597,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
598,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
599,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
600,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
601,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
602,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
603,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
604,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
605,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
607,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
608,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
609,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
610,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
611,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
612,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
613,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
614,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
615,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
616,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
617,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
618,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
619,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
620,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
621,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
622,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
623,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
624,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
625,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
626,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
627,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
628,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
629,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
630,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
631,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
632,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
633,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
634,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
635,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
636,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
637,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
638,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
639,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
640,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
641,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
642,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
643,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
644,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
645,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
646,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
647,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
648,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
649,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
650,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Grassland
651,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Bareland
652,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Water
653,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
654,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
655,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
656,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
657,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
658,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
659,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
660,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
661,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
662,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
663,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
