Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBB_M_R
1259,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1260,Grassland,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1261,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1262,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1263,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1264,Grassland,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1265,Grassland,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1266,Grassland,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1267,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1268,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1269,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
1270,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1271,Grassland,Water,Water,Water,Water,Water,Wetland,Forest
1272,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1273,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1274,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1275,Grassland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1276,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1277,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1278,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
1279,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1280,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1281,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1282,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1283,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1284,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1285,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1286,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1287,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1288,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1289,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1290,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1291,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1292,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1293,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1294,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1295,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1296,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1297,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1298,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1299,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1300,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1301,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1302,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1303,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1304,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1305,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1306,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1307,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1308,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1309,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1310,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1311,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
1312,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1313,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1314,Grassland,Forest,Wetland,NULL,Wetland,Water,Forest,Bareland
1315,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
1316,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1317,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1318,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
1319,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1320,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1321,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1322,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1323,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1324,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1325,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1326,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1327,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1328,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1329,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1330,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1331,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1332,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1333,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1334,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1335,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1336,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1337,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1338,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1339,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1340,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1341,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1342,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1343,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
1344,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1345,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1346,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1347,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1348,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1349,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1350,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1351,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1352,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1353,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1354,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1355,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1356,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1357,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1358,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1359,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1360,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1361,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1362,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1363,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1364,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1365,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1366,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1367,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1368,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1369,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1370,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1371,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1372,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1373,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1374,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1375,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1376,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1377,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1378,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1379,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1380,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1381,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1382,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1383,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1384,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1385,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1386,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1387,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1388,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1389,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1390,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1391,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1392,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1393,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1394,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1395,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1396,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1397,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1398,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1399,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1400,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1401,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1402,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1403,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1404,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1405,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1406,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1407,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1408,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1409,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1410,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1411,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
1412,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1413,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1414,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1415,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1416,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1417,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1418,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1419,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1420,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1421,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1422,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1423,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1424,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1425,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1426,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1427,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1428,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1429,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1430,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1431,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1432,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1433,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
1434,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1435,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1436,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1437,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
1438,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1439,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1440,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1441,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1442,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1443,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1444,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1445,Cropland,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
1446,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1447,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1448,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1449,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1450,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1451,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1452,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1453,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1454,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1455,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
1456,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1457,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1458,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1459,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1460,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1461,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1462,Cropland,NULL,Water,NULL,Water,Bareland,Wetland,Bareland
1463,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1464,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1465,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1466,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1467,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1468,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1469,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1470,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1471,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1472,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1473,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1474,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1475,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1476,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1477,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1478,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1479,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1480,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1481,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1482,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1483,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1484,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1485,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1486,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1487,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1488,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1489,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1490,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1491,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1492,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1493,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1494,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1495,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1496,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1497,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1498,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1499,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1500,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1501,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1502,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1503,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1504,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1505,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1506,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1507,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1508,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
1509,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1510,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1511,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1512,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1513,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1514,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1515,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1516,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1517,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1518,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1519,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1520,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1521,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1522,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1523,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1524,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1525,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1526,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1527,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1528,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1529,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1530,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1531,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1532,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1533,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1534,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1535,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1536,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1537,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1538,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1539,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1540,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1541,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1542,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1543,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1544,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1545,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1546,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1547,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1548,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1549,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1550,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1551,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1552,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1553,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1554,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1555,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1556,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1557,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1558,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1559,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1560,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1561,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1562,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1563,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1564,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1565,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1566,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1567,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1568,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1569,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1570,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1571,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1572,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1573,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1574,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1575,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1576,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1577,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1578,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
