Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYG_M_R
683,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
684,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
685,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
686,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
687,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
688,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
689,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
690,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
691,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
692,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
693,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
694,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
695,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
696,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
697,Grassland,Water,Wetland,Non_Water,NULL,NULL,NULL,Wetland
698,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
699,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
700,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
701,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
702,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
703,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
704,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
705,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
706,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
707,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
708,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
709,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
710,Grassland,Water,Water,NULL,Water,NULL,NULL,Wetland
711,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
712,Grassland,Water,Water,Water,NULL,NULL,NULL,Wetland
713,Grassland,Water,Water,Water,NULL,NULL,NULL,Water
714,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
715,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
716,Grassland,Water,Water,Water,Water,NULL,NULL,Water
717,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
718,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
719,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
720,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
721,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
722,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
723,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
724,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
725,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
726,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
727,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
728,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
729,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
730,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
731,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
732,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
733,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
734,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
735,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
736,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
737,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
738,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
739,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
740,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
741,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
742,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
743,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
744,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
745,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
746,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
747,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
748,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
749,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
750,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
751,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
752,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
753,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
754,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
755,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
756,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
757,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
758,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
759,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
760,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
761,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
762,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
763,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
764,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
765,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
766,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
767,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
768,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
769,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
770,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
771,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
772,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
773,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
774,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
775,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
776,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
777,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
778,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
779,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
780,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
781,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
782,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
783,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
784,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
785,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
786,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
787,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
788,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
789,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
790,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
791,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
792,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
793,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
794,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
795,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
796,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
797,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
798,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
799,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
800,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
801,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
802,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
803,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
804,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
805,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
806,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
807,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
808,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
809,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
810,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
811,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
812,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
813,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
814,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
815,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
816,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
817,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
818,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
819,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
820,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
821,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
822,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
823,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
824,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
825,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
826,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
827,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
828,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
829,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
830,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
831,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
832,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
833,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
834,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
835,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
836,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
837,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
838,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
839,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
840,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
841,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
842,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
843,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
844,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
845,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
846,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
847,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
848,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
849,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
850,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
851,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
852,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
853,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
854,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
855,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
856,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
857,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
858,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
859,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
860,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
861,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
862,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
863,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
864,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
865,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
866,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
867,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
868,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
869,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
870,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
871,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
872,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
873,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
874,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
875,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
876,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
877,Cropland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
878,Cropland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
879,Cropland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
880,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
881,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
882,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
883,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
884,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
885,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
886,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
887,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
888,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
889,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
890,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
891,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
892,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
893,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
894,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
895,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
896,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
897,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
898,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
899,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
900,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
901,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
902,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
903,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
904,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
905,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
906,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
907,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
908,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
909,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
910,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
911,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
912,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
913,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
914,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
915,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
916,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
917,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
918,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
919,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
920,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
921,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
922,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
923,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
924,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
925,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
926,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
927,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
928,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
929,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
930,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
931,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
932,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
933,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
934,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
935,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
936,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
937,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
938,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
939,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
940,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
941,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
942,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
943,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
944,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
945,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
946,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
947,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
948,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
949,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
950,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
951,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
952,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
953,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
954,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
955,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
956,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
957,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
958,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
959,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
960,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
961,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
962,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
963,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
964,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
965,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
966,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
967,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
968,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
969,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
970,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
971,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
972,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
973,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
974,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
975,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
976,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
977,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
978,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
979,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
980,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
981,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
982,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
983,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
984,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
985,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
986,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
987,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
988,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
989,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
990,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
991,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
992,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
993,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
994,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
995,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
996,Wetland,Cropland,Water,Water,Water,NULL,NULL,Wetland
997,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
998,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
999,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1000,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1001,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1002,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1003,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1004,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1005,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1006,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1007,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1008,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1009,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1010,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1011,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1012,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1013,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1014,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1015,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1016,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1017,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1018,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1019,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1020,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1021,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
