Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZU_M_R
380,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
381,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
382,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
383,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
384,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
385,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
386,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
387,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
388,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
389,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
390,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
391,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
392,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
393,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
394,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
395,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
396,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
397,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
398,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
399,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
400,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
401,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
402,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
403,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
404,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
405,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
406,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
407,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
408,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
409,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
410,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
411,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
412,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
413,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
414,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
415,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
416,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
417,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
418,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
419,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
420,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
421,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
422,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
423,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
424,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
425,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
426,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
427,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
428,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
429,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
430,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
431,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
432,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
433,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
434,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
435,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
436,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
437,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
438,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
439,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
440,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
441,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
442,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
443,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
444,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
445,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
446,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
447,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
448,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
449,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
450,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
451,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
452,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
453,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
454,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
455,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
456,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
457,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
458,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
459,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
460,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
461,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
462,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
463,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
464,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
465,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
466,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
467,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
468,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
469,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
470,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
471,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
472,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
473,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
474,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
475,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
476,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
477,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
478,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
479,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
480,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
481,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
482,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
483,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
484,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
485,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
486,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
487,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
488,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
489,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
490,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
491,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
492,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
493,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
494,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
495,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
496,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
497,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
498,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
499,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
500,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
501,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
502,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
503,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
504,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
505,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
506,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
507,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
508,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
509,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
510,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
511,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
512,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
513,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
514,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
515,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
516,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
517,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
518,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
519,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
520,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
521,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
522,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
523,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
524,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
525,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
526,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
527,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
528,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
529,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
530,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
531,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
532,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
533,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
534,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
535,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
536,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
537,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
538,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
539,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
540,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
541,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
542,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
543,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
544,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
545,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
546,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
547,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
548,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
549,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
550,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
551,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
552,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Water,Forest
553,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Water
554,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Forest
555,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
556,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
557,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
558,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
559,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
560,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
561,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
562,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
563,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
564,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
565,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
566,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
567,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
568,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
569,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
570,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
571,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
572,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
573,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
574,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
575,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
576,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
577,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
578,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
579,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
580,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Water
581,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
582,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
583,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
584,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
585,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
586,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
587,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
588,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
589,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
590,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
591,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
592,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
593,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
594,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
595,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
596,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
597,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
598,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
599,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
600,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
601,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
602,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
603,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
604,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
605,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
606,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
607,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
608,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
609,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
610,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
611,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
612,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
613,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
614,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
615,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
616,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
617,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
618,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
619,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
620,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
621,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
622,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
623,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
624,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
625,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
626,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
627,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
628,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
629,Forest,Water,Water,NULL,Water,NULL,Water,Water
630,Forest,Water,Water,NULL,Water,NULL,Water,Forest
631,Forest,Water,Water,NULL,Water,NULL,Forest,Water
632,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
633,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
634,Forest,Water,Water,NULL,Water,Grassland,Water,Water
635,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
636,Forest,Water,Water,NULL,Water,Wetland,Water,Water
637,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
638,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
639,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
640,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
641,Forest,Water,Water,NULL,Water,Water,Wetland,Bareland
642,Forest,Water,Water,NULL,Water,Water,Wetland,Water
643,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
644,Forest,Water,Water,NULL,Water,Water,Water,Water
645,Forest,Water,Water,NULL,Water,Water,Water,Forest
646,Forest,Water,Water,NULL,Water,Water,Forest,Water
647,Forest,Water,Water,NULL,Water,Water,Forest,Forest
648,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
649,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
650,Forest,Water,Water,NULL,Water,Forest,Water,Water
651,Forest,Water,Water,NULL,Water,Forest,Water,Forest
652,Forest,Water,Water,NULL,Water,Forest,Forest,Water
653,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
654,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
655,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
656,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
657,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
658,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
659,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
660,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
661,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
662,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
663,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
664,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
665,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
666,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
667,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
668,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
669,Forest,Water,Water,Non_Water,Water,Built-up,Water,Water
670,Forest,Water,Water,Non_Water,Water,Water,Grassland,Water
671,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
672,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
673,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
674,Forest,Water,Water,Non_Water,Water,Water,Water,Water
675,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
676,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
677,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
678,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
679,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
680,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
681,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
682,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
683,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
684,Forest,Water,Water,Water,Water,NULL,Wetland,Water
685,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
686,Forest,Water,Water,Water,Water,NULL,Water,Water
687,Forest,Water,Water,Water,Water,NULL,Water,Forest
688,Forest,Water,Water,Water,Water,NULL,Forest,Water
689,Forest,Water,Water,Water,Water,NULL,Forest,Forest
690,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
691,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
692,Forest,Water,Water,Water,Water,Grassland,Water,Water
693,Forest,Water,Water,Water,Water,Grassland,Water,Forest
694,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
695,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
696,Forest,Water,Water,Water,Water,Wetland,Water,Water
697,Forest,Water,Water,Water,Water,Wetland,Water,Forest
698,Forest,Water,Water,Water,Water,Wetland,Forest,Water
699,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
700,Forest,Water,Water,Water,Water,Bareland,Water,Water
701,Forest,Water,Water,Water,Water,Built-up,Water,Water
702,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
703,Forest,Water,Water,Water,Water,Water,Wetland,Water
704,Forest,Water,Water,Water,Water,Water,Wetland,Forest
705,Forest,Water,Water,Water,Water,Water,Water,Grassland
706,Forest,Water,Water,Water,Water,Water,Water,Water
707,Forest,Water,Water,Water,Water,Water,Water,Forest
708,Forest,Water,Water,Water,Water,Water,Forest,Water
709,Forest,Water,Water,Water,Water,Water,Forest,Forest
710,Forest,Water,Water,Water,Water,Forest,Wetland,Water
711,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
712,Forest,Water,Water,Water,Water,Forest,Water,Water
713,Forest,Water,Water,Water,Water,Forest,Water,Forest
714,Forest,Water,Water,Water,Water,Forest,Forest,Water
715,Forest,Water,Water,Water,Water,Forest,Forest,Forest
716,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
717,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
718,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
719,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
720,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
721,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
722,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
723,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
724,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
725,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
726,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
727,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
728,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
729,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
730,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
731,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
732,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
733,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
734,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
735,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
736,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
737,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
738,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
739,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
740,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
741,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
742,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
743,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
744,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
745,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
746,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
747,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
748,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
749,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
750,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
751,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
752,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
753,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
754,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
755,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
756,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
757,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
758,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
759,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
760,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
761,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
762,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
763,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
