Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LME_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LME_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LME_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LME_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LME_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LME_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LME_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LME_M_R
5221,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5222,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5223,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5224,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5225,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5226,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5227,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5228,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5229,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5230,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5231,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5232,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5233,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5234,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5235,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5236,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5237,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5238,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5239,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5240,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5241,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5242,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5243,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5244,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5245,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5246,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
5247,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5248,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
5249,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5250,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland,Bareland
5251,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
5252,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
5253,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
5254,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
5255,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5256,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5257,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5258,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5259,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
5260,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
5261,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5262,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5263,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5264,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5265,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
5266,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5267,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5268,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
5269,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5270,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5271,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
5272,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
5273,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
5274,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
5275,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5276,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
5277,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5278,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
5279,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5280,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
5281,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5282,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
5283,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
5284,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5285,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5286,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
5287,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5288,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5289,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
5290,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5291,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5292,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5293,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5294,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
5295,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5296,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
5297,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
5298,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5299,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
5300,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
5301,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,NULL
5302,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
5303,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
5304,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5305,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
5306,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5307,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5308,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
5309,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5310,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5311,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
5312,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5313,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5314,Bareland,NULL,Water,NULL,Water,NULL,Bareland,Grassland
5315,Bareland,NULL,Water,NULL,Water,NULL,Bareland,Bareland
5316,Bareland,NULL,Water,NULL,Water,Grassland,Bareland,Bareland
5317,Bareland,NULL,Water,NULL,Water,Cropland,NULL,Bareland
5318,Bareland,NULL,Water,NULL,Water,Cropland,Bareland,Grassland
5319,Bareland,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
5320,Bareland,NULL,Water,NULL,Water,Bareland,Wetland,Bareland
5321,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
5322,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5323,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5324,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5325,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5326,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5327,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5328,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5329,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5330,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
5331,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5332,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5333,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5334,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5335,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
5336,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
5337,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
5338,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5339,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5340,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5341,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5342,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5343,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5344,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5345,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5346,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5347,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5348,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5349,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5350,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5351,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5352,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5353,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5354,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5355,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5356,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5357,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5358,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5359,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5360,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5361,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5362,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5363,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5364,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5365,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5366,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5367,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
5368,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5369,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
5370,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
5371,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5372,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5373,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5374,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5375,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5376,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5377,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5378,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5379,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5380,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5381,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5382,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5383,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5384,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5385,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5386,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5387,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
5388,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5389,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5390,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5391,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5392,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5393,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5394,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5395,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5396,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5397,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5398,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
5399,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5400,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5401,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5402,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5403,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5404,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
5405,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
5406,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
5407,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5408,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
5409,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
5410,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5411,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5412,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5413,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
5414,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5415,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5416,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5417,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5418,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5419,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5420,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5421,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5422,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5423,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
5424,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5425,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5426,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5427,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5428,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5429,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
5430,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5431,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5432,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5433,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5434,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5435,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5436,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5437,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
5438,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5439,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
5440,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5441,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5442,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5443,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
5444,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
5445,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5446,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5447,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5448,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5449,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5450,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5451,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5452,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
5453,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
5454,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5455,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5456,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5457,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5458,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5459,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5460,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5461,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
5462,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5463,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5464,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5465,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5466,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5467,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5468,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5469,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5470,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5471,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5472,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
5473,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5474,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5475,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5476,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5477,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5478,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5479,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5480,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5481,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5482,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5483,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5484,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5485,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5486,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
5487,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5488,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5489,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
5490,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5491,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
5492,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5493,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5494,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5495,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
5496,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
5497,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5498,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5499,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5500,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5501,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5502,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5503,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5504,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5505,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5506,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5507,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5508,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5509,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
5510,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5511,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5512,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
5513,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5514,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5515,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5516,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5517,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5518,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5519,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5520,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5521,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5522,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5523,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5524,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5525,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5526,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5527,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5528,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5529,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5530,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
5531,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5532,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5533,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5534,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5535,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
